Timestamp,Chill set,Severe set,Extreme set,Chill heater,Severe heater,Extreme heater,28-00000eb5045f,28-00000eb3fd89,28-00000eb42add,28-00000eb51050,28-00000eb4cb62,28-00000eb50e10,28-00000eb501b0,28-00000eb496d2,28-00000eb3cf7d,28-00000eb52c32,28-00000ec23ab6,28-00000ec25534,28-00000eb4b7e0,28-00000ec24f93,28-00000eb4619b,28-00000eb3f54e,28-00000eb4a798,28-00000eb3e681,
2024-01-02 16:34:22.223212,14.16,14.16,14.16,off,off,off,15.05,15.182,15.174,15.112,15.343,15.325,15.176,15.387,15.368,15.328,15.348,15.159,15.514,15.328,15.536,14.965,14.984,14.486,
2024-01-02 16:35:22.242142,14.16,14.16,14.16,off,off,off,15.092,15.161,15.153,15.112,15.364,15.325,15.176,15.387,15.368,15.328,15.327,15.159,15.471,15.328,15.536,14.965,14.984,14.486,
2024-01-02 16:36:22.273703,14.16,14.16,14.16,off,off,off,15.092,15.161,15.153,15.091,15.364,15.325,15.155,15.387,15.368,15.328,15.348,15.159,15.492,15.328,15.515,14.965,14.984,14.507,
2024-01-02 16:37:22.218611,14.16,14.16,14.16,off,off,off,15.092,15.182,15.153,15.091,15.364,15.325,15.176,15.387,15.368,15.328,15.348,15.159,15.471,15.328,15.515,14.965,14.984,14.486,
2024-01-02 16:38:22.146011,14.16,14.16,14.16,off,off,off,15.071,15.161,15.174,15.091,15.322,15.282,15.155,15.387,15.368,15.328,15.348,15.159,15.471,15.328,15.494,14.965,14.984,14.486,
2024-01-02 16:39:22.275801,14.16,14.16,14.16,off,off,off,15.071,15.14,15.132,15.091,15.364,15.325,15.155,15.387,15.368,15.328,15.327,15.18,15.471,15.328,15.494,14.965,14.984,14.507,
2024-01-02 16:40:22.249082,14.16,14.16,14.16,off,off,off,15.071,15.161,15.174,15.091,15.364,15.325,15.176,15.387,15.368,15.328,15.327,15.159,15.471,15.328,15.494,14.965,14.984,14.486,
2024-01-02 16:41:22.210946,14.16,14.16,14.16,off,off,off,15.05,15.182,15.174,15.091,15.364,15.325,15.155,15.387,15.368,15.328,15.285,15.159,15.45,15.328,15.515,14.965,14.984,14.486,
2024-01-02 16:42:22.206845,14.16,14.16,14.16,off,off,off,15.071,15.14,15.153,15.091,15.364,15.325,15.155,15.387,15.368,15.328,15.348,15.159,15.471,15.328,15.515,14.965,14.984,14.486,
2024-01-02 16:43:22.174963,14.16,14.16,14.16,off,off,off,15.092,15.161,15.153,15.091,15.322,15.325,15.155,15.387,15.368,15.328,15.327,15.159,15.471,15.328,15.494,14.965,14.984,14.507,
2024-01-02 16:44:22.388084,14.16,14.16,14.16,off,off,off,15.092,15.161,15.153,15.091,15.364,15.325,15.155,15.387,15.368,15.328,15.285,15.159,15.45,15.328,15.494,14.965,14.984,14.486,
2024-01-02 16:45:22.177400,14.16,14.16,14.16,off,off,off,15.092,15.182,15.132,15.091,15.364,15.325,15.155,15.387,15.368,15.328,15.306,15.159,15.45,15.328,15.494,14.965,14.984,14.528,
2024-01-02 16:46:22.323880,14.16,14.16,14.16,off,off,off,15.071,15.182,15.153,15.091,15.364,15.325,15.155,15.387,15.368,15.328,15.306,15.159,15.45,15.328,15.515,14.965,14.984,14.507,
2024-01-02 16:47:22.295698,14.16,14.16,14.16,off,off,off,15.05,15.14,15.153,15.133,15.364,15.325,15.196,15.387,15.368,15.328,15.285,15.159,15.45,15.328,15.494,14.965,14.984,14.507,
2024-01-02 16:48:22.241851,14.16,14.16,14.16,off,off,off,15.05,15.182,15.174,15.091,15.343,15.325,15.155,15.387,15.368,15.328,15.285,15.159,15.45,15.328,15.515,14.965,14.984,14.486,
2024-01-02 16:49:22.113613,14.16,14.16,14.16,off,off,off,15.05,15.161,15.132,15.091,15.364,15.325,15.176,15.387,15.368,15.328,15.285,15.159,15.45,15.328,15.494,14.965,14.984,14.486,
2024-01-02 16:50:22.230323,14.16,14.16,14.16,off,off,off,15.028,15.161,15.153,15.091,15.364,15.325,15.155,15.387,15.368,15.328,15.306,15.159,15.45,15.307,15.494,14.965,14.984,14.486,
2024-01-02 16:51:22.328413,14.16,14.16,14.16,off,off,off,15.071,15.161,15.132,15.091,15.343,15.325,15.176,15.366,15.368,15.328,15.327,15.159,15.45,15.307,15.494,14.965,14.984,14.486,
2024-01-02 16:52:22.209889,14.16,14.16,14.16,off,off,off,15.071,15.14,15.153,15.091,15.364,15.325,15.155,15.387,15.368,15.328,15.285,15.159,15.45,15.328,15.494,14.965,14.984,14.486,
2024-01-02 16:53:22.262646,14.16,14.16,14.16,off,off,off,15.028,15.161,15.111,15.091,15.364,15.325,15.155,15.387,15.368,15.328,15.285,15.159,15.45,15.328,15.494,14.965,14.984,14.486,
2024-01-02 16:54:22.326737,14.16,14.16,14.16,off,off,off,15.05,15.14,15.111,15.091,15.364,15.325,15.155,15.387,15.368,15.328,15.285,15.159,15.45,15.307,15.494,14.965,14.984,14.486,
2024-01-02 16:55:22.177533,14.16,14.16,14.16,off,off,off,15.071,15.161,15.132,15.091,15.364,15.325,15.155,15.366,15.368,15.328,15.285,15.138,15.45,15.328,15.494,14.965,14.984,14.486,
2024-01-02 16:56:22.174293,14.16,14.16,14.16,off,off,off,15.028,15.14,15.132,15.112,15.343,15.325,15.155,15.387,15.368,15.328,15.285,15.159,15.45,15.307,15.494,14.965,14.984,14.486,
2024-01-02 16:57:22.324556,14.16,14.16,14.16,off,off,off,15.05,15.161,15.132,15.091,15.364,15.325,15.155,15.387,15.368,15.328,15.285,15.159,15.45,15.307,15.494,14.965,14.984,14.486,
2024-01-02 16:58:22.241778,14.16,14.16,14.16,off,off,off,15.028,15.14,15.153,15.091,15.364,15.325,15.155,15.387,15.368,15.328,15.285,15.159,15.45,15.328,15.494,14.965,14.984,14.486,
2024-01-02 16:59:22.177629,14.16,14.16,14.16,off,off,off,15.05,15.14,15.111,15.091,15.343,15.325,15.155,15.387,15.368,15.328,15.285,15.159,15.45,15.328,15.494,14.965,14.984,14.486,
2024-01-02 17:00:22.232216,14.16,14.16,14.16,off,off,off,15.028,15.14,15.132,15.112,15.364,15.325,15.155,15.366,15.368,15.328,15.285,15.159,15.45,15.328,15.494,14.965,14.984,14.486,
2024-01-02 17:01:22.329124,14.16,14.16,14.16,off,off,off,15.028,15.14,15.111,15.091,15.364,15.325,15.155,15.387,15.368,15.328,15.285,15.159,15.45,15.328,15.494,14.965,14.984,14.486,
