Timestamp,Chill set,Severe set,Extreme set,Chill heater,Severe heater,Extreme heater,28-00000eb5045f,28-00000eb3fd89,28-00000eb42add,28-00000eb51050,28-00000eb4cb62,28-00000eb50e10,28-00000eb501b0,28-00000eb496d2,28-00000eb3cf7d,28-00000eb52c32,28-00000ec23ab6,28-00000ec25534,28-00000eb4b7e0,28-00000ec24f93,28-00000eb4619b,28-00000eb3f54e,28-00000eb4a798,28-00000eb3e681,
2023-10-04 11:48:22.240725,14.56,14.560068950732273,14.560068950776325,off,off,off,15.471,15.392,15.427,15.428,15.554,15.577,15.722,15.703,15.829,15.579,15.893,15.6,15.828,15.664,15.997,14.607,15.322,14.906,
2023-10-04 11:49:22.112059,14.56,14.560422884794427,14.560422884838474,off,off,off,15.471,15.392,15.427,15.428,15.554,15.577,15.722,15.703,15.808,15.579,15.872,15.6,15.828,15.643,16.04,14.586,15.364,14.927,
2023-10-04 11:50:22.198990,14.56,14.560777141958491,14.56077714200222,off,off,off,15.471,15.349,15.427,15.428,15.554,15.577,15.681,15.703,15.808,15.579,15.851,15.6,15.828,15.643,15.997,14.691,15.364,14.927,
