Timestamp,Chill set,Severe set,Extreme set,28-00000eb5045f,28-00000eb3fd89,28-00000eb42add,28-00000eb51050,28-00000eb4cb62,28-00000eb50e10,28-00000eb501b0,28-00000eb496d2,28-00000eb3cf7d,28-00000eb52c32,28-00000ec23ab6,28-00000ec25534,28-00000eb4b7e0,28-00000ec24f93,28-00000eb4619b,28-00000eb3f54e,28-00000eb4a798,28-00000eb3e681,
2023-09-03 14:29:51.684607,14.98,18.98,22.98,17.175,17.151,17.198,17.302,17.513,16.859,16.923,16.901,16.921000000000003,16.87733333333333,17.381666666666664,17.046,17.174,17.213,17.383,16.354,16.818,16.627,
2023-09-03 14:30:51.620115,15.18,19.18,23.18,17.175,17.151,17.198,17.302,17.513,16.838,16.901666666666667,16.901,16.942,16.87733333333333,17.40233333333333,17.046,17.153,17.213,17.383,16.333,16.818,16.627,
2023-09-03 14:31:51.686459,15.18,19.18,23.18,17.175,17.151,17.198,17.302,17.513,16.838,16.923,16.901,16.921000000000003,16.898,17.381666666666664,17.046,17.174,17.213,17.383,16.291,16.818,16.627,
2023-09-03 14:32:51.707463,15.18,19.18,23.18,17.175,17.151,17.198,17.302,17.513,16.838,16.880333333333336,16.901,16.942,16.898,17.361,17.046,17.153,17.213,17.383,16.291,16.818,16.627,
2023-09-03 14:33:51.771748,15.18,19.18,23.18,17.175,17.151,17.198,17.302,17.513,16.838,16.901666666666667,16.901,16.942,16.87733333333333,17.381666666666664,17.046,17.195,17.213,17.383,16.312,16.818,16.627,
2023-09-03 14:34:51.654527,15.18,19.18,23.18,17.175,17.151,17.198,17.280666666666665,17.513,16.838,16.880333333333333,16.901,16.921000000000003,16.87733333333333,17.381666666666664,17.046,17.153,17.192333333333334,17.383,16.354,16.818,16.627,
2023-09-03 14:35:51.680578,15.18,19.18,23.18,17.175,17.151,17.198,17.302,17.513,16.838,16.901666666666667,16.901,16.900000000000002,16.856666666666666,17.361,17.046,17.174,17.192333333333334,17.383,16.354,16.818,16.627,
2023-09-03 14:36:51.775841,15.18,19.18,23.18,17.175,17.151,17.198,17.302,17.492333333333335,16.838,16.859,16.901,16.900000000000002,16.856666666666666,17.361,17.046,17.153,17.213,17.383,16.311999999999998,16.818,16.627,
2023-09-03 14:37:51.718495,15.18,19.18,23.18,17.175,17.151,17.198,17.280666666666665,17.513,16.838,16.859,16.901,16.921000000000003,16.877333333333333,17.381666666666664,17.046,17.153,17.192333333333334,17.383,16.311999999999998,16.818,16.627,
2023-09-03 14:38:51.606394,15.18,19.18,23.18,17.175,17.151,17.198,17.280666666666665,17.513,16.838,16.880333333333333,16.901,16.921000000000003,16.877333333333333,17.361,17.046,17.153,17.171666666666667,17.362333333333336,16.291,16.818,16.627,
2023-09-03 14:39:51.681155,15.18,19.18,23.18,17.175,17.151,17.198,17.280666666666665,17.492333333333335,16.838,16.859,16.901,16.900000000000002,16.898,17.361,17.046,17.174,17.171666666666667,17.383,16.333,16.797,16.627,
2023-09-03 14:40:51.778447,15.18,19.18,23.18,17.175,17.151,17.198,17.280666666666665,17.513,16.838,16.880333333333333,16.901,16.900000000000002,16.856666666666666,17.361,17.046,17.153,17.192333333333334,17.383,16.291,16.797,16.627,
2023-09-03 14:41:51.717891,15.18,19.18,23.18,17.175,17.151,17.198,17.280666666666665,17.513,16.838,16.859,16.901,16.900000000000002,16.856666666666666,17.361,17.046,17.153,17.171666666666667,17.383,16.291,16.818,16.627,
2023-09-03 14:42:51.680827,15.18,19.18,23.18,17.175,17.151,17.198,17.302,17.513,16.838,16.859,16.901,16.900000000000002,16.856666666666666,17.361,17.046,17.153,17.192333333333334,17.383,16.311999999999998,16.818,16.627,
2023-09-03 14:43:51.808905,15.18,19.18,23.18,17.175,17.151,17.198,17.302,17.492333333333335,16.838,16.859,16.88,16.921000000000003,16.836,17.361,17.046,17.153,17.171666666666667,17.383,16.312,16.818,16.627,
2023-09-03 14:44:51.718075,15.18,19.18,23.18,17.175,17.151,17.198,17.302,17.492333333333335,16.838,16.880333333333336,16.901,16.879,16.836,17.361,17.046,17.153,17.192333333333334,17.362333333333336,16.354,16.797,16.627,
2023-09-03 14:45:51.712307,15.18,19.18,23.18,17.175,17.151,17.198,17.280666666666665,17.451,16.838,16.880333333333333,16.901,16.900000000000002,16.856666666666666,17.361,17.046,17.153,17.171666666666667,17.362333333333336,16.333,16.818,16.627,
2023-09-03 14:46:51.770986,15.18,19.18,23.18,17.175,17.108333333333334,17.198,17.280666666666665,17.471666666666668,16.838,16.880333333333333,16.901,16.900000000000002,16.856666666666666,17.361,17.046,17.153,17.171666666666667,17.383,16.291,16.797,16.627,
2023-09-03 14:47:51.771229,15.18,19.18,23.18,17.175,17.151,17.198,17.259333333333334,17.492333333333335,16.838,16.859,16.901,16.900000000000002,16.836,17.361,17.046,17.153,17.171666666666667,17.383,16.291,16.797,16.627,
2023-09-03 14:48:51.715996,15.18,19.18,23.18,17.175,17.151,17.198,17.280666666666665,17.471666666666668,16.838,16.859,16.901,16.900000000000002,16.836,17.361,17.046,17.153,17.213,17.362333333333336,16.291,16.776,16.627,
2023-09-03 14:49:51.644752,15.18,19.18,23.18,17.175,17.151,17.198,17.302,17.451,16.838,16.859,16.901,16.879,16.856666666666666,17.361,17.046,17.153,17.171666666666667,17.34166666666667,16.291,16.818,16.627,
2023-09-03 14:50:51.775798,15.36,19.36,23.36,17.175,17.129666666666665,17.198,17.302,17.492333333333335,16.838,16.859,16.901,16.879,16.856666666666666,17.361,17.046,17.153,17.171666666666667,17.362333333333336,16.291,16.797,16.627,
2023-09-03 14:51:51.843907,15.36,19.36,23.36,17.175,17.151,17.198,17.259333333333334,17.471666666666668,16.838,16.859,16.88,16.900000000000002,16.856666666666666,17.361,17.046,17.153,17.171666666666667,17.362333333333336,16.291,16.818,16.627,
2023-09-03 14:52:51.585076,15.36,19.36,23.36,17.175,17.151,17.198,17.280666666666665,17.513,16.838,16.859,16.88,16.921,16.856666666666666,17.361,17.046,17.153,17.192333333333334,17.362333333333336,16.354,16.818,16.627,
2023-09-03 14:53:51.648872,15.36,19.36,23.36,17.175,17.151,17.198,17.280666666666665,17.451,16.838,16.859,16.88,16.900000000000002,16.836,17.361,17.046,17.153,17.151,17.34166666666667,16.354,16.797,16.627,
2023-09-03 14:54:51.719092,15.36,19.36,23.36,17.175,17.108333333333334,17.198,17.238,17.451,16.838,16.859,16.901,16.900000000000002,16.836,17.361,17.046,17.153,17.171666666666667,17.321,16.311999999999998,16.797,16.627,
2023-09-03 14:55:51.648202,15.36,19.36,23.36,17.175,17.129666666666665,17.198,17.259333333333334,17.471666666666668,16.838,16.859,16.901,16.879,16.836,17.361,17.025,17.153,17.151,17.321,16.312,16.797,16.627,
2023-09-03 14:56:51.743571,15.36,19.36,23.36,17.15433333333333,17.129666666666665,17.198,17.302,17.451,16.838,16.859,16.901,16.879,16.836,17.361,17.046,17.153,17.151,17.362333333333336,16.291,16.818,16.627,
2023-09-03 14:57:51.811909,15.36,19.36,23.36,17.15433333333333,17.151,17.198,17.259333333333334,17.451,16.838,16.859,16.901,16.879,16.836,17.361,17.046,17.153,17.151,17.34166666666667,16.312,16.797,16.627,
2023-09-03 14:58:51.611131,15.36,19.36,23.36,17.175,17.087,17.198,17.280666666666665,17.451,16.838,16.859,16.901,16.900000000000002,16.836,17.361,17.046,17.153,17.151,17.321,16.354,16.797,16.627,
2023-09-03 14:59:51.616877,15.36,19.36,23.36,17.175,17.108333333333334,17.198,17.280666666666665,17.451,16.838,16.859,16.88,16.879,16.836,17.361,16.983,17.153,17.151,17.34166666666667,16.291,16.797,16.627,
2023-09-03 15:00:51.654577,15.36,19.36,23.36,17.175,17.108333333333334,17.198,17.238,17.451,16.838,16.859,16.88,16.879,16.836,17.361,17.046,17.153,17.151,17.34166666666667,16.291,16.797,16.627,
2023-09-03 15:01:51.686384,15.36,19.36,23.36,17.133666666666667,17.108333333333334,17.198,17.238,17.451,16.838,16.859,16.901,16.879,16.836,17.361,16.983,17.153,17.151,17.321,16.291,16.776,16.627,
2023-09-03 15:02:51.675817,15.36,19.36,23.36,17.15433333333333,17.087,17.176666666666666,17.259333333333334,17.451,16.838,16.859,16.88,16.879,16.836,17.361,17.004,17.153,17.151,17.321,16.311999999999998,16.755,16.627,
2023-09-03 15:03:51.744857,15.36,19.36,23.36,17.15433333333333,17.108333333333334,17.198,17.259333333333334,17.451,16.838,16.859,16.838,16.879,16.836,17.361,16.983,17.153,17.151,17.321,16.291,16.755,16.606333333333335,
2023-09-03 15:04:51.619645,15.36,19.36,23.36,17.175,17.087,17.198,17.238,17.451,16.838,16.859,16.88,16.879,16.836,17.361,17.046,17.153,17.151,17.321,16.291,16.755,16.627,
2023-09-03 15:05:51.610174,15.36,19.36,23.36,17.15433333333333,17.087,17.198,17.259333333333334,17.451,16.838,16.859,16.88,16.879,16.836,17.361,17.004,17.153,17.151,17.34166666666667,16.291,16.755,16.627,
2023-09-03 15:06:51.649412,15.36,19.36,23.36,17.175,17.108333333333334,17.198,17.238,17.451,16.838,16.859,16.838,16.879,16.836,17.361,17.004,17.153,17.151,17.321,16.291,16.776,16.627,
2023-09-03 15:07:51.622659,15.36,19.36,23.36,17.113,17.108333333333334,17.176666666666666,17.238,17.451,16.838,16.859,16.88,16.879,16.836,17.361,17.004,17.153,17.151,17.321,16.291,16.755,16.627,
2023-09-03 15:08:51.590153,15.36,19.36,23.36,17.133666666666667,17.087,17.198,17.238,17.451,16.838,16.859,16.88,16.879,16.836,17.361,17.004,17.153,17.151,17.321,16.291,16.755,16.606333333333335,
2023-09-03 15:09:51.710075,15.36,19.36,23.36,17.133666666666667,17.087,17.198,17.238,17.451,16.838,16.859,16.859,16.879,16.836,17.361,16.983,17.153,17.151,17.321,16.291,16.755,16.627,
2023-09-03 15:10:51.744636,15.36,19.36,23.36,17.133666666666667,17.087,17.198,17.238,17.451,16.838,16.859,16.859,16.879,16.836,17.31833333333333,17.004,17.153,17.151,17.321,16.291,16.755,16.627,
2023-09-03 15:11:51.623278,15.44,19.44,23.44,17.175,17.087,17.155333333333335,17.238,17.451,16.817,16.859,16.88,16.879,16.836,17.33966666666667,17.004,17.131999999999998,17.151,17.321,16.291,16.755,16.627,
2023-09-03 15:12:51.700114,15.44,19.44,23.44,17.133666666666667,17.087,17.155333333333335,17.238,17.451,16.838,16.859,16.859,16.879,16.836,17.361,16.983,17.153,17.151,17.321,16.291,16.755,16.58566666666667,
2023-09-03 15:13:51.647582,15.44,19.44,23.44,17.113,17.087,17.155333333333335,17.238,17.451,16.838,16.859,16.858999999999998,16.879,16.836,17.33966666666667,16.983,17.153,17.151,17.321,16.291,16.755,16.627,
2023-09-03 15:14:51.654154,15.44,19.44,23.44,17.133666666666667,17.087,17.134,17.238,17.451,16.838,16.859,16.858999999999998,16.879,16.836,17.33966666666667,17.004,17.111,17.151,17.321,16.291,16.755,16.606333333333335,
2023-09-03 15:15:51.679707,15.44,19.44,23.44,17.133666666666667,17.087,17.155333333333335,17.238,17.451,16.817,16.859,16.859,16.879,16.836,17.33966666666667,16.983,17.153,17.151,17.321,16.291,16.755,16.627,
2023-09-03 15:16:51.774180,15.44,19.44,23.44,17.133666666666667,17.087,17.155333333333335,17.259333333333334,17.451,16.817,16.859,16.838,16.879,16.836,17.361,16.983,17.131999999999998,17.151,17.321,16.291,16.755,16.565,
2023-09-03 15:17:51.783025,15.44,19.44,23.44,17.133666666666667,17.087,17.134,17.238,17.451,16.817,16.859,16.859,16.879,16.836,17.361,16.983,17.111,17.151,17.321,16.291,16.755,16.627,
2023-09-03 15:18:51.547897,15.44,19.44,23.44,17.15433333333333,17.087,17.134,17.238,17.451,16.817,16.859,16.88,16.879,16.836,17.297,16.983,17.111,17.151,17.321,16.291,16.776,16.627,
2023-09-03 15:19:51.739407,15.44,19.44,23.44,17.113,17.087,17.134,17.238,17.451,16.817,16.859,16.859,16.879,16.836,17.31833333333333,17.004,17.111,17.151,17.321,16.291,16.755,16.565,
2023-09-03 15:20:51.814954,15.44,19.44,23.44,17.113,17.087,17.134,17.238,17.451,16.817,16.859,16.859,16.879,16.836,17.297,16.983,17.111,17.151,17.321,16.291,16.755,16.606333333333335,
2023-09-03 15:21:51.590408,15.44,19.44,23.44,17.133666666666667,17.087,17.155333333333335,17.238,17.451,16.817,16.859,16.838,16.879,16.836,17.361,17.004,17.111,17.151,17.321,16.291,16.755,16.606333333333335,
