Timestamp,Temp set,Heater status,28-00000eb51050,28-00000eb3e681,28-00000eb4cb62,28-00000eb3cf7d,28-00000eb42add,28-00000ec23ab6,28-00000eb50e10,28-00000eb5045f,28-00000eb3fd89,
2024-03-09 09:50:50.823305,15.22,off,15.302,15.389,15.448,15.409,15.406,18.661,19.108,13.261,13.109,
2024-03-09 09:51:50.828355,15.22,off,15.449,15.473,15.49,15.494,15.532,18.681,19.192,13.176,12.983,
2024-03-09 09:52:50.678621,15.22,off,15.47,15.494,15.49,15.535,15.554,18.745,19.192,13.05,12.899,
2024-03-09 09:53:50.779343,15.22,off,15.47,15.431,15.49,15.535,15.554,18.745,19.235,12.966,12.795,
2024-03-09 09:54:50.708425,15.22,off,15.449,15.431,15.427,15.494,15.511,18.766,19.235,12.881,12.795,
2024-03-09 09:55:50.646050,15.22,off,15.407,15.431,15.427,15.451,15.49,18.745,19.235,12.966,12.879,
2024-03-09 09:56:50.740832,15.22,off,15.407,15.368,15.385,15.43,15.448,18.702,19.235,13.029,12.92,
2024-03-09 09:57:50.736293,15.22,off,15.344,15.347,15.343,15.368,15.406,18.681,19.192,13.071,12.983,
2024-03-09 09:58:50.831920,15.22,off,15.323,15.305,15.322,15.368,15.364,18.64,19.171,13.134,13.004,
2024-03-09 09:59:50.740173,15.22,off,15.302,15.242,15.28,15.325,15.343,18.619,19.171,13.155,13.067,
2024-03-09 10:00:50.612109,15.22,off,15.26,15.242,15.237,15.283,15.301,18.619,19.129,13.198,13.109,
2024-03-09 10:01:50.740451,15.22,off,15.217,15.2,15.237,15.262,15.28,18.577,19.108,13.26,13.151,
2024-03-09 10:02:50.770023,15.22,on,15.217,15.179,15.174,15.242,15.237,18.556,19.108,13.26,13.192,
2024-03-09 10:03:50.772465,15.22,on,15.155,15.179,15.195,15.242,15.237,18.556,19.108,13.324,13.192,
2024-03-09 10:04:50.767960,15.22,off,15.238,15.263,15.28,15.283,15.28,18.493,19.108,13.366,13.256,
2024-03-09 10:05:50.863758,15.22,off,15.386,15.389,15.427,15.43,15.448,18.493,19.171,13.387,13.276,
2024-03-09 10:06:50.707146,15.22,off,15.449,15.431,15.49,15.494,15.511,18.472,19.15,13.429,13.318,
2024-03-09 10:07:50.640906,15.22,off,15.47,15.473,15.49,15.514,15.532,18.43,19.171,13.45,13.36,
2024-03-09 10:08:50.774880,15.22,off,15.47,15.473,15.49,15.494,15.532,18.43,19.129,13.492,13.381,
2024-03-09 10:09:50.747637,15.22,off,15.47,15.431,15.469,15.494,15.511,18.43,19.108,13.513,13.423,
2024-03-09 10:10:50.775045,15.22,off,15.47,15.431,15.427,15.494,15.49,18.451,19.108,13.577,13.444,
2024-03-09 10:11:50.800293,15.22,off,15.428,15.431,15.427,15.451,15.49,18.472,19.108,13.577,13.486,
2024-03-09 10:12:50.776046,15.22,off,15.407,15.368,15.385,15.43,15.448,18.493,19.108,13.618,13.507,
2024-03-09 10:13:50.806877,15.22,off,15.344,15.368,15.364,15.388,15.427,18.493,19.108,13.639,13.528,
2024-03-09 10:14:50.823312,15.22,off,15.344,15.305,15.364,15.388,15.406,18.493,19.108,13.682,13.569,
2024-03-09 10:15:50.719334,15.22,off,15.323,15.284,15.322,15.368,15.364,18.493,19.087,13.703,13.569,
2024-03-09 10:16:50.647907,15.22,off,15.281,15.305,15.301,15.304,15.343,18.43,19.066,13.724,13.633,
2024-03-09 10:17:50.736132,15.22,off,15.26,15.242,15.28,15.304,15.322,18.43,19.045,13.765,13.653,
2024-03-09 10:18:50.804575,15.22,off,15.238,15.242,15.258,15.304,15.322,18.43,19.024,13.787,13.695,
2024-03-09 10:19:50.711002,15.22,off,15.238,15.221,15.237,15.283,15.28,18.388,18.982,13.808,13.695,
2024-03-09 10:20:50.671540,15.22,off,15.217,15.179,15.237,15.242,15.258,18.388,18.982,13.829,13.758,
2024-03-09 10:21:50.825994,15.22,on,15.196,15.158,15.174,15.242,15.237,18.367,18.982,13.871,13.758,
