Timestamp,Temp set,Heater status,28-00000eb51050,28-00000eb3e681,28-00000eb4cb62,28-00000eb3cf7d,28-00000eb42add,28-00000ec23ab6,28-00000eb50e10,28-00000eb5045f,28-00000eb3fd89,
2024-03-10 16:25:20.621767,15.67,off,15.66,15.62,15.68,15.682,15.68,18.556,19.003,13.703,13.633,
2024-03-10 16:26:20.712712,15.67,off,15.639,15.62,15.68,15.682,15.68,18.535,18.982,13.703,13.633,
2024-03-10 16:27:20.531577,15.67,off,15.66,15.62,15.68,15.682,15.722,18.535,18.982,13.765,13.674,
2024-03-10 16:28:20.560168,15.67,off,15.66,15.641,15.68,15.703,15.68,18.556,18.982,13.765,13.695,
2024-03-10 16:29:20.658817,15.67,off,15.66,15.62,15.68,15.682,15.68,18.556,18.982,13.765,13.716,
2024-03-10 16:30:20.691243,15.67,off,15.66,15.662,15.68,15.682,15.701,18.535,18.982,13.829,13.758,
2024-03-10 16:31:20.560367,15.66,off,15.66,15.641,15.659,15.682,15.701,18.493,18.982,13.85,13.779,
2024-03-10 16:32:20.663719,15.66,off,15.639,15.62,15.616,15.661,15.68,18.493,18.982,13.892,13.821,
2024-03-10 16:33:20.665453,15.66,off,15.596,15.62,15.616,15.661,15.68,18.493,18.982,13.892,13.821,
2024-03-10 16:34:20.719673,15.66,off,15.596,15.62,15.616,15.661,15.68,18.514,18.982,13.892,13.779,
2024-03-10 16:35:20.620322,15.66,off,15.617,15.62,15.68,15.682,15.68,18.556,18.982,13.808,13.674,
2024-03-10 16:36:20.619924,15.66,off,15.596,15.62,15.616,15.64,15.68,18.556,18.982,13.682,13.548,
2024-03-10 16:37:20.560257,15.66,off,15.596,15.62,15.68,15.682,15.68,18.598,19.024,13.577,13.444,
2024-03-10 16:38:20.611083,15.66,off,15.639,15.62,15.68,15.682,15.68,18.619,19.045,13.471,13.339,
2024-03-10 16:39:20.652047,15.66,off,15.596,15.62,15.68,15.661,15.68,18.681,19.045,13.345,13.213,
2024-03-10 16:40:20.688408,15.66,off,15.639,15.62,15.659,15.682,15.68,18.681,19.108,13.219,13.109,
2024-03-10 16:41:20.567658,15.66,off,15.617,15.62,15.68,15.682,15.68,18.724,19.108,13.134,12.983,
2024-03-10 16:42:20.747557,15.66,off,15.639,15.62,15.68,15.682,15.68,18.745,19.129,13.008,12.899,
