Timestamp,Temp set,Heater status,28-00000eb3cf7d,28-00000eb42add,28-00000eb5045f,28-00000eb3fd89,28-00000eb51050,28-00000eb3e681,28-00000eb4cb62,
2024-03-07 16:24:50.608633,15.23,on,15.217,15.179,15.237,20.973,20.991,8.925,8.858,
2024-03-07 16:25:50.516666,15.23,off,15.217,15.221,15.237,20.952,20.97,8.988,8.9,
2024-03-07 16:26:50.544470,15.23,off,15.217,15.242,15.28,20.91,20.949,9.03,8.942,
2024-03-07 16:27:50.602615,15.23,off,15.238,15.2,15.258,20.847,20.907,9.114,9.025,
2024-03-07 16:28:50.670727,15.23,on,15.155,15.158,15.195,20.742,20.738,9.177,9.109,
2024-03-07 16:29:50.704334,15.23,on,15.176,15.158,15.174,20.679,20.675,9.219,9.151,
2024-03-07 16:30:50.585491,15.24,on,15.196,15.2,15.237,20.658,20.675,9.262,9.193,
2024-03-07 16:31:50.672119,15.24,off,15.26,15.242,15.301,20.595,20.633,9.324,9.235,
2024-03-07 16:32:50.800226,15.24,off,15.281,15.242,15.301,20.595,20.633,9.409,9.297,
2024-03-07 16:33:50.546421,15.24,on,15.176,15.158,15.216,20.595,20.633,9.451,9.382,
2024-03-07 16:34:50.663702,15.24,on,15.133,15.116,15.174,20.574,20.612,9.514,9.465,
2024-03-07 16:35:50.702207,15.24,on,15.155,15.137,15.195,20.532,20.612,9.598,9.507,
2024-03-07 16:36:50.706372,15.24,on,15.176,15.2,15.237,20.553,20.548,9.662,9.57,
2024-03-07 16:37:50.546437,15.24,off,15.26,15.242,15.301,20.532,20.548,9.682,9.612,
2024-03-07 16:38:50.740018,15.24,off,15.281,15.221,15.301,20.532,20.548,9.788,9.654,
2024-03-07 16:39:50.672116,15.24,on,15.197,15.137,15.216,20.532,20.548,9.788,9.738,
2024-03-07 16:40:50.546808,15.24,on,15.112,15.116,15.174,20.469,20.527,9.893,9.8,
2024-03-07 16:41:50.700606,15.24,on,15.155,15.179,15.195,20.49,20.485,9.977,9.863,
2024-03-07 16:42:50.605618,15.24,on,15.217,15.179,15.237,20.469,20.485,9.977,9.926,
2024-03-07 16:43:50.546253,15.24,off,15.26,15.242,15.28,20.427,20.464,10.04,9.968,
2024-03-07 16:44:50.603791,15.24,off,15.26,15.242,15.301,20.343,20.422,10.103,10.01,
2024-03-07 16:45:50.761450,15.24,on,15.196,15.179,15.237,20.322,20.359,10.146,10.072,
2024-03-07 16:46:50.706506,15.24,on,15.155,15.137,15.174,20.301,20.295,10.229,10.135,
2024-03-07 16:47:50.498369,15.24,on,15.155,15.179,15.216,20.28,20.295,10.314,10.198,
2024-03-07 16:48:50.672244,15.24,on,15.217,15.2,15.28,20.217,20.253,10.335,10.24,
2024-03-07 16:49:50.640202,15.24,off,15.26,15.242,15.301,20.154,20.19,10.356,10.282,
2024-03-07 16:50:50.607974,15.26,off,15.281,15.242,15.301,20.091,20.148,10.44,10.324,
2024-03-07 16:51:50.645355,15.26,on,15.196,15.2,15.237,20.049,20.085,10.482,10.407,
2024-03-07 16:52:50.705090,15.26,on,15.155,15.158,15.174,20.028,20.042,10.566,10.47,
2024-03-07 16:53:50.610297,15.26,on,15.196,15.179,15.237,19.986,20.042,10.608,10.554,
2024-03-07 16:54:50.514751,15.26,on,15.217,15.242,15.258,19.923,19.98,10.672,10.554,
2024-03-07 16:55:50.740039,15.26,off,15.281,15.263,15.301,19.881,19.937,10.714,10.617,
2024-03-07 16:56:50.611308,15.26,off,15.26,15.284,15.301,19.839,19.874,10.756,10.638,
2024-03-07 16:57:50.580361,15.26,on,15.217,15.2,15.28,19.776,19.789,10.798,10.701,
2024-03-07 16:58:50.669322,15.26,on,15.196,15.179,15.195,19.776,19.789,10.861,10.784,
2024-03-07 16:59:50.738956,15.26,on,15.217,15.2,15.237,19.713,19.768,10.924,10.805,
2024-03-07 17:00:50.644496,15.26,on,15.238,15.242,15.28,19.671,19.727,10.924,10.868,
2024-03-07 17:01:50.709694,15.26,off,15.281,15.284,15.301,19.629,19.663,10.987,10.91,
2024-03-07 17:02:50.823886,15.26,off,15.281,15.284,15.322,19.566,19.621,11.03,10.931,
2024-03-07 17:03:50.608213,15.26,on,15.238,15.221,15.28,19.545,19.558,11.093,11.015,
2024-03-07 17:04:50.637373,15.26,on,15.196,15.179,15.237,19.524,19.536,11.135,11.056,
2024-03-07 17:05:50.664301,15.26,on,15.217,15.221,15.237,19.482,19.536,11.177,11.056,
2024-03-07 17:06:50.736007,15.26,off,15.26,15.242,15.301,19.461,19.495,11.135,10.994,
2024-03-07 17:07:50.595718,15.26,off,15.281,15.242,15.301,19.398,19.453,11.051,10.91,
2024-03-07 17:08:50.577729,15.26,on,15.217,15.179,15.237,19.335,19.41,10.987,10.847,
2024-03-07 17:09:50.734491,15.26,on,15.155,15.179,15.174,19.335,19.347,10.924,10.784,
2024-03-07 17:10:50.546578,15.26,on,15.217,15.179,15.237,19.335,19.347,10.861,10.722,
2024-03-07 17:11:50.674612,15.26,on,15.217,15.221,15.237,19.272,19.347,10.777,10.659,
2024-03-07 17:12:50.773383,15.26,off,15.281,15.242,15.301,19.209,19.284,10.714,10.575,
2024-03-07 17:13:50.642516,15.26,off,15.281,15.242,15.301,19.209,19.221,10.651,10.492,
2024-03-07 17:14:50.572478,15.26,on,15.196,15.179,15.258,19.147,19.157,10.566,10.428,
2024-03-07 17:15:50.663498,15.26,on,15.155,15.158,15.174,19.147,19.157,10.524,10.387,
