Timestamp,Temp set,Heater status,28-00000eb4cb62,28-00000eb3e681,28-00000eb51050,28-00000eb3cf7d,28-00000eb5045f,
2024-03-13 10:46:29.314721,15.63,stable,15.659,15.62,15.617,16.06,13.765,
2024-03-13 10:46:44.588854,15.63,off,15.68,15.62,15.617,16.06,13.765,
2024-03-13 10:46:59.877632,15.63,off,15.68,15.62,15.617,16.06,13.765,
2024-03-13 10:47:15.146070,15.63,off,15.68,15.62,15.639,16.06,13.787,
2024-03-13 10:47:44.417820,15.63,on,15.616,15.62,15.596,16.039,13.765,
2024-03-13 10:47:59.748557,15.63,on,15.638,15.62,15.596,16.06,13.808,
2024-03-13 10:48:15.127863,15.63,stable,15.68,15.62,15.596,16.06,13.787,
2024-03-13 10:48:44.364554,15.63,on,15.616,15.599,15.596,16.06,13.829,
2024-03-13 10:48:59.692865,15.63,on,15.638,15.62,15.596,16.06,13.829,
2024-03-13 10:49:15.010850,15.63,on,15.616,15.62,15.596,16.06,13.829,
2024-03-13 10:49:44.365406,15.63,on,15.638,15.62,15.596,16.06,13.829,
2024-03-13 10:49:59.692978,15.63,stable,15.68,15.62,15.596,16.06,13.829,
2024-03-13 10:50:14.959489,15.62,stable,15.659,15.62,15.596,16.06,13.85,
2024-03-13 10:50:30.278564,15.62,on,15.638,15.62,15.596,16.06,13.871,
2024-03-13 10:50:59.340774,15.62,off,15.659,15.62,15.617,16.06,13.892,
2024-03-13 10:51:14.604771,15.62,off,15.659,15.62,15.617,16.06,13.892,
2024-03-13 10:51:29.964509,15.62,off,15.68,15.62,15.596,16.06,13.892,
2024-03-13 10:51:45.253147,15.62,on,15.616,15.62,15.617,16.06,13.892,
2024-03-13 10:52:14.406481,15.62,on,15.616,15.599,15.596,16.06,13.892,
2024-03-13 10:52:29.734625,15.62,on,15.616,15.62,15.596,16.081,13.892,
2024-03-13 10:52:45.100491,15.62,on,15.616,15.62,15.596,16.081,13.892,
2024-03-13 10:53:14.381081,15.62,on,15.616,15.578,15.596,16.06,13.892,
2024-03-13 10:53:29.701067,15.62,on,15.638,15.62,15.596,16.06,13.871,
2024-03-13 10:53:44.972249,15.62,on,15.638,15.599,15.596,16.06,13.829,
2024-03-13 10:54:00.296643,15.62,on,15.659,15.599,15.596,16.06,13.808,
2024-03-13 10:54:29.361367,15.62,on,15.638,15.62,15.596,16.06,13.745,
2024-03-13 10:54:44.678585,15.62,stable,15.659,15.62,15.596,16.06,13.724,
2024-03-13 10:54:59.948643,15.62,off,15.68,15.62,15.596,16.06,13.703,
2024-03-13 10:55:15.239883,15.62,stable,15.659,15.599,15.617,16.06,13.66,
