Timestamp,Temp set,Heater status,28-00000eb4cb62,28-00000eb3e681,28-00000eb51050,28-00000eb3cf7d,28-00000eb5045f,
2024-03-13 17:22:29.346811,15.07,stable,15.111,15.053,15.07,16.27,13.829,
2024-03-13 17:22:44.671050,15.07,off,15.111,15.053,15.091,16.249,13.829,
2024-03-13 17:22:59.980549,15.07,off,15.111,15.053,15.091,16.249,13.829,
2024-03-13 17:23:15.265277,15.07,off,15.111,15.053,15.091,16.249,13.871,
2024-03-13 17:23:44.363882,15.07,off,15.111,15.053,15.07,16.27,13.892,
2024-03-13 17:23:59.690146,15.07,stable,15.111,15.053,15.049,16.27,13.892,
2024-03-13 17:24:14.981502,15.07,stable,15.111,15.053,15.049,16.291,13.892,
2024-03-13 17:24:30.338962,15.07,stable,15.09,15.053,15.028,16.27,13.892,
2024-03-13 17:24:59.425187,15.07,stable,15.09,15.053,15.049,16.249,13.892,
2024-03-13 17:25:14.764436,15.07,off,15.111,15.053,15.07,16.291,13.892,
2024-03-13 17:25:30.054023,15.07,stable,15.111,15.053,15.049,16.291,13.892,
2024-03-13 17:25:59.372242,15.07,stable,15.111,15.053,15.028,16.249,13.892,
2024-03-13 17:26:14.701270,15.07,off,15.111,15.053,15.07,16.27,13.871,
2024-03-13 17:26:29.996551,15.07,stable,15.09,15.053,15.049,16.249,13.85,
2024-03-13 17:26:59.468223,15.07,stable,15.09,15.053,15.049,16.249,13.787,
2024-03-13 17:27:14.786396,15.07,stable,15.111,15.053,15.049,16.27,13.765,
2024-03-13 17:27:30.092198,15.07,stable,15.111,15.053,15.049,16.27,13.724,
2024-03-13 17:27:59.373211,15.07,stable,15.09,15.053,15.049,16.249,13.639,
2024-03-13 17:28:14.634015,15.07,stable,15.09,15.053,15.07,16.27,13.639,
2024-03-13 17:28:29.920606,15.07,stable,15.111,15.053,15.049,16.291,13.597,
2024-03-13 17:28:45.325609,15.07,off,15.111,15.053,15.091,16.249,13.577,
2024-03-13 17:29:14.380425,15.07,off,15.111,15.053,15.07,16.249,13.513,
2024-03-13 17:29:29.670645,15.07,off,15.111,15.053,15.07,16.27,13.513,
2024-03-13 17:29:44.966947,15.07,stable,15.111,15.053,15.049,16.27,13.471,
2024-03-13 17:30:00.236385,15.07,on,15.048,15.011,15.049,16.27,13.45,
2024-03-13 17:30:29.388728,15.02,off,15.069,15.053,15.028,16.249,13.387,
2024-03-13 17:30:44.711975,15.02,off,15.048,15.053,15.049,16.249,13.387,
2024-03-13 17:31:00.044104,15.02,off,15.09,15.053,15.028,16.249,13.387,
2024-03-13 17:31:29.446303,15.02,off,15.048,15.032,15.028,16.249,13.408,
2024-03-13 17:31:44.774308,15.02,off,15.069,15.032,15.028,16.27,13.45,
2024-03-13 17:32:00.137273,15.02,off,15.048,15.032,15.028,16.291,13.45,
2024-03-13 17:32:29.374320,15.02,off,15.048,14.99,15.028,16.27,13.471,
2024-03-13 17:32:44.652454,15.02,off,15.048,14.99,15.028,16.27,13.513,
2024-03-13 17:32:59.942113,15.02,stable,15.048,14.99,15.007,16.291,13.513,
2024-03-13 17:33:15.253997,15.02,stable,15.048,14.99,14.986,16.312,13.513,
2024-03-13 17:33:44.449603,15.02,on,15.048,14.99,14.965,16.249,13.513,
2024-03-13 17:33:59.813180,15.02,stable,15.048,14.99,15.007,16.27,13.513,
2024-03-13 17:34:15.110336,15.02,on,15.048,14.99,14.965,16.249,13.513,
2024-03-13 17:34:44.353224,15.02,stable,15.027,14.99,15.007,16.27,13.534,
2024-03-13 17:34:59.713204,15.02,stable,15.048,14.99,14.986,16.291,13.577,
2024-03-13 17:35:15.014612,15.02,stable,15.048,14.99,14.986,16.312,13.577,
2024-03-13 17:35:44.362304,15.02,stable,15.048,14.99,15.007,16.27,13.577,
2024-03-13 17:35:59.681779,15.02,stable,15.048,14.99,15.007,16.27,13.577,
2024-03-13 17:36:15.017931,15.02,on,15.048,14.99,14.965,16.249,13.577,
2024-03-13 17:36:44.390646,15.02,stable,15.048,14.99,15.007,16.249,13.597,
2024-03-13 17:36:59.660994,15.02,stable,15.048,14.99,15.028,16.27,13.597,
2024-03-13 17:37:14.944081,15.02,stable,15.048,14.99,15.007,16.291,13.618,
2024-03-13 17:37:30.220109,15.02,off,15.048,15.011,15.028,16.291,13.639,
2024-03-13 17:37:59.372149,15.02,stable,15.048,14.99,14.986,16.27,13.639,
2024-03-13 17:38:14.657464,15.02,stable,15.027,15.011,15.007,16.291,13.639,
