Timestamp,Temp set,Heater status,28-00000eb51050,28-00000eb3e681,28-00000eb4cb62,28-00000eb3cf7d,28-00000eb42add,28-00000ec23ab6,28-00000eb50e10,28-00000eb5045f,28-00000eb3fd89,
2024-03-09 12:10:20.754584,15.24,off,15.47,15.494,15.554,15.556,15.554,18.745,19.466,13.387,13.276,
2024-03-09 12:11:20.595266,15.24,off,15.534,15.515,15.554,15.577,15.596,18.745,19.423,13.387,13.297,
2024-03-09 12:12:20.722851,15.24,off,15.534,15.494,15.554,15.556,15.554,18.681,19.423,13.45,13.318,
2024-03-09 12:13:20.625119,15.24,off,15.512,15.494,15.511,15.556,15.554,18.681,19.423,13.492,13.381,
2024-03-09 12:14:20.716507,15.24,off,15.47,15.473,15.49,15.556,15.554,18.681,19.402,13.513,13.402,
2024-03-09 12:15:20.587885,15.24,off,15.47,15.452,15.448,15.494,15.532,18.681,19.361,13.534,13.444,
2024-03-09 12:16:20.618310,15.24,off,15.407,15.431,15.427,15.494,15.49,18.661,19.339,13.577,13.486,
2024-03-09 12:17:20.621040,15.24,off,15.407,15.389,15.427,15.451,15.469,18.619,19.297,13.618,13.507,
2024-03-09 12:18:20.593234,15.24,off,15.386,15.368,15.385,15.43,15.427,18.619,19.297,13.639,13.548,
2024-03-09 12:19:20.560007,15.24,off,15.344,15.347,15.364,15.368,15.427,18.619,19.297,13.682,13.569,
2024-03-09 12:20:20.715984,15.24,off,15.323,15.305,15.364,15.368,15.385,18.619,19.297,13.703,13.633,
2024-03-09 12:21:20.618551,15.24,off,15.302,15.284,15.301,15.346,15.364,18.64,19.297,13.745,13.633,
2024-03-09 12:22:20.573684,15.24,off,15.281,15.263,15.301,15.304,15.364,18.619,19.297,13.787,13.695,
2024-03-09 12:23:20.743883,15.24,off,15.281,15.242,15.28,15.304,15.301,18.619,19.297,13.765,13.695,
2024-03-09 12:24:20.754262,15.24,off,15.217,15.242,15.237,15.304,15.301,18.64,19.255,13.829,13.716,
2024-03-09 12:25:20.658182,15.24,off,15.238,15.221,15.237,15.262,15.301,18.619,19.255,13.871,13.758,
2024-03-09 12:26:20.656780,15.24,on,15.217,15.179,15.216,15.242,15.237,18.619,19.235,13.892,13.779,
2024-03-09 12:27:20.587234,15.24,on,15.196,15.179,15.237,15.242,15.237,18.619,19.235,13.913,13.821,
2024-03-09 12:28:20.595785,15.24,off,15.238,15.263,15.322,15.325,15.322,18.64,19.255,13.934,13.821,
2024-03-09 12:29:20.558739,15.24,off,15.386,15.41,15.448,15.451,15.448,18.661,19.318,13.871,13.716,
2024-03-09 12:30:20.842030,15.24,off,15.47,15.494,15.532,15.535,15.554,18.724,19.361,13.745,13.611,
2024-03-09 12:31:20.689520,15.24,off,15.512,15.494,15.511,15.556,15.554,18.807,19.382,13.66,13.486,
2024-03-09 12:32:20.546900,15.24,off,15.491,15.494,15.49,15.556,15.554,18.871,19.423,13.534,13.36,
2024-03-09 12:33:20.720196,15.24,off,15.512,15.494,15.49,15.535,15.554,18.933,19.487,13.429,13.276,
2024-03-09 12:34:20.658103,15.24,off,15.449,15.431,15.49,15.494,15.532,18.975,19.487,13.303,13.172,
2024-03-09 12:35:20.561976,15.24,off,15.428,15.431,15.427,15.494,15.49,18.996,19.487,13.219,13.046,
2024-03-09 12:36:20.656234,15.24,off,15.428,15.389,15.385,15.43,15.469,19.059,19.528,13.113,12.962,
2024-03-09 12:37:20.684192,15.24,off,15.386,15.368,15.364,15.43,15.427,19.059,19.508,13.05,12.858,
2024-03-09 12:38:20.655981,15.24,off,15.344,15.305,15.322,15.368,15.385,19.059,19.549,12.945,12.815,
2024-03-09 12:39:20.716605,15.24,off,15.302,15.263,15.301,15.325,15.364,19.038,19.528,12.924,12.836,
2024-03-09 12:40:20.657668,15.24,off,15.281,15.242,15.28,15.304,15.322,18.996,19.487,12.987,12.92,
2024-03-09 12:41:20.529481,15.24,off,15.217,15.221,15.237,15.283,15.301,18.933,19.444,13.071,13.004,
2024-03-09 12:42:20.497157,15.24,on,15.196,15.179,15.174,15.242,15.237,18.891,19.423,13.134,13.025,
2024-03-09 12:43:20.553826,15.24,on,15.176,15.179,15.216,15.242,15.237,18.871,19.382,13.155,13.067,
2024-03-09 12:44:20.720057,15.24,off,15.238,15.263,15.3,15.304,15.322,18.807,19.402,13.198,13.13,
2024-03-09 12:45:20.594746,15.24,off,15.386,15.41,15.427,15.451,15.427,18.807,19.423,13.26,13.13,
2024-03-09 12:46:20.496398,15.24,off,15.449,15.431,15.49,15.494,15.511,18.766,19.487,13.282,13.192,
2024-03-09 12:47:20.683276,15.24,off,15.491,15.473,15.49,15.514,15.554,18.766,19.487,13.324,13.235,
