Timestamp,Temp set,Heater status,28-00000eb4cb62,28-00000eb3e681,28-00000eb51050,28-00000eb3cf7d,28-00000eb5045f,
2024-03-18 22:46:44.352313,19.088888888888892,off,19.094,19.084,19.09,19.713,17.491,
2024-03-18 22:46:59.683350,19.088888888888892,off,19.094,19.084,19.09,19.713,17.491,
2024-03-18 22:47:14.924138,19.088888888888892,off,19.115,19.084,19.09,19.713,17.554,
2024-03-18 22:47:30.219250,19.088888888888892,on,19.094,19.084,19.07,19.734,17.554,
2024-03-18 22:47:59.397475,19.077777777777783,off,19.094,19.084,19.09,19.713,17.554,
2024-03-18 22:48:14.636830,19.077777777777783,off,19.094,19.084,19.07,19.734,17.554,
2024-03-18 22:48:29.927808,19.077777777777783,off,19.094,19.084,19.07,19.713,17.554,
2024-03-18 22:48:45.220376,19.077777777777783,on,19.094,19.021,19.07,19.734,17.554,
2024-03-18 22:49:14.336388,19.077777777777783,on,19.073,19.042,19.07,19.713,17.554,
2024-03-18 22:49:29.577896,19.077777777777783,on,19.094,19.042,19.07,19.713,17.554,
2024-03-18 22:49:44.897901,19.077777777777783,on,19.094,19.021,19.07,19.734,17.554,
2024-03-18 22:50:00.202381,19.077777777777783,on,19.073,19.063,19.07,19.713,17.554,
2024-03-18 22:50:29.381933,19.077777777777783,on,19.094,19.042,19.048,19.713,17.575,
2024-03-18 22:50:44.681859,19.077777777777783,on,19.094,19.063,19.07,19.734,17.554,
2024-03-18 22:51:00.001267,19.077777777777783,on,19.073,19.042,19.07,19.713,17.554,
2024-03-18 22:51:29.316060,19.077777777777783,on,19.094,19.021,19.07,19.713,17.575,
2024-03-18 22:51:44.620259,19.077777777777783,on,19.094,19.063,19.07,19.713,17.575,
2024-03-18 22:51:59.910194,19.077777777777783,on,19.094,19.063,19.07,19.671,17.575,
2024-03-18 22:52:15.232247,19.077777777777783,on,19.094,19.042,19.07,19.65,17.575,
2024-03-18 22:52:44.320970,19.066666666666666,on,19.073,19.042,19.07,19.629,17.597,
2024-03-18 22:52:59.561746,19.066666666666666,off,19.094,19.063,19.07,19.629,17.597,
2024-03-18 22:53:14.853549,19.066666666666666,stable,19.094,19.042,19.07,19.608,17.618,
2024-03-18 22:53:30.156055,19.066666666666666,off,19.094,19.063,19.07,19.587,17.618,
2024-03-18 22:53:59.429606,19.066666666666666,on,19.094,19.021,19.07,19.545,17.618,
2024-03-18 22:54:14.699393,19.066666666666666,on,19.094,19.042,19.048,19.524,17.618,
2024-03-18 22:54:29.989399,19.066666666666666,on,19.073,19.021,19.07,19.566,17.618,
2024-03-18 22:54:45.291266,19.066666666666666,on,19.073,19.021,19.048,19.566,17.618,
2024-03-18 22:55:14.315296,19.066666666666666,on,19.052,19.021,19.048,19.545,17.618,
2024-03-18 22:55:29.604137,19.066666666666666,stable,19.094,19.042,19.07,19.524,17.618,
2024-03-18 22:55:44.946936,19.066666666666666,on,19.052,19.021,19.048,19.524,17.618,
2024-03-18 22:56:00.224256,19.066666666666666,on,19.073,19.021,19.07,19.524,17.618,
2024-03-18 22:56:29.353848,19.066666666666666,on,19.073,19.021,19.07,19.482,17.618,
2024-03-18 22:56:44.645852,19.066666666666666,on,19.094,19.021,19.07,19.461,17.618,
2024-03-18 22:56:59.884251,19.066666666666666,stable,19.094,19.042,19.07,19.482,17.618,
2024-03-18 22:57:15.173962,19.066666666666666,on,19.094,19.021,19.07,19.461,17.618,
2024-03-18 22:57:44.267998,19.055555555555557,stable,19.094,19.021,19.07,19.461,17.618,
2024-03-18 22:57:59.585169,19.055555555555557,stable,19.094,19.021,19.07,19.461,17.68,
2024-03-18 22:58:14.857985,19.055555555555557,on,19.073,19.021,19.048,19.461,17.639,
2024-03-18 22:58:30.148351,19.055555555555557,off,19.094,19.042,19.07,19.461,17.639,
2024-03-18 22:58:59.330971,19.055555555555557,on,19.073,19.021,19.07,19.524,17.68,
2024-03-18 22:59:14.624160,19.055555555555557,on,19.073,19.042,19.027,19.545,17.66,
2024-03-18 22:59:29.867795,19.055555555555557,on,19.073,19.021,19.07,19.587,17.68,
2024-03-18 22:59:45.184492,19.055555555555557,on,19.073,19.021,19.07,19.608,17.68,
2024-03-18 23:00:14.274965,19.055555555555557,on,19.031,19.021,19.07,19.629,17.68,
2024-03-18 23:00:29.579258,19.055555555555557,on,19.031,19.021,19.07,19.65,17.68,
2024-03-18 23:00:44.870073,19.055555555555557,stable,19.073,19.042,19.07,19.65,17.68,
2024-03-18 23:01:00.137815,19.055555555555557,on,19.052,19.021,19.07,19.65,17.68,
2024-03-18 23:01:29.381878,19.055555555555557,on,19.052,19.021,19.07,19.608,17.68,
2024-03-18 23:01:44.668080,19.055555555555557,stable,19.073,19.042,19.07,19.608,17.68,
2024-03-18 23:02:00.029612,19.055555555555557,on,19.073,19.042,19.048,19.608,17.68,
2024-03-18 23:02:29.348447,19.055555555555557,on,19.052,19.021,19.07,19.587,17.68,
2024-03-18 23:02:44.716225,19.044444444444444,stable,19.073,19.042,19.048,19.587,17.68,
2024-03-18 23:03:00.032361,19.044444444444444,stable,19.073,19.021,19.07,19.587,17.702,
2024-03-18 23:03:29.440749,19.044444444444444,on,19.031,19.021,19.048,19.587,17.68,
2024-03-18 23:03:44.684299,19.044444444444444,off,19.094,19.021,19.07,19.545,17.702,
2024-03-18 23:03:59.948196,19.044444444444444,off,19.094,19.021,19.07,19.587,17.68,
2024-03-18 23:04:15.237587,19.044444444444444,off,19.094,19.042,19.07,19.587,17.723,
2024-03-18 23:04:44.320489,19.044444444444444,on,19.031,19.021,19.07,19.545,17.723,
2024-03-18 23:04:59.584593,19.044444444444444,on,19.031,19.021,19.048,19.545,17.723,
2024-03-18 23:05:14.889826,19.044444444444444,on,19.031,19.021,19.048,19.545,17.723,
2024-03-18 23:05:30.141364,19.044444444444444,on,19.052,19.021,19.027,19.566,17.744,
2024-03-18 23:05:59.333869,19.044444444444444,on,19.031,19.021,19.048,19.524,17.702,
2024-03-18 23:06:14.636146,19.044444444444444,on,19.031,19.021,19.027,19.524,17.744,
2024-03-18 23:06:29.954800,19.044444444444444,on,19.031,19.021,19.027,19.524,17.744,
2024-03-18 23:06:45.265654,19.044444444444444,on,19.031,19.021,19.006,19.524,17.744,
2024-03-18 23:07:14.372161,19.044444444444444,on,19.031,19.021,19.006,19.524,17.744,
2024-03-18 23:07:29.676130,19.044444444444444,on,19.031,19.021,19.07,19.524,17.744,
2024-03-18 23:07:44.964046,19.03333333333333,on,19.031,19.021,19.027,19.503,17.723,
2024-03-18 23:08:00.204118,19.03333333333333,on,19.031,19.021,19.027,19.461,17.744,
2024-03-18 23:08:29.376971,19.03333333333333,on,19.031,19.021,19.027,19.44,17.744,
2024-03-18 23:08:44.620419,19.03333333333333,stable,19.052,19.021,19.048,19.44,17.744,
2024-03-18 23:08:59.937734,19.03333333333333,on,19.031,19.021,19.048,19.419,17.744,
2024-03-18 23:09:15.180491,19.03333333333333,on,19.031,19.021,19.048,19.398,17.744,
2024-03-18 23:09:44.300017,19.03333333333333,on,19.031,19.021,19.027,19.419,17.744,
2024-03-18 23:09:59.587694,19.03333333333333,on,19.031,19.021,19.006,19.461,17.744,
2024-03-18 23:10:14.904256,19.03333333333333,on,19.031,19.021,19.048,19.461,17.744,
2024-03-18 23:10:30.153826,19.03333333333333,stable,19.031,19.021,19.07,19.461,17.744,
2024-03-18 23:10:59.404071,19.03333333333333,on,19.052,19.021,19.006,19.482,17.744,
2024-03-18 23:11:14.689572,19.03333333333333,on,19.052,19.021,19.027,19.482,17.765,
2024-03-18 23:11:29.956983,19.03333333333333,stable,19.031,19.021,19.07,19.524,17.744,
2024-03-18 23:11:45.221810,19.03333333333333,on,19.031,19.021,19.027,19.566,17.765,
2024-03-18 23:12:14.316414,19.03333333333333,on,19.031,19.021,19.027,19.608,17.744,
2024-03-18 23:12:29.637676,19.03333333333333,stable,19.052,19.021,19.048,19.629,17.765,
2024-03-18 23:12:44.940022,19.022222222222226,off,19.073,19.021,19.048,19.65,17.807,
2024-03-18 23:13:00.228023,19.022222222222226,off,19.052,19.021,19.07,19.65,17.786,
2024-03-18 23:13:29.317945,19.022222222222226,stable,19.031,19.021,19.027,19.65,17.786,
2024-03-18 23:13:44.643883,19.022222222222226,stable,19.031,19.021,19.027,19.65,17.807,
2024-03-18 23:13:59.884740,19.022222222222226,stable,19.031,19.021,19.048,19.65,17.807,
2024-03-18 23:14:15.237737,19.022222222222226,on,19.031,19.021,19.006,19.65,17.807,
2024-03-18 23:14:44.326060,19.022222222222226,stable,19.031,19.021,19.027,19.671,17.807,
2024-03-18 23:14:59.628145,19.022222222222226,on,19.031,19.021,19.006,19.671,17.807,
2024-03-18 23:15:14.918010,19.022222222222226,stable,19.031,19.021,19.027,19.692,17.807,
2024-03-18 23:15:30.217866,19.022222222222226,stable,19.031,19.0,19.048,19.692,17.807,
2024-03-18 23:15:59.333831,19.022222222222226,on,19.031,19.021,19.006,19.671,17.807,
2024-03-18 23:16:14.761773,19.022222222222226,on,19.031,19.021,19.006,19.65,17.807,
2024-03-18 23:16:30.085625,19.022222222222226,on,19.031,19.021,19.006,19.671,17.807,
2024-03-18 23:16:59.297074,19.022222222222226,on,19.031,19.021,19.006,19.671,17.807,
2024-03-18 23:17:14.599355,19.022222222222226,on,19.031,19.021,19.006,19.671,17.807,
2024-03-18 23:17:29.836169,19.022222222222226,on,19.031,19.021,19.006,19.671,17.807,
2024-03-18 23:17:45.187710,19.011111111111113,off,19.031,19.021,19.048,19.671,17.807,
2024-03-18 23:18:14.304430,19.011111111111113,stable,19.031,19.021,19.006,19.608,17.807,
2024-03-18 23:18:29.610377,19.011111111111113,stable,19.031,19.021,19.006,19.587,17.828,
2024-03-18 23:18:44.933768,19.011111111111113,off,19.031,19.021,19.027,19.587,17.828,
2024-03-18 23:19:00.268238,19.011111111111113,stable,19.031,19.021,19.006,19.587,17.87,
