Timestamp,Temp set,Heater status,28-00000eb4cb62,28-00000eb3e681,28-00000eb51050,28-00000eb3cf7d,28-00000eb5045f,
2024-03-17 07:41:44.350974,18.0,on,18.019,17.95,17.996,18.306,17.47,
2024-03-17 07:41:59.595949,18.0,on,18.019,17.971,17.996,18.306,17.491,
2024-03-17 07:42:14.881377,18.0,on,18.019,17.971,17.996,18.327,17.491,
2024-03-17 07:42:30.122531,18.0,on,18.019,17.95,17.996,18.37,17.491,
2024-03-17 07:42:59.338522,18.0,on,18.019,17.95,17.996,18.412,17.491,
2024-03-17 07:43:14.670217,18.0,on,18.019,17.95,17.996,18.432,17.491,
2024-03-17 07:43:30.014259,18.0,on,18.019,17.971,17.996,18.432,17.491,
2024-03-17 07:43:59.274320,18.0,on,18.019,17.971,17.996,18.474,17.512,
2024-03-17 07:44:14.626192,18.0,on,18.019,17.971,17.996,18.517,17.533,
2024-03-17 07:44:29.930214,18.0,on,18.019,17.95,17.996,18.517,17.554,
2024-03-17 07:44:45.219417,18.0,stable,18.019,17.992,17.996,18.558,17.554,
2024-03-17 07:45:14.286477,18.0,on,18.019,17.971,17.996,18.579,17.554,
2024-03-17 07:45:29.548969,18.0,stable,18.019,17.992,17.996,18.579,17.554,
2024-03-17 07:45:44.838868,18.0,on,18.019,17.971,17.996,18.6,17.554,
2024-03-17 07:46:00.119048,18.0,on,18.019,17.971,17.996,18.579,17.554,
2024-03-17 07:46:29.304927,18.0,on,18.019,17.95,17.996,18.643,17.554,
2024-03-17 07:46:44.554275,18.0,stable,18.019,17.992,17.996,18.643,17.554,
