Timestamp,Temp set,Heater status,28-00000eb4cb62,28-00000eb3e681,28-00000eb51050,28-00000eb3cf7d,28-00000eb5045f,
2024-03-13 09:24:15.357225,15.58,off,15.616,15.557,15.554,15.808,13.492,
2024-03-13 09:24:44.366898,15.58,on,15.596,15.557,15.554,15.787,13.492,
2024-03-13 09:24:59.681416,15.58,off,15.616,15.557,15.554,15.787,13.513,
2024-03-13 09:25:14.954154,15.58,off,15.616,15.557,15.575,15.808,13.513,
2024-03-13 09:25:30.265230,15.58,off,15.616,15.557,15.575,15.808,13.513,
2024-03-13 09:25:59.402288,15.58,on,15.616,15.557,15.534,15.808,13.513,
2024-03-13 09:26:14.718638,15.58,off,15.596,15.557,15.575,15.808,13.555,
2024-03-13 09:26:30.026077,15.58,off,15.616,15.557,15.554,15.808,13.555,
2024-03-13 09:26:59.532421,15.58,off,15.575,15.578,15.575,15.808,13.577,
2024-03-13 09:27:14.853798,15.58,off,15.616,15.557,15.596,15.808,13.577,
2024-03-13 09:27:30.124974,15.58,off,15.616,15.557,15.596,15.808,13.577,
2024-03-13 09:27:59.334497,15.58,off,15.616,15.557,15.596,15.808,13.577,
2024-03-13 09:28:14.604600,15.58,off,15.616,15.557,15.596,15.808,13.577,
2024-03-13 09:28:29.922029,15.58,off,15.616,15.557,15.596,15.808,13.618,
2024-03-13 09:28:45.292590,15.58,off,15.616,15.557,15.596,15.808,13.618,
2024-03-13 09:29:14.369634,15.58,off,15.616,15.557,15.575,15.808,13.639,
2024-03-13 09:29:29.644358,15.58,off,15.616,15.557,15.554,15.808,13.639,
2024-03-13 09:29:44.998818,15.58,off,15.616,15.557,15.554,15.808,13.639,
2024-03-13 09:30:14.374540,15.58,on,15.575,15.557,15.534,15.808,13.639,
2024-03-13 09:30:29.676594,15.59,on,15.616,15.536,15.575,15.808,13.639,
2024-03-13 09:30:44.998090,15.59,on,15.616,15.557,15.554,15.808,13.639,
2024-03-13 09:31:14.337875,15.59,on,15.575,15.557,15.534,15.808,13.66,
2024-03-13 09:31:29.668884,15.59,on,15.596,15.557,15.554,15.808,13.682,
2024-03-13 09:31:44.973859,15.59,on,15.596,15.557,15.534,15.808,13.703,
2024-03-13 09:32:00.293713,15.59,on,15.596,15.557,15.575,15.808,13.703,
2024-03-13 09:32:29.316879,15.59,on,15.616,15.557,15.534,15.808,13.703,
2024-03-13 09:32:44.614112,15.59,on,15.616,15.557,15.554,15.829,13.703,
2024-03-13 09:32:59.884460,15.59,on,15.616,15.557,15.534,15.808,13.703,
2024-03-13 09:33:15.235154,15.59,on,15.616,15.557,15.575,15.808,13.724,
2024-03-13 09:33:44.358753,15.59,on,15.596,15.557,15.534,15.808,13.703,
2024-03-13 09:33:59.628451,15.59,on,15.616,15.557,15.575,15.808,13.745,
2024-03-13 09:34:14.913421,15.59,on,15.616,15.557,15.575,15.85,13.745,
2024-03-13 09:34:30.185913,15.59,on,15.616,15.557,15.596,15.829,13.765,
2024-03-13 09:34:59.303335,15.59,on,15.616,15.557,15.596,15.829,13.765,
2024-03-13 09:35:14.666730,15.59,on,15.616,15.557,15.575,15.85,13.765,
2024-03-13 09:35:30.013078,15.59,on,15.616,15.557,15.596,15.871,13.765,
2024-03-13 09:35:59.328982,15.59,on,15.616,15.557,15.596,15.85,13.765,
2024-03-13 09:36:14.683741,15.59,on,15.616,15.557,15.575,15.85,13.765,
2024-03-13 09:36:29.996285,15.59,on,15.616,15.557,15.575,15.871,13.787,
2024-03-13 09:36:59.372499,15.59,on,15.616,15.557,15.575,15.808,13.808,
2024-03-13 09:37:14.636377,15.59,off,15.616,15.578,15.596,15.808,13.808,
2024-03-13 09:37:29.958365,15.59,on,15.616,15.557,15.575,15.808,13.829,
2024-03-13 09:37:45.253755,15.59,on,15.616,15.578,15.575,15.829,13.829,
2024-03-13 09:38:14.371890,15.59,on,15.616,15.557,15.596,15.808,13.829,
2024-03-13 09:38:29.728951,15.59,on,15.616,15.557,15.596,15.808,13.829,
2024-03-13 09:38:45.002113,15.59,on,15.616,15.557,15.575,15.808,13.829,
2024-03-13 09:39:14.378671,15.59,on,15.616,15.557,15.596,15.808,13.829,
2024-03-13 09:39:29.707652,15.59,off,15.616,15.578,15.596,15.808,13.892,
2024-03-13 09:39:45.065195,15.59,on,15.616,15.557,15.596,15.808,13.892,
2024-03-13 09:40:14.431846,15.59,on,15.616,15.557,15.596,15.808,13.871,
2024-03-13 09:40:29.709372,15.59,on,15.616,15.557,15.575,15.808,13.892,
2024-03-13 09:40:44.972273,15.59,off,15.616,15.599,15.596,15.808,13.892,
2024-03-13 09:41:00.253188,15.59,off,15.616,15.578,15.596,15.808,13.892,
2024-03-13 09:41:29.387276,15.59,on,15.616,15.557,15.596,15.808,13.892,
2024-03-13 09:41:44.686344,15.59,on,15.616,15.557,15.596,15.808,13.934,
2024-03-13 09:42:00.034246,15.59,off,15.616,15.578,15.596,15.808,13.892,
2024-03-13 09:42:29.340233,15.59,on,15.616,15.557,15.596,15.808,13.892,
2024-03-13 09:42:44.652372,15.59,off,15.616,15.578,15.596,15.808,13.892,
2024-03-13 09:42:59.916555,15.59,off,15.616,15.62,15.596,15.808,13.871,
2024-03-13 09:43:15.213370,15.59,off,15.616,15.62,15.596,15.808,13.829,
