Timestamp,Temp set,Heater status,28-00000eb51050,28-00000eb3e681,28-00000eb4cb62,28-00000eb3cf7d,28-00000eb42add,28-00000ec23ab6,28-00000eb50e10,28-00000eb5045f,28-00000eb3fd89,
2024-03-09 11:07:50.701065,15.23,off,15.407,15.368,15.427,15.43,15.427,18.577,19.235,13.892,13.737,
2024-03-09 11:08:50.642058,15.23,off,15.386,15.368,15.427,15.43,15.427,18.64,19.235,13.808,13.653,
2024-03-09 11:09:50.575865,15.23,off,15.365,15.347,15.364,15.43,15.427,18.681,19.235,13.724,13.528,
2024-03-09 11:10:50.668147,15.23,off,15.344,15.305,15.364,15.368,15.406,18.745,19.255,13.577,13.402,
2024-03-09 11:11:50.695459,15.23,off,15.344,15.305,15.301,15.368,15.364,18.766,19.235,13.45,13.297,
2024-03-09 11:12:50.575808,15.23,off,15.302,15.284,15.301,15.346,15.364,18.807,19.297,13.366,13.213,
2024-03-09 11:13:50.576189,15.23,off,15.238,15.242,15.237,15.304,15.301,18.849,19.297,13.239,13.109,
2024-03-09 11:14:50.700435,15.23,off,15.217,15.242,15.237,15.262,15.301,18.891,19.339,13.176,13.025,
2024-03-09 11:15:50.671665,15.23,on,15.217,15.179,15.195,15.242,15.237,18.933,19.361,13.071,12.92,
2024-03-09 11:16:50.684247,15.23,on,15.176,15.179,15.195,15.242,15.237,18.996,19.423,12.966,12.836,
2024-03-09 11:17:50.601287,15.23,off,15.238,15.263,15.322,15.304,15.301,18.996,19.466,12.861,12.711,
2024-03-09 11:18:50.646012,15.23,off,15.365,15.389,15.427,15.43,15.448,19.059,19.487,12.819,12.69,
2024-03-09 11:19:50.641655,15.23,off,15.449,15.431,15.469,15.494,15.49,18.996,19.549,12.84,12.774,
2024-03-09 11:20:50.603257,15.23,off,15.47,15.452,15.469,15.514,15.49,18.975,19.549,12.945,12.836,
2024-03-09 11:21:50.659822,15.23,off,15.47,15.431,15.427,15.494,15.49,18.912,19.487,12.966,12.879,
2024-03-09 11:22:50.671751,15.23,off,15.428,15.41,15.427,15.472,15.49,18.828,19.423,13.008,12.941,
2024-03-09 11:23:50.673760,15.23,off,15.386,15.368,15.406,15.43,15.49,18.807,19.382,13.071,13.004,
2024-03-09 11:24:50.673791,15.23,off,15.365,15.368,15.364,15.43,15.427,18.745,19.361,13.134,13.025,
2024-03-09 11:25:50.673879,15.23,off,15.344,15.326,15.364,15.368,15.385,18.745,19.318,13.176,13.067,
2024-03-09 11:26:50.636445,15.23,off,15.344,15.305,15.301,15.368,15.364,18.681,19.297,13.219,13.13,
2024-03-09 11:27:50.705420,15.23,off,15.281,15.242,15.28,15.304,15.322,18.724,19.297,13.26,13.172,
2024-03-09 11:28:50.639585,15.23,off,15.238,15.242,15.237,15.304,15.301,18.724,19.297,13.282,13.192,
2024-03-09 11:29:50.641971,15.23,off,15.217,15.2,15.216,15.242,15.301,18.724,19.297,13.324,13.235,
2024-03-09 11:30:50.736572,15.23,on,15.196,15.179,15.216,15.242,15.237,18.745,19.297,13.387,13.276,
2024-03-09 11:31:50.609548,15.23,on,15.176,15.179,15.216,15.242,15.237,18.681,19.297,13.429,13.318,
2024-03-09 11:32:50.642601,15.23,off,15.238,15.242,15.322,15.304,15.28,18.681,19.297,13.45,13.339,
2024-03-09 11:33:50.725912,15.23,off,15.365,15.389,15.427,15.43,15.406,18.681,19.297,13.513,13.381,
2024-03-09 11:34:50.692916,15.23,off,15.47,15.473,15.49,15.494,15.49,18.681,19.297,13.513,13.423,
2024-03-09 11:35:50.575848,15.23,off,15.47,15.473,15.49,15.535,15.532,18.619,19.318,13.534,13.444,
2024-03-09 11:36:50.603727,15.23,off,15.47,15.473,15.49,15.514,15.532,18.619,19.297,13.577,13.465,
2024-03-09 11:37:50.513913,15.23,off,15.47,15.431,15.469,15.494,15.511,18.619,19.297,13.618,13.507,
2024-03-09 11:38:50.661890,15.23,off,15.449,15.431,15.427,15.494,15.49,18.619,19.276,13.639,13.548,
2024-03-09 11:39:50.595514,15.23,off,15.428,15.431,15.427,15.451,15.49,18.619,19.235,13.682,13.569,
2024-03-09 11:40:50.666982,15.23,off,15.407,15.41,15.427,15.43,15.448,18.619,19.255,13.703,13.633,
2024-03-09 11:41:50.694863,15.23,off,15.407,15.368,15.385,15.409,15.427,18.619,19.235,13.745,13.633,
2024-03-09 11:42:50.586524,15.23,off,15.344,15.347,15.364,15.409,15.406,18.619,19.276,13.765,13.674,
2024-03-09 11:43:50.669329,15.23,off,15.344,15.305,15.364,15.368,15.385,18.619,19.255,13.829,13.695,
2024-03-09 11:44:50.706187,15.23,off,15.302,15.305,15.301,15.368,15.364,18.619,19.235,13.829,13.737,
2024-03-09 11:45:50.609570,15.23,off,15.281,15.284,15.301,15.346,15.343,18.619,19.235,13.829,13.758,
2024-03-09 11:46:50.560105,15.23,off,15.281,15.242,15.301,15.304,15.301,18.619,19.235,13.892,13.779,
2024-03-09 11:47:50.704122,15.23,off,15.281,15.242,15.258,15.304,15.301,18.556,19.192,13.892,13.821,
2024-03-09 11:48:50.609800,15.23,off,15.217,15.242,15.237,15.262,15.301,18.556,19.213,13.934,13.821,
2024-03-09 11:49:50.664419,15.23,off,15.217,15.179,15.216,15.242,15.28,18.619,19.213,13.913,13.737,
2024-03-09 11:50:50.608099,15.24,on,15.217,15.179,15.237,15.242,15.237,18.661,19.235,13.745,13.611,
2024-03-09 11:51:50.601841,15.24,on,15.217,15.2,15.237,15.242,15.237,18.724,19.255,13.618,13.486,
2024-03-09 11:52:50.609664,15.24,off,15.238,15.284,15.343,15.325,15.322,18.807,19.297,13.513,13.36,
2024-03-09 11:53:50.641978,15.24,off,15.407,15.41,15.469,15.472,15.469,18.871,19.361,13.408,13.256,
2024-03-09 11:54:50.641449,15.24,off,15.491,15.473,15.49,15.556,15.554,18.933,19.402,13.303,13.172,
2024-03-09 11:55:50.642549,15.24,off,15.491,15.494,15.49,15.556,15.554,18.975,19.444,13.219,13.046,
2024-03-09 11:56:50.735241,15.24,off,15.491,15.494,15.49,15.556,15.554,18.996,19.487,13.113,12.983,
2024-03-09 11:57:50.666348,15.24,off,15.47,15.473,15.469,15.514,15.554,19.038,19.549,13.029,12.858,
2024-03-09 11:58:50.609661,15.24,off,15.428,15.431,15.448,15.494,15.511,19.059,19.549,12.945,12.774,
2024-03-09 11:59:50.603269,15.24,off,15.407,15.431,15.427,15.43,15.469,19.059,19.549,12.861,12.774,
2024-03-09 12:00:50.545549,15.24,off,15.365,15.347,15.364,15.43,15.427,19.059,19.549,12.924,12.858,
2024-03-09 12:01:50.769414,15.24,off,15.344,15.305,15.343,15.368,15.364,18.996,19.487,13.008,12.92,
2024-03-09 12:02:50.674200,15.24,off,15.302,15.305,15.301,15.368,15.364,18.933,19.444,13.071,12.962,
2024-03-09 12:03:50.601401,15.24,off,15.281,15.242,15.258,15.304,15.343,18.891,19.423,13.113,13.025,
2024-03-09 12:04:50.565387,15.24,off,15.26,15.221,15.237,15.283,15.301,18.807,19.361,13.176,13.067,
2024-03-09 12:05:50.546308,15.24,on,15.217,15.2,15.237,15.242,15.237,18.766,19.361,13.198,13.13,
2024-03-09 12:06:50.581168,15.24,on,15.196,15.179,15.237,15.242,15.237,18.745,19.318,13.26,13.151,
2024-03-09 12:07:50.868297,15.24,off,15.26,15.263,15.343,15.346,15.322,18.745,19.297,13.26,13.192,
