Timestamp,Temp set,Heater status,28-00000eb3cf7d,28-00000eb42add,28-00000eb5045f,28-00000eb3fd89,28-00000eb51050,28-00000eb3e681,28-00000eb4cb62,
2024-03-07 15:10:50.670661,15.16,off,15.217,15.179,15.237,25.381,25.417,11.113,11.015,
2024-03-07 15:11:50.609978,15.18,on,15.155,15.137,15.216,25.34,25.417,11.113,10.994,
2024-03-07 15:12:50.566589,15.18,on,15.133,15.137,15.195,25.298,25.311,11.072,10.952,
2024-03-07 15:13:50.736146,15.18,off,15.196,15.2,15.258,25.255,25.291,11.008,10.868,
2024-03-07 15:14:50.608366,15.18,off,15.26,15.263,15.301,25.255,25.291,10.945,10.805,
2024-03-07 15:15:50.605868,15.18,off,15.217,15.179,15.237,25.214,25.269,10.882,10.743,
2024-03-07 15:16:50.636846,15.18,on,15.133,15.116,15.195,25.15,25.206,10.84,10.722,
2024-03-07 15:17:50.544126,15.18,on,15.112,15.095,15.153,25.108,25.122,10.798,10.679,
2024-03-07 15:18:50.698194,15.18,off,15.176,15.179,15.195,25.067,25.1,10.735,10.617,
2024-03-07 15:19:50.640659,15.18,off,15.238,15.221,15.237,25.067,25.1,10.714,10.554,
2024-03-07 15:20:50.706290,15.18,off,15.176,15.158,15.216,25.025,25.038,10.651,10.554,
2024-03-07 15:21:50.610513,15.18,on,15.112,15.074,15.132,25.003,25.016,10.608,10.492,
2024-03-07 15:22:50.666969,15.18,on,15.091,15.074,15.111,24.899,24.932,10.608,10.47,
2024-03-07 15:23:50.706443,15.18,on,15.155,15.137,15.174,24.877,24.911,10.546,10.428,
2024-03-07 15:24:50.482472,15.18,off,15.238,15.221,15.258,24.877,24.869,10.482,10.345,
2024-03-07 15:25:50.578271,15.18,off,15.26,15.242,15.301,24.815,24.847,10.44,10.303,
2024-03-07 15:26:50.746658,15.18,off,15.217,15.179,15.237,24.815,24.847,10.377,10.24,
2024-03-07 15:27:50.613946,15.18,on,15.112,15.095,15.132,24.751,24.785,10.356,10.24,
2024-03-07 15:28:50.568411,15.18,on,15.091,15.074,15.111,24.689,24.721,10.314,10.219,
2024-03-07 15:29:50.706130,15.18,on,15.133,15.137,15.174,24.625,24.679,10.272,10.177,
2024-03-07 15:30:50.672555,15.18,off,15.217,15.242,15.258,24.625,24.658,10.229,10.115,
2024-03-07 15:31:50.640215,15.2,off,15.281,15.242,15.301,24.563,24.616,10.167,10.051,
2024-03-07 15:32:50.701117,15.2,off,15.196,15.179,15.258,24.499,24.574,10.146,10.01,
2024-03-07 15:33:50.608780,15.2,on,15.112,15.095,15.174,24.479,24.489,10.103,9.989,
2024-03-07 15:34:50.642194,15.2,on,15.091,15.074,15.111,24.395,24.405,10.103,9.989,
2024-03-07 15:35:50.602510,15.2,on,15.133,15.158,15.174,24.353,24.405,10.04,9.926,
2024-03-07 15:36:50.667850,15.2,off,15.217,15.221,15.28,24.248,24.342,9.998,9.884,
2024-03-07 15:37:50.674214,15.2,off,15.26,15.242,15.301,24.164,24.236,9.956,9.821,
2024-03-07 15:38:50.559647,15.2,off,15.176,15.2,15.237,24.122,24.153,9.914,9.8,
2024-03-07 15:39:50.673965,15.2,on,15.091,15.116,15.153,24.059,24.089,9.893,9.8,
2024-03-07 15:40:50.675140,15.2,on,15.07,15.074,15.111,23.996,24.026,9.851,9.758,
2024-03-07 15:41:50.610670,15.2,on,15.112,15.116,15.153,23.954,23.984,9.851,9.738,
2024-03-07 15:42:50.766422,15.2,off,15.196,15.2,15.237,23.849,23.941,9.788,9.674,
2024-03-07 15:43:50.737598,15.2,off,15.238,15.221,15.301,23.765,23.836,9.745,9.612,
2024-03-07 15:44:50.577842,15.2,on,15.154,15.137,15.195,23.681,23.731,9.724,9.612,
2024-03-07 15:45:50.636842,15.2,on,15.112,15.116,15.174,23.639,23.668,9.703,9.612,
2024-03-07 15:46:50.636828,15.2,on,15.176,15.179,15.195,23.576,23.625,9.662,9.549,
2024-03-07 15:47:50.642182,15.2,off,15.26,15.242,15.301,23.471,23.541,9.598,9.486,
2024-03-07 15:48:50.674114,15.2,off,15.281,15.284,15.301,23.387,23.436,9.577,9.444,
2024-03-07 15:49:50.663741,15.2,off,15.196,15.2,15.258,23.324,23.373,9.535,9.423,
2024-03-07 15:50:50.686510,15.2,on,15.091,15.095,15.174,23.282,23.309,9.535,9.423,
