Timestamp,Temp set,Heater status,28-00000eb51050,28-00000eb3e681,28-00000eb4cb62,28-00000eb3cf7d,28-00000eb42add,28-00000ec23ab6,28-00000eb50e10,28-00000eb5045f,28-00000eb3fd89,
2024-03-10 13:36:20.713285,15.67,off,15.933,15.935,15.996,15.997,15.996,18.619,19.108,13.303,13.192,
2024-03-10 13:37:20.625283,15.67,off,15.912,15.914,15.954,15.997,15.996,18.619,19.108,13.324,13.235,
2024-03-10 13:38:20.621501,15.67,off,15.912,15.871,15.869,15.955,15.975,18.619,19.108,13.324,13.256,
2024-03-10 13:39:20.528291,15.67,off,15.849,15.83,15.869,15.871,15.933,18.619,19.108,13.387,13.297,
2024-03-10 13:40:20.616711,15.67,off,15.849,15.809,15.807,15.871,15.869,18.619,19.108,13.387,13.318,
2024-03-10 13:41:20.659413,15.67,off,15.786,15.746,15.764,15.829,15.848,18.619,19.108,13.408,13.339,
2024-03-10 13:42:20.559742,15.67,off,15.765,15.746,15.743,15.808,15.807,18.619,19.108,13.45,13.381,
2024-03-10 13:43:20.623845,15.67,off,15.702,15.683,15.722,15.746,15.764,18.619,19.108,13.513,13.402,
2024-03-10 13:44:20.678240,15.67,off,15.681,15.683,15.68,15.703,15.743,18.619,19.108,13.513,13.444,
2024-03-10 13:45:20.656906,15.67,on,15.639,15.62,15.616,15.682,15.722,18.598,19.108,13.577,13.507,
2024-03-10 13:46:20.564704,15.67,on,15.596,15.62,15.638,15.682,15.68,18.577,19.108,13.597,13.507,
2024-03-10 13:47:20.747745,15.67,off,15.66,15.662,15.701,15.724,15.701,18.556,19.066,13.639,13.569,
2024-03-10 13:48:20.752235,15.67,off,15.744,15.746,15.743,15.808,15.785,18.598,19.108,13.639,13.569,
2024-03-10 13:49:20.688448,15.67,off,15.744,15.746,15.785,15.808,15.807,18.619,19.108,13.703,13.633,
2024-03-10 13:50:20.568856,15.67,off,15.765,15.746,15.743,15.808,15.807,18.619,19.15,13.724,13.633,
2024-03-10 13:51:20.719583,15.67,off,15.744,15.725,15.743,15.766,15.807,18.619,19.129,13.765,13.695,
2024-03-10 13:52:20.593520,15.67,off,15.722,15.704,15.701,15.766,15.764,18.64,19.15,13.787,13.695,
