Timestamp,Temp set,Heater status,28-00000eb4cb62,28-00000eb3e681,28-00000eb51050,28-00000eb3cf7d,28-00000eb5045f,
2024-03-13 14:12:59.373336,15.43,on,15.427,15.41,15.407,16.123,13.808,
2024-03-13 14:13:14.686631,15.43,on,15.427,15.431,15.407,16.123,13.829,
2024-03-13 14:13:30.034536,15.43,on,15.427,15.431,15.407,16.123,13.829,
2024-03-13 14:13:59.338178,15.43,on,15.448,15.431,15.407,16.123,13.829,
2024-03-13 14:14:14.602130,15.43,on,15.427,15.431,15.407,16.123,13.829,
2024-03-13 14:14:29.919218,15.43,on,15.427,15.431,15.428,16.123,13.829,
2024-03-13 14:14:45.258203,15.43,off,15.49,15.431,15.449,16.123,13.85,
2024-03-13 14:15:14.433709,15.43,off,15.469,15.431,15.428,16.123,13.871,
2024-03-13 14:15:29.706178,15.43,on,15.427,15.41,15.428,16.123,13.892,
2024-03-13 14:15:45.021990,15.43,on,15.448,15.41,15.407,16.123,13.892,
2024-03-13 14:16:14.338997,15.43,off,15.469,15.431,15.407,16.123,13.892,
2024-03-13 14:16:29.612632,15.43,on,15.427,15.431,15.407,16.123,13.892,
2024-03-13 14:16:44.903091,15.43,on,15.448,15.41,15.407,16.102,13.892,
2024-03-13 14:17:00.172580,15.43,on,15.427,15.431,15.428,16.123,13.829,
2024-03-13 14:17:29.441758,15.43,on,15.427,15.41,15.407,16.123,13.787,
2024-03-13 14:17:44.752545,15.43,on,15.448,15.431,15.407,16.123,13.765,
2024-03-13 14:18:00.135188,15.43,on,15.448,15.41,15.407,16.123,13.745,
2024-03-13 14:18:29.350676,15.43,on,15.427,15.41,15.407,16.081,13.703,
2024-03-13 14:18:44.643886,15.43,off,15.469,15.431,15.428,16.123,13.639,
2024-03-13 14:18:59.916671,15.43,off,15.469,15.431,15.449,16.102,13.639,
2024-03-13 14:19:15.302696,15.43,on,15.427,15.41,15.407,16.06,13.597,
2024-03-13 14:19:44.325473,15.43,on,15.427,15.431,15.407,16.06,13.534,
2024-03-13 14:19:59.596710,15.43,on,15.448,15.431,15.407,16.081,13.513,
2024-03-13 14:20:14.944554,15.43,on,15.448,15.431,15.407,16.102,13.45,
2024-03-13 14:20:30.285783,15.43,on,15.427,15.431,15.407,16.102,13.45,
2024-03-13 14:20:59.304928,15.43,stable,15.448,15.431,15.428,16.06,13.387,
2024-03-13 14:21:14.668413,15.43,off,15.469,15.431,15.428,16.06,13.366,
2024-03-13 14:21:29.957351,15.43,off,15.469,15.431,15.407,16.081,13.324,
2024-03-13 14:21:45.230847,15.43,on,15.448,15.431,15.407,16.06,13.366,
2024-03-13 14:22:14.442561,15.43,on,15.448,15.431,15.407,16.06,13.387,
2024-03-13 14:22:29.738161,15.43,on,15.448,15.431,15.407,16.06,13.387,
2024-03-13 14:22:45.091599,15.43,on,15.427,15.431,15.407,16.081,13.408,
2024-03-13 14:23:14.337714,15.43,on,15.469,15.41,15.407,16.06,13.408,
2024-03-13 14:23:29.644547,15.43,off,15.49,15.431,15.407,16.06,13.45,
2024-03-13 14:23:44.965555,15.43,off,15.469,15.431,15.407,16.06,13.45,
2024-03-13 14:24:00.308803,15.43,off,15.469,15.431,15.428,16.06,13.471,
2024-03-13 14:24:29.414700,15.43,on,15.427,15.389,15.407,16.06,13.492,
2024-03-13 14:24:44.684488,15.43,on,15.427,15.41,15.407,16.06,13.513,
2024-03-13 14:24:59.973417,15.43,on,15.427,15.389,15.407,16.06,13.513,
2024-03-13 14:25:15.243990,15.43,on,15.427,15.389,15.407,16.06,13.513,
2024-03-13 14:25:44.428615,15.43,on,15.427,15.389,15.407,16.06,13.513,
2024-03-13 14:25:59.698872,15.43,on,15.427,15.389,15.407,16.06,13.513,
2024-03-13 14:26:15.080480,15.43,on,15.427,15.389,15.407,16.06,13.513,
2024-03-13 14:26:44.391146,15.43,on,15.427,15.41,15.407,16.06,13.513,
2024-03-13 14:26:59.692515,15.43,on,15.427,15.41,15.407,16.06,13.534,
2024-03-13 14:27:15.045635,15.43,stable,15.469,15.431,15.407,16.06,13.577,
2024-03-13 14:27:44.454523,15.43,on,15.448,15.389,15.407,16.06,13.577,
2024-03-13 14:27:59.750768,15.43,on,15.448,15.431,15.407,16.06,13.577,
2024-03-13 14:28:15.020283,15.43,on,15.448,15.431,15.407,16.06,13.577,
2024-03-13 14:28:44.430461,15.43,on,15.427,15.431,15.407,16.06,13.577,
2024-03-13 14:28:59.692582,15.43,on,15.427,15.431,15.407,16.06,13.597,
2024-03-13 14:29:14.986342,15.43,on,15.448,15.431,15.407,16.06,13.639,
2024-03-13 14:29:30.273104,15.43,off,15.49,15.431,15.428,16.06,13.639,
