Timestamp,Temp set,Heater status,28-00000eb51050,28-00000eb3e681,28-00000eb4cb62,28-00000eb3cf7d,28-00000eb42add,28-00000ec23ab6,28-00000eb50e10,28-00000eb5045f,28-00000eb3fd89,
2024-03-08 23:20:20.625336,15.06,off,15.176,15.179,15.216,15.242,15.237,17.864,18.478,13.219,13.13,
2024-03-08 23:21:20.679391,15.06,off,15.155,15.179,15.174,15.22,15.237,17.864,18.414,13.26,13.151,
2024-03-08 23:22:20.743553,15.06,off,15.155,15.116,15.153,15.178,15.216,17.822,18.414,13.282,13.192,
2024-03-08 23:23:20.655387,15.06,off,15.112,15.116,15.111,15.178,15.174,17.822,18.373,13.324,13.235,
2024-03-08 23:24:20.622844,15.06,off,15.091,15.116,15.111,15.116,15.132,17.801,18.352,13.345,13.256,
2024-03-08 23:25:20.651545,15.06,off,15.07,15.053,15.048,15.116,15.111,17.822,18.352,13.387,13.318,
2024-03-08 23:26:20.655292,15.06,off,15.028,15.032,15.048,15.095,15.111,17.822,18.352,13.45,13.318,
2024-03-08 23:27:20.593010,15.06,off,15.028,14.99,15.027,15.052,15.069,17.801,18.352,13.45,13.36,
2024-03-08 23:28:20.651158,15.06,off,14.986,14.99,14.984,15.052,15.048,17.822,18.352,13.513,13.381,
2024-03-08 23:29:20.752760,15.06,off,14.986,14.948,14.984,15.011,15.048,17.864,18.352,13.513,13.444,
2024-03-08 23:30:20.688886,15.06,off,14.944,14.927,14.963,14.99,15.005,17.843,18.309,13.555,13.444,
2024-03-08 23:31:20.622962,15.07,on,14.965,14.906,14.942,14.969,14.984,17.822,18.309,13.577,13.486,
2024-03-08 23:32:20.622409,15.07,on,14.902,14.927,14.942,14.99,14.984,17.801,18.288,13.618,13.507,
2024-03-08 23:33:20.687412,15.07,off,14.965,15.032,15.048,15.053,15.027,17.822,18.33,13.639,13.528,
2024-03-08 23:34:20.536858,15.07,off,15.133,15.137,15.195,15.199,15.174,17.801,18.414,13.639,13.569,
2024-03-08 23:35:20.650790,15.07,off,15.196,15.2,15.237,15.283,15.258,17.801,18.414,13.703,13.569,
2024-03-08 23:36:20.749229,15.07,off,15.217,15.242,15.237,15.304,15.301,17.801,18.414,13.703,13.611,
2024-03-08 23:37:20.591201,15.07,off,15.238,15.242,15.258,15.304,15.301,17.801,18.435,13.745,13.633,
2024-03-08 23:38:20.487077,15.07,off,15.217,15.242,15.237,15.304,15.301,17.822,18.414,13.765,13.653,
2024-03-08 23:39:20.613198,15.07,off,15.217,15.242,15.237,15.242,15.301,17.822,18.414,13.765,13.695,
2024-03-08 23:40:20.624805,15.07,off,15.196,15.179,15.216,15.242,15.237,17.822,18.414,13.829,13.695,
2024-03-08 23:41:20.578608,15.07,off,15.196,15.158,15.216,15.242,15.237,17.801,18.393,13.829,13.737,
2024-03-08 23:42:20.713416,15.07,off,15.155,15.179,15.174,15.199,15.237,17.801,18.352,13.892,13.758,
2024-03-08 23:43:20.688642,15.07,off,15.155,15.137,15.174,15.178,15.195,17.801,18.352,13.892,13.758,
2024-03-08 23:44:20.591826,15.07,off,15.155,15.116,15.174,15.178,15.174,17.78,18.352,13.892,13.8,
2024-03-08 23:45:20.549423,15.07,off,15.112,15.116,15.111,15.137,15.174,17.78,18.309,13.955,13.821,
2024-03-08 23:46:20.682544,15.07,off,15.091,15.116,15.111,15.116,15.174,17.78,18.352,13.955,13.842,
2024-03-08 23:47:20.655086,15.07,off,15.091,15.074,15.111,15.116,15.153,17.801,18.352,13.955,13.8,
2024-03-08 23:48:20.609666,15.07,off,15.07,15.053,15.111,15.116,15.111,17.822,18.352,13.85,13.674,
2024-03-08 23:49:20.721747,15.07,off,15.028,15.053,15.048,15.095,15.111,17.864,18.352,13.745,13.57,
2024-03-08 23:50:20.657292,15.07,off,15.028,15.032,15.048,15.073,15.09,17.927,18.393,13.618,13.423,
2024-03-08 23:51:20.592647,15.08,off,14.986,14.99,15.027,15.052,15.048,17.948,18.414,13.492,13.318,
2024-03-08 23:52:20.586563,15.08,off,14.965,14.948,14.984,15.031,15.048,17.99,18.478,13.408,13.213,
2024-03-08 23:53:20.617230,15.08,on,14.965,14.948,14.984,14.99,15.005,18.032,18.478,13.282,13.109,
2024-03-08 23:54:20.592926,15.08,on,14.944,14.927,14.984,14.99,14.984,18.052,18.519,13.134,12.983,
2024-03-08 23:55:20.552258,15.08,off,14.986,15.011,15.069,15.073,15.069,18.052,18.54,13.029,12.858,
2024-03-08 23:56:20.810692,15.08,off,15.133,15.158,15.174,15.22,15.216,18.052,18.604,12.924,12.774,
2024-03-08 23:57:20.624690,15.08,off,15.217,15.221,15.237,15.304,15.28,18.095,18.666,12.881,12.815,
2024-03-08 23:58:20.530665,15.08,off,15.238,15.242,15.237,15.283,15.301,18.052,18.666,12.966,12.879,
2024-03-08 23:59:20.653882,15.08,off,15.217,15.2,15.237,15.283,15.301,18.011,18.604,13.029,12.941,
2024-03-09 00:00:20.622276,15.08,off,15.217,15.179,15.237,15.242,15.237,17.99,18.604,13.092,13.004,
2024-03-09 00:01:20.593374,15.08,off,15.196,15.179,15.195,15.242,15.237,17.927,18.54,13.134,13.025,
2024-03-09 00:02:20.551718,15.08,off,15.155,15.137,15.174,15.199,15.237,17.906,18.54,13.176,13.067,
2024-03-09 00:03:20.682479,15.08,off,15.133,15.116,15.132,15.178,15.174,17.864,18.478,13.198,13.13,
2024-03-09 00:04:20.624747,15.08,off,15.091,15.074,15.111,15.157,15.174,17.864,18.478,13.219,13.13,
2024-03-09 00:05:20.589878,15.08,off,15.091,15.053,15.09,15.116,15.111,17.864,18.457,13.303,13.192,
2024-03-09 00:06:20.643036,15.08,off,15.028,15.032,15.048,15.095,15.111,17.843,18.414,13.324,13.192,
2024-03-09 00:07:20.655124,15.08,off,15.028,14.99,15.048,15.052,15.09,17.843,18.414,13.366,13.256,
2024-03-09 00:08:20.591118,15.08,off,14.965,14.99,14.984,15.052,15.048,17.822,18.414,13.387,13.276,
2024-03-09 00:09:20.712739,15.08,off,14.965,14.969,14.984,15.031,15.048,17.843,18.393,13.429,13.318,
2024-03-09 00:10:20.655060,15.08,on,14.965,14.927,14.984,14.99,15.005,17.822,18.352,13.45,13.36,
2024-03-09 00:11:20.560808,15.09,on,14.944,14.927,14.984,14.969,14.984,17.843,18.352,13.492,13.381,
2024-03-09 00:12:20.586351,15.09,off,14.986,15.011,15.09,15.073,15.069,17.822,18.393,13.513,13.423,
2024-03-09 00:13:20.684401,15.09,off,15.154,15.158,15.216,15.199,15.216,17.864,18.435,13.513,13.444,
2024-03-09 00:14:20.644674,15.09,off,15.217,15.2,15.258,15.304,15.28,17.864,18.499,13.577,13.486,
2024-03-09 00:15:20.593388,15.09,off,15.26,15.242,15.28,15.304,15.301,17.864,18.478,13.597,13.507,
2024-03-09 00:16:20.619995,15.09,off,15.26,15.242,15.28,15.304,15.301,17.864,18.478,13.639,13.507,
2024-03-09 00:17:20.624952,15.09,off,15.281,15.242,15.28,15.304,15.301,17.843,18.478,13.66,13.548,
2024-03-09 00:18:20.592337,15.09,off,15.238,15.242,15.237,15.283,15.301,17.843,18.457,13.703,13.569,
2024-03-09 00:19:20.621977,15.09,off,15.217,15.179,15.237,15.242,15.258,17.801,18.435,13.703,13.633,
2024-03-09 00:20:20.679409,15.09,off,15.196,15.179,15.174,15.242,15.237,17.822,18.414,13.745,13.633,
2024-03-09 00:21:20.654934,15.09,off,15.155,15.179,15.174,15.22,15.237,17.801,18.414,13.765,13.633,
2024-03-09 00:22:20.679931,15.09,off,15.155,15.137,15.174,15.178,15.216,17.801,18.393,13.787,13.695,
2024-03-09 00:23:20.648850,15.09,off,15.133,15.116,15.153,15.178,15.174,17.801,18.373,13.808,13.695,
2024-03-09 00:24:20.687037,15.09,off,15.112,15.116,15.111,15.178,15.174,17.822,18.352,13.829,13.716,
2024-03-09 00:25:20.547205,15.09,off,15.091,15.053,15.111,15.137,15.174,17.801,18.352,13.892,13.758,
2024-03-09 00:26:20.618417,15.09,off,15.07,15.053,15.111,15.116,15.132,17.801,18.352,13.892,13.779,
2024-03-09 00:27:20.656631,15.09,off,15.049,15.053,15.069,15.116,15.111,17.801,18.352,13.892,13.821,
2024-03-09 00:28:20.591437,15.09,off,15.049,15.053,15.048,15.116,15.111,17.801,18.352,13.913,13.821,
2024-03-09 00:29:20.622242,15.09,off,15.028,15.032,15.048,15.052,15.09,17.801,18.352,13.955,13.842,
2024-03-09 00:30:20.784659,15.09,off,15.007,14.99,15.048,15.052,15.048,17.801,18.33,13.955,13.821,
2024-03-09 00:31:20.528493,15.09,off,14.965,14.99,15.027,15.052,15.048,17.822,18.33,13.871,13.716,
2024-03-09 00:32:20.623762,15.09,off,14.965,14.969,14.984,15.031,15.048,17.864,18.352,13.787,13.611,
2024-03-09 00:33:20.592687,15.09,on,14.965,14.969,14.984,14.99,15.027,17.927,18.352,13.66,13.486,
2024-03-09 00:34:20.464566,15.09,on,14.965,14.948,14.984,15.011,14.984,17.927,18.414,13.534,13.36,
2024-03-09 00:35:20.685779,15.09,off,15.007,15.032,15.09,15.073,15.069,17.99,18.457,13.408,13.235,
2024-03-09 00:36:20.650515,15.09,off,15.133,15.158,15.216,15.22,15.216,18.032,18.54,13.282,13.109,
2024-03-09 00:37:20.590906,15.09,off,15.217,15.242,15.237,15.304,15.301,18.095,18.604,13.219,13.046,
2024-03-09 00:38:20.555699,15.09,off,15.238,15.242,15.258,15.304,15.301,18.116,18.646,13.113,12.92,
2024-03-09 00:39:20.681586,15.09,off,15.26,15.242,15.258,15.304,15.301,18.137,18.666,12.987,12.836,
2024-03-09 00:40:20.688397,15.09,off,15.217,15.2,15.237,15.242,15.301,18.178,18.666,12.903,12.795,
2024-03-09 00:41:20.536850,15.09,off,15.196,15.179,15.174,15.242,15.237,18.116,18.666,12.924,12.836,
2024-03-09 00:42:20.777193,15.09,off,15.176,15.137,15.174,15.22,15.237,18.052,18.604,13.008,12.92,
2024-03-09 00:43:20.752584,15.09,off,15.133,15.116,15.132,15.178,15.195,18.032,18.604,13.071,12.962,
2024-03-09 00:44:20.591037,15.09,off,15.112,15.116,15.111,15.178,15.174,17.99,18.54,13.113,13.004,
2024-03-09 00:45:20.586190,15.09,off,15.091,15.074,15.069,15.137,15.174,17.99,18.54,13.155,13.067,
2024-03-09 00:46:20.590856,15.09,off,15.049,15.053,15.048,15.116,15.111,17.927,18.54,13.176,13.109,
2024-03-09 00:47:20.528205,15.09,off,15.028,15.011,15.027,15.073,15.069,17.927,18.478,13.219,13.13,
2024-03-09 00:48:20.557419,15.09,off,15.007,14.969,15.005,15.052,15.048,17.927,18.478,13.26,13.192,
2024-03-09 00:49:20.711876,15.09,off,14.965,14.969,14.984,15.031,15.048,17.927,18.478,13.324,13.192,
2024-03-09 00:50:20.688779,15.09,on,14.965,14.948,14.963,14.99,15.005,17.906,18.478,13.345,13.256,
2024-03-09 00:51:20.592998,15.09,on,14.944,14.927,14.963,14.99,14.984,17.864,18.414,13.387,13.297,
2024-03-09 00:52:20.621100,15.09,off,14.986,15.011,15.069,15.073,15.069,17.864,18.457,13.387,13.318,
2024-03-09 00:53:20.686857,15.09,off,15.133,15.137,15.195,15.22,15.195,17.864,18.499,13.429,13.339,
2024-03-09 00:54:20.464324,15.09,off,15.217,15.221,15.237,15.283,15.28,17.864,18.54,13.45,13.381,
2024-03-09 00:55:20.611857,15.09,off,15.26,15.242,15.28,15.304,15.301,17.864,18.54,13.513,13.381,
2024-03-09 00:56:20.649657,15.09,off,15.238,15.242,15.237,15.304,15.301,17.864,18.54,13.534,13.444,
2024-03-09 00:57:20.720772,15.09,off,15.217,15.242,15.237,15.262,15.301,17.864,18.54,13.555,13.444,
2024-03-09 00:58:20.601653,15.09,off,15.217,15.2,15.237,15.283,15.28,17.864,18.519,13.577,13.507,
2024-03-09 00:59:20.717446,15.09,off,15.217,15.179,15.237,15.242,15.237,17.864,18.478,13.618,13.507,
2024-03-09 01:00:20.649025,15.09,off,15.155,15.179,15.174,15.242,15.237,17.906,18.478,13.639,13.548,
2024-03-09 01:01:20.686995,15.09,off,15.155,15.137,15.174,15.199,15.216,17.864,18.478,13.682,13.569,
2024-03-09 01:02:20.554005,15.09,off,15.112,15.116,15.153,15.178,15.174,17.864,18.435,13.703,13.611,
2024-03-09 01:03:20.744382,15.09,off,15.112,15.095,15.111,15.157,15.174,17.864,18.414,13.703,13.633,
2024-03-09 01:04:20.721832,15.09,off,15.091,15.095,15.111,15.116,15.174,17.864,18.414,13.745,13.653,
2024-03-09 01:05:20.554344,15.09,off,15.091,15.053,15.09,15.116,15.111,17.822,18.414,13.787,13.695,
2024-03-09 01:06:20.785638,15.09,off,15.028,15.053,15.069,15.116,15.111,17.801,18.352,13.808,13.695,
2024-03-09 01:07:20.713590,15.09,off,15.028,15.011,15.048,15.052,15.111,17.801,18.352,13.829,13.716,
2024-03-09 01:08:20.564193,15.09,off,15.028,14.99,15.048,15.052,15.048,17.801,18.33,13.85,13.758,
2024-03-09 01:09:20.812871,15.09,off,15.028,14.99,15.027,15.052,15.048,17.801,18.33,13.892,13.758,
2024-03-09 01:10:20.656546,15.09,off,14.965,14.99,15.005,15.052,15.048,17.801,18.288,13.892,13.8,
2024-03-09 01:11:20.527240,15.1,on,14.965,14.969,14.984,14.99,15.048,17.801,18.288,13.913,13.821,
