Timestamp,Temp set,Heater status,28-00000eb3cf7d,28-00000eb42add,28-00000eb5045f,28-00000eb3fd89,28-00000eb51050,28-00000eb3e681,28-00000eb4cb62,
2024-03-08 15:38:50.616907,15.26,off,15.217,15.221,15.28,15.682,15.68,13.639,13.507,
2024-03-08 15:39:50.706321,15.26,off,15.26,15.242,15.258,15.682,15.68,13.639,13.548,
2024-03-08 15:40:50.707203,15.26,off,15.217,15.242,15.301,15.682,15.68,13.639,13.569,
2024-03-08 15:41:50.671915,15.26,off,15.217,15.242,15.28,15.661,15.68,13.66,13.569,
2024-03-08 15:42:50.754171,15.26,off,15.238,15.242,15.301,15.682,15.68,13.703,13.59,
2024-03-08 15:43:50.642216,15.26,off,15.26,15.242,15.301,15.682,15.68,13.703,13.633,
2024-03-08 15:44:50.668162,15.26,off,15.238,15.242,15.301,15.682,15.68,13.765,13.633,
2024-03-08 15:45:50.736100,15.26,off,15.26,15.242,15.301,15.682,15.68,13.765,13.674,
2024-03-08 15:46:50.680579,15.26,off,15.238,15.242,15.301,15.682,15.68,13.808,13.695,
2024-03-08 15:47:50.672073,15.26,off,15.26,15.242,15.301,15.682,15.68,13.829,13.695,
2024-03-08 15:48:50.739048,15.26,off,15.26,15.242,15.301,15.682,15.68,13.829,13.758,
2024-03-08 15:49:50.547596,15.26,off,15.26,15.242,15.301,15.682,15.68,13.871,13.758,
2024-03-08 15:50:50.717109,15.26,off,15.281,15.242,15.301,15.682,15.68,13.892,13.779,
2024-03-08 15:51:50.677678,15.28,off,15.281,15.242,15.301,15.682,15.68,13.892,13.821,
2024-03-08 15:52:50.683059,15.28,off,15.26,15.242,15.301,15.682,15.68,13.892,13.821,
2024-03-08 15:53:50.583969,15.28,off,15.26,15.263,15.301,15.682,15.68,13.955,13.821,
2024-03-08 15:54:50.576442,15.28,off,15.281,15.263,15.301,15.682,15.68,13.892,13.737,
2024-03-08 15:55:50.627628,15.28,off,15.281,15.242,15.301,15.682,15.68,13.745,13.59,
2024-03-08 15:56:50.668039,15.28,off,15.281,15.284,15.301,15.682,15.68,13.64,13.507,
2024-03-08 15:57:50.708489,15.28,off,15.281,15.284,15.301,15.703,15.701,13.534,13.36,
2024-03-08 15:58:50.522794,15.28,off,15.281,15.305,15.301,15.682,15.68,13.429,13.318,
2024-03-08 15:59:50.611481,15.28,off,15.281,15.284,15.364,15.682,15.701,13.45,13.36,
2024-03-08 16:00:50.546487,15.28,off,15.281,15.305,15.343,15.682,15.68,13.492,13.381,
2024-03-08 16:01:50.705170,15.28,off,15.281,15.305,15.343,15.703,15.701,13.534,13.444,
2024-03-08 16:02:50.609473,15.28,off,15.281,15.305,15.343,15.682,15.701,13.555,13.444,
2024-03-08 16:03:50.610531,15.28,off,15.302,15.305,15.343,15.703,15.722,13.577,13.507,
2024-03-08 16:04:50.530893,15.28,off,15.281,15.284,15.364,15.682,15.68,13.618,13.507,
2024-03-08 16:05:50.612770,15.28,off,15.281,15.263,15.301,15.682,15.701,13.639,13.507,
2024-03-08 16:06:50.768738,15.28,off,15.281,15.305,15.301,15.682,15.701,13.639,13.548,
