t,temp
2020-08-06,13.216249999999999
2020-08-07,12.847916666666666
2020-08-08,13.0075
2020-08-09,12.902013888888888
2020-08-10,13.213333333333335
2020-08-11,13.121805555555556
2020-08-12,12.97763888888889
2020-08-13,13.443958333333335
2020-08-14,13.74912858422939
2020-08-15,13.706111111111111
2020-08-16,14.476527777777777
2020-08-17,15.65013888888889
2020-08-18,14.992777777777778
2020-08-19,13.503472222222221
2020-08-20,13.987361111111111
2020-08-21,16.32059027777778
2020-08-22,15.83111111111111
2020-08-23,17.29756944444444
2020-08-24,17.011111111111113
2020-08-25,16.294305555555557
2020-08-26,15.827916666666667
2020-08-27,15.464236111111111
2020-08-28,14.802222222222223
2020-08-29,14.058958333333333
2020-08-30,14.367291666666667
2020-08-31,15.795555555555556
2020-09-01,16.760729655712048
2020-09-02,15.392708333333335
2020-09-03,14.056666666666667
2020-09-04,13.671041666666667
2020-09-05,13.907361111111111
2020-09-06,14.584583333333335
2020-09-07,14.265694444444446
2020-09-08,14.739583333333332
2020-09-09,14.91576388888889
2020-09-10,15.02451388888889
2020-09-11,15.361319444444444
2020-09-12,16.065416666666668
2020-09-13,16.294305555555553
2020-09-14,16.095069444444444
2020-09-15,15.18576388888889
2020-09-16,15.158194444444444
2020-09-17,14.98472222222222
2020-09-18,15.425625
2020-09-19,15.78298611111111
2020-09-20,14.989722222222223
2020-09-21,14.232847222222222
2020-09-22,14.562013888888888
2020-09-23,15.150972222222222
2020-09-24,15.804305555555555
2020-09-25,16.517916666666668
2020-09-26,17.3375
2020-09-27,17.98902777777778
2020-09-28,18.011111111111113
2020-09-29,18.20104166666667
2020-09-30,17.94284722222222
2020-10-01,17.349027777777778
2020-10-02,16.596041666666665
2020-10-03,16.73236111111111
2020-10-04,17.78138888888889
2020-10-05,18.15291666666667
2020-10-06,17.987499999999997
2020-10-07,17.718680555555554
2020-10-08,17.699166666666667
2020-10-09,17.437708333333333
2020-10-10,18.062152777777776
2020-10-11,17.68541666666667
2020-10-12,18.010416666666664
2020-10-13,17.958541666666665
2020-10-14,17.667430555555555
2020-10-15,17.84236111111111
2020-10-16,16.850277777777777
2020-10-17,16.760625
2020-10-18,16.867083333333333
2020-10-19,17.256597222222222
2020-10-20,17.62166666666667
2020-10-21,17.796041666666667
2020-10-22,16.90861111111111
2020-10-23,16.238680555555554
2020-10-24,16.202152777777776
2020-10-25,16.033333333333335
2020-10-26,15.344930555555557
2020-10-27,15.80736111111111
2020-10-28,15.914930555555554
2020-10-29,16.346944444444446
2020-10-30,16.816944444444445
2020-10-31,16.86756944444444
2020-11-01,16.339236111111113
2020-11-02,15.72
2020-11-03,15.599444444444444
2020-11-04,15.826944444444443
2020-11-05,15.995277777777776
2020-11-06,16.005833333333335
2020-11-07,14.525972222222222
2020-11-08,12.856180555555556
2020-11-09,12.018055555555556
2020-11-10,12.003055555555555
2020-11-11,12.309305555555556
2020-11-12,12.801388888888889
2020-11-13,13.168958333333332
2020-11-14,12.982986111111112
2020-11-15,13.233263888888889
2020-11-16,13.494305555555556
2020-11-17,13.78736111111111
2020-11-18,13.984583333333333
2020-11-19,14.147430555555555
2020-11-20,14.459027777777777
2020-11-21,14.619722222222222
2020-11-22,14.648402777777777
2020-11-23,14.397083333333335
2020-11-24,14.162222222222223
2020-11-25,13.995833333333334
2020-11-26,14.378819444444444
2020-11-27,14.696666666666665
2020-11-28,14.59375
2020-11-29,14.355972222222222
2020-11-30,14.179652777777777
2020-12-01,14.191041666666667
2020-12-02,14.223333333333333
2020-12-03,14.228200757575756
2020-12-04,14.086388888888889
2020-12-05,14.208124999999999
2020-12-06,14.186944444444444
2020-12-07,14.234722222222222
2020-12-08,14.281666666666666
2020-12-09,14.307638888888889
2020-12-10,14.343958333333333
2020-12-11,14.414739827856025
2020-12-12,14.39048611111111
2020-12-13,13.902152777777777
2020-12-14,14.000208333333333
2020-12-15,13.80701388888889
2020-12-16,14.172847222222222
2020-12-17,14.267222222222223
2020-12-18,13.607847222222222
2020-12-19,13.41034722222222
2020-12-20,13.59576388888889
2020-12-21,13.613958333333333
2020-12-22,13.832222222222223
2020-12-23,13.977638888888889
2020-12-24,14.001458333333332
2020-12-25,13.98201388888889
2020-12-26,13.971875
2020-12-27,14.035069444444446
2020-12-28,14.026180555555555
2020-12-29,13.830277777777777
2020-12-30,13.730069444444444
2020-12-31,13.66951388888889
