date_time,temp,t
2015-03-06T20:39:59Z,14.92,2015-03-06
2015-03-06T21:00:00Z,14.94,2015-03-06
2015-03-06T21:20:01Z,14.95,2015-03-06
2015-03-06T21:40:02Z,14.95,2015-03-06
2015-03-06T22:00:03Z,14.94,2015-03-06
2015-03-06T22:20:04Z,14.94,2015-03-06
2015-03-06T22:39:56Z,14.94,2015-03-06
2015-03-06T22:59:57Z,14.94,2015-03-06
2015-03-06T23:19:58Z,14.94,2015-03-06
2015-03-06T23:39:59Z,14.94,2015-03-06
2015-03-07T00:00:00Z,14.95,2015-03-07
2015-03-07T00:20:01Z,14.95,2015-03-07
2015-03-07T00:40:02Z,14.96,2015-03-07
2015-03-07T01:00:03Z,14.97,2015-03-07
2015-03-07T01:20:04Z,14.97,2015-03-07
2015-03-07T01:39:56Z,14.97,2015-03-07
2015-03-07T01:59:57Z,14.98,2015-03-07
2015-03-07T02:19:58Z,14.98,2015-03-07
2015-03-07T02:39:59Z,14.98,2015-03-07
2015-03-07T03:00:00Z,14.98,2015-03-07
2015-03-07T03:20:01Z,14.99,2015-03-07
2015-03-07T03:40:02Z,14.99,2015-03-07
2015-03-07T04:00:03Z,14.99,2015-03-07
2015-03-07T04:20:04Z,14.99,2015-03-07
2015-03-07T04:39:56Z,14.99,2015-03-07
2015-03-07T04:59:57Z,14.99,2015-03-07
2015-03-07T05:19:58Z,15,2015-03-07
2015-03-07T05:39:59Z,15,2015-03-07
2015-03-07T06:00:00Z,15,2015-03-07
2015-03-07T06:20:01Z,15,2015-03-07
2015-03-07T06:40:02Z,15.01,2015-03-07
2015-03-07T07:00:03Z,15.02,2015-03-07
2015-03-07T07:20:04Z,15.03,2015-03-07
2015-03-07T07:39:56Z,15.03,2015-03-07
2015-03-07T07:59:57Z,15.03,2015-03-07
2015-03-07T08:19:58Z,15.04,2015-03-07
2015-03-07T08:39:59Z,15.04,2015-03-07
2015-03-07T09:00:00Z,15.05,2015-03-07
2015-03-07T09:20:01Z,15.06,2015-03-07
2015-03-07T09:40:02Z,15.07,2015-03-07
2015-03-07T10:00:03Z,15.06,2015-03-07
2015-03-07T10:20:04Z,15.05,2015-03-07
2015-03-07T10:39:56Z,15.03,2015-03-07
2015-03-07T10:59:57Z,15.04,2015-03-07
2015-03-07T11:19:58Z,15.06,2015-03-07
2015-03-07T11:39:59Z,15.06,2015-03-07
2015-03-07T12:00:00Z,15.07,2015-03-07
2015-03-07T12:20:01Z,15.09,2015-03-07
2015-03-07T12:40:02Z,15.11,2015-03-07
2015-03-07T13:00:03Z,15.13,2015-03-07
2015-03-07T13:20:04Z,15.14,2015-03-07
2015-03-07T13:39:56Z,15.15,2015-03-07
2015-03-07T13:59:57Z,15.15,2015-03-07
2015-03-07T14:19:58Z,15.16,2015-03-07
2015-03-07T14:39:59Z,15.16,2015-03-07
2015-03-07T15:00:00Z,15.16,2015-03-07
2015-03-07T15:20:01Z,15.15,2015-03-07
2015-03-07T15:40:02Z,15.14,2015-03-07
2015-03-07T16:00:03Z,15.14,2015-03-07
2015-03-07T16:20:04Z,15.15,2015-03-07
2015-03-07T16:39:56Z,15.16,2015-03-07
2015-03-07T16:59:57Z,15.16,2015-03-07
2015-03-07T17:19:58Z,15.18,2015-03-07
2015-03-07T17:39:59Z,15.2,2015-03-07
2015-03-07T18:00:00Z,15.21,2015-03-07
2015-03-07T18:20:01Z,15.24,2015-03-07
2015-03-07T18:40:02Z,15.27,2015-03-07
2015-03-07T19:00:03Z,15.19,2015-03-07
2015-03-07T19:20:04Z,15.01,2015-03-07
2015-03-07T19:39:56Z,14.91,2015-03-07
2015-03-07T19:59:57Z,14.9,2015-03-07
2015-03-07T20:19:58Z,14.91,2015-03-07
2015-03-07T20:39:59Z,14.93,2015-03-07
2015-03-07T21:00:00Z,14.96,2015-03-07
2015-03-07T21:20:01Z,14.97,2015-03-07
2015-03-07T21:40:02Z,14.97,2015-03-07
2015-03-07T22:00:03Z,14.96,2015-03-07
2015-03-07T22:20:04Z,14.97,2015-03-07
2015-03-07T22:39:56Z,14.98,2015-03-07
2015-03-07T22:59:57Z,14.99,2015-03-07
2015-03-07T23:19:58Z,15,2015-03-07
2015-03-07T23:39:59Z,15.01,2015-03-07
2015-03-08T00:00:00Z,15.01,2015-03-08
2015-03-08T00:20:01Z,15.01,2015-03-08
2015-03-08T00:40:02Z,15.02,2015-03-08
2015-03-08T01:00:03Z,15.03,2015-03-08
2015-03-08T01:20:04Z,15.05,2015-03-08
2015-03-08T01:39:56Z,15.06,2015-03-08
2015-03-08T01:59:57Z,15.05,2015-03-08
2015-03-08T02:19:58Z,15.03,2015-03-08
2015-03-08T02:39:59Z,15.03,2015-03-08
2015-03-08T03:00:00Z,15.01,2015-03-08
2015-03-08T03:20:01Z,15.01,2015-03-08
2015-03-08T03:40:02Z,15.01,2015-03-08
2015-03-08T04:00:03Z,14.99,2015-03-08
2015-03-08T04:20:04Z,14.97,2015-03-08
2015-03-08T04:39:56Z,14.95,2015-03-08
2015-03-08T04:59:57Z,14.94,2015-03-08
2015-03-08T05:19:58Z,14.93,2015-03-08
2015-03-08T05:39:59Z,14.92,2015-03-08
2015-03-08T06:00:00Z,14.92,2015-03-08
2015-03-08T06:20:01Z,14.94,2015-03-08
2015-03-08T06:40:02Z,14.98,2015-03-08
2015-03-08T07:00:03Z,15.01,2015-03-08
2015-03-08T07:20:04Z,15.03,2015-03-08
2015-03-08T07:39:56Z,15.06,2015-03-08
2015-03-08T07:59:57Z,15.1,2015-03-08
2015-03-08T08:19:58Z,15.13,2015-03-08
2015-03-08T08:39:59Z,15.15,2015-03-08
2015-03-08T09:00:00Z,15.16,2015-03-08
2015-03-08T09:20:01Z,15.18,2015-03-08
2015-03-08T09:40:02Z,15.2,2015-03-08
2015-03-08T10:00:03Z,15.22,2015-03-08
2015-03-08T10:20:04Z,15.23,2015-03-08
2015-03-08T10:39:56Z,15.24,2015-03-08
2015-03-08T10:59:57Z,15.26,2015-03-08
2015-03-08T11:19:58Z,15.26,2015-03-08
2015-03-08T11:39:59Z,15.25,2015-03-08
2015-03-08T12:00:00Z,15.23,2015-03-08
2015-03-08T12:20:01Z,15.24,2015-03-08
2015-03-08T12:40:02Z,15.2,2015-03-08
2015-03-08T13:00:03Z,15.09,2015-03-08
2015-03-08T13:20:04Z,14.97,2015-03-08
2015-03-08T13:39:56Z,14.93,2015-03-08
2015-03-08T13:59:57Z,14.94,2015-03-08
2015-03-08T14:19:58Z,14.97,2015-03-08
2015-03-08T14:39:59Z,14.99,2015-03-08
2015-03-08T15:00:00Z,15,2015-03-08
2015-03-08T15:20:01Z,15.02,2015-03-08
2015-03-08T15:40:02Z,15.04,2015-03-08
2015-03-08T16:00:03Z,15.04,2015-03-08
2015-03-08T16:20:04Z,15.06,2015-03-08
2015-03-08T16:39:56Z,15.08,2015-03-08
2015-03-08T16:59:57Z,15.11,2015-03-08
2015-03-08T17:19:58Z,15.12,2015-03-08
2015-03-08T17:39:59Z,15.12,2015-03-08
2015-03-08T18:00:00Z,15.14,2015-03-08
2015-03-08T18:20:01Z,15.16,2015-03-08
2015-03-08T18:40:02Z,15.19,2015-03-08
2015-03-08T19:00:03Z,15.21,2015-03-08
2015-03-08T19:20:04Z,15.24,2015-03-08
2015-03-08T19:39:56Z,15.27,2015-03-08
2015-03-08T19:59:57Z,15.31,2015-03-08
2015-03-08T20:19:58Z,15.37,2015-03-08
2015-03-08T20:39:59Z,15.43,2015-03-08
2015-03-08T21:00:00Z,15.51,2015-03-08
2015-03-08T21:20:01Z,15.59,2015-03-08
2015-03-08T21:40:02Z,15.65,2015-03-08
2015-03-08T22:00:03Z,15.7,2015-03-08
2015-03-08T22:20:04Z,15.72,2015-03-08
2015-03-08T22:39:56Z,15.73,2015-03-08
2015-03-08T22:59:57Z,15.74,2015-03-08
2015-03-08T23:19:58Z,15.75,2015-03-08
2015-03-08T23:39:59Z,15.74,2015-03-08
2015-03-09T00:00:00Z,15.74,2015-03-09
2015-03-09T00:20:01Z,15.74,2015-03-09
2015-03-09T00:40:02Z,15.73,2015-03-09
2015-03-09T01:00:03Z,15.72,2015-03-09
2015-03-09T01:20:04Z,15.72,2015-03-09
2015-03-09T01:39:56Z,15.7,2015-03-09
2015-03-09T01:59:57Z,15.68,2015-03-09
2015-03-09T02:19:58Z,15.67,2015-03-09
2015-03-09T02:39:59Z,15.64,2015-03-09
2015-03-09T03:00:00Z,15.46,2015-03-09
2015-03-09T03:20:01Z,15.21,2015-03-09
2015-03-09T03:40:02Z,15.09,2015-03-09
2015-03-09T04:00:03Z,15.08,2015-03-09
2015-03-09T04:20:04Z,15.06,2015-03-09
2015-03-09T04:39:56Z,15,2015-03-09
2015-03-09T04:59:57Z,14.95,2015-03-09
2015-03-09T05:19:58Z,14.93,2015-03-09
2015-03-09T05:39:59Z,14.94,2015-03-09
2015-03-09T06:00:00Z,14.96,2015-03-09
2015-03-09T06:20:01Z,14.98,2015-03-09
2015-03-09T06:40:02Z,14.99,2015-03-09
2015-03-09T07:00:03Z,15.01,2015-03-09
2015-03-09T07:20:04Z,15.04,2015-03-09
2015-03-09T07:39:56Z,15.07,2015-03-09
2015-03-09T07:59:57Z,15.1,2015-03-09
2015-03-09T08:19:58Z,15.15,2015-03-09
2015-03-09T08:39:59Z,15.2,2015-03-09
2015-03-09T09:00:00Z,15.23,2015-03-09
2015-03-09T09:20:01Z,15.25,2015-03-09
2015-03-09T09:40:02Z,15.26,2015-03-09
2015-03-09T10:00:03Z,15.28,2015-03-09
2015-03-09T10:20:04Z,15.3,2015-03-09
2015-03-09T10:39:56Z,15.32,2015-03-09
2015-03-09T10:59:57Z,15.33,2015-03-09
2015-03-09T11:19:58Z,15.34,2015-03-09
2015-03-09T11:39:59Z,15.35,2015-03-09
2015-03-09T12:00:00Z,15.36,2015-03-09
2015-03-09T12:20:01Z,15.37,2015-03-09
2015-03-09T12:40:02Z,15.37,2015-03-09
2015-03-09T13:00:03Z,15.37,2015-03-09
2015-03-09T13:20:04Z,15.38,2015-03-09
2015-03-09T13:39:56Z,15.39,2015-03-09
2015-03-09T13:59:57Z,15.39,2015-03-09
2015-03-09T14:19:58Z,15.4,2015-03-09
2015-03-09T14:39:59Z,15.42,2015-03-09
2015-03-09T15:00:00Z,15.33,2015-03-09
2015-03-09T15:20:01Z,15.18,2015-03-09
2015-03-09T15:40:02Z,15.09,2015-03-09
2015-03-09T16:00:03Z,15.06,2015-03-09
2015-03-09T16:20:04Z,15.04,2015-03-09
2015-03-09T16:39:56Z,15.04,2015-03-09
2015-03-09T16:59:57Z,15.05,2015-03-09
2015-03-09T17:19:58Z,15.06,2015-03-09
2015-03-09T17:39:59Z,15.07,2015-03-09
2015-03-09T18:00:00Z,15.08,2015-03-09
2015-03-09T18:20:01Z,15.09,2015-03-09
2015-03-09T18:40:02Z,15.09,2015-03-09
2015-03-09T19:00:03Z,15.09,2015-03-09
2015-03-09T19:20:04Z,15.1,2015-03-09
2015-03-09T19:39:56Z,15.12,2015-03-09
2015-03-09T19:59:57Z,15.13,2015-03-09
2015-03-09T20:19:58Z,15.15,2015-03-09
2015-03-09T20:39:59Z,15.19,2015-03-09
2015-03-09T21:00:00Z,15.22,2015-03-09
2015-03-09T21:20:01Z,15.24,2015-03-09
2015-03-09T21:40:02Z,15.25,2015-03-09
2015-03-09T22:00:03Z,15.26,2015-03-09
2015-03-09T22:20:04Z,15.27,2015-03-09
2015-03-09T22:39:56Z,15.27,2015-03-09
2015-03-09T22:59:57Z,15.28,2015-03-09
2015-03-09T23:19:58Z,15.28,2015-03-09
2015-03-09T23:39:59Z,15.29,2015-03-09
2015-03-10T00:00:00Z,15.29,2015-03-10
2015-03-10T00:20:01Z,15.28,2015-03-10
2015-03-10T00:40:02Z,15.27,2015-03-10
2015-03-10T01:00:03Z,15.25,2015-03-10
2015-03-10T01:20:04Z,15.24,2015-03-10
2015-03-10T01:39:56Z,15.23,2015-03-10
2015-03-10T01:59:57Z,15.22,2015-03-10
2015-03-10T02:19:58Z,15.22,2015-03-10
2015-03-10T02:39:59Z,15.21,2015-03-10
2015-03-10T03:00:00Z,15.21,2015-03-10
2015-03-10T03:20:01Z,15.21,2015-03-10
2015-03-10T03:40:02Z,15.22,2015-03-10
2015-03-10T04:00:03Z,15.22,2015-03-10
2015-03-10T04:20:04Z,15.22,2015-03-10
2015-03-10T04:39:56Z,15.22,2015-03-10
2015-03-10T04:59:57Z,15.23,2015-03-10
2015-03-10T05:19:58Z,15.23,2015-03-10
2015-03-10T05:39:59Z,15.23,2015-03-10
2015-03-10T06:00:00Z,15.24,2015-03-10
2015-03-10T06:20:01Z,15.24,2015-03-10
2015-03-10T06:40:02Z,15.24,2015-03-10
2015-03-10T07:00:03Z,15.25,2015-03-10
2015-03-10T07:20:04Z,15.25,2015-03-10
2015-03-10T07:39:56Z,15.25,2015-03-10
2015-03-10T07:59:57Z,15.25,2015-03-10
2015-03-10T08:19:58Z,15.25,2015-03-10
2015-03-10T08:39:59Z,15.24,2015-03-10
2015-03-10T09:00:00Z,15.24,2015-03-10
2015-03-10T09:20:01Z,15.24,2015-03-10
2015-03-10T09:40:02Z,15.25,2015-03-10
2015-03-10T10:00:03Z,15.24,2015-03-10
2015-03-10T10:20:04Z,15.23,2015-03-10
2015-03-10T10:39:56Z,15.26,2015-03-10
2015-03-10T10:59:57Z,15.24,2015-03-10
2015-03-10T11:19:58Z,15.01,2015-03-10
2015-03-10T11:39:59Z,14.71,2015-03-10
2015-03-10T12:00:00Z,14.62,2015-03-10
2015-03-10T12:20:01Z,14.67,2015-03-10
2015-03-10T12:40:02Z,14.71,2015-03-10
2015-03-10T13:00:03Z,14.75,2015-03-10
2015-03-10T13:20:04Z,14.82,2015-03-10
2015-03-10T13:39:56Z,14.9,2015-03-10
2015-03-10T13:59:57Z,14.93,2015-03-10
2015-03-10T14:19:58Z,14.94,2015-03-10
2015-03-10T14:39:59Z,14.94,2015-03-10
2015-03-10T15:00:00Z,14.95,2015-03-10
2015-03-10T15:20:01Z,14.97,2015-03-10
2015-03-10T15:40:02Z,14.99,2015-03-10
2015-03-10T16:00:03Z,15,2015-03-10
2015-03-10T16:20:04Z,15.01,2015-03-10
2015-03-10T16:39:56Z,15.01,2015-03-10
2015-03-10T16:59:57Z,15.01,2015-03-10
2015-03-10T17:19:58Z,15.01,2015-03-10
2015-03-10T17:39:59Z,15.02,2015-03-10
2015-03-10T18:00:00Z,15.04,2015-03-10
2015-03-10T18:20:01Z,15.07,2015-03-10
2015-03-10T18:40:02Z,15.1,2015-03-10
2015-03-10T19:00:03Z,15.13,2015-03-10
2015-03-10T19:20:04Z,15.16,2015-03-10
2015-03-10T19:39:56Z,15.18,2015-03-10
2015-03-10T19:59:57Z,15.19,2015-03-10
2015-03-10T20:19:58Z,15.23,2015-03-10
2015-03-10T20:39:59Z,15.27,2015-03-10
2015-03-10T21:00:00Z,15.29,2015-03-10
2015-03-10T21:20:01Z,15.29,2015-03-10
2015-03-10T21:40:02Z,15.32,2015-03-10
2015-03-10T22:00:03Z,15.33,2015-03-10
2015-03-10T22:20:04Z,15.33,2015-03-10
2015-03-10T22:39:56Z,15.33,2015-03-10
2015-03-10T22:59:57Z,15.33,2015-03-10
2015-03-10T23:19:58Z,15.33,2015-03-10
2015-03-10T23:39:59Z,15.35,2015-03-10
2015-03-11T00:00:00Z,15.38,2015-03-11
2015-03-11T00:20:01Z,15.4,2015-03-11
2015-03-11T00:40:02Z,15.42,2015-03-11
2015-03-11T01:00:03Z,15.44,2015-03-11
2015-03-11T01:20:04Z,15.46,2015-03-11
2015-03-11T01:39:56Z,15.47,2015-03-11
2015-03-11T01:59:57Z,15.5,2015-03-11
2015-03-11T02:19:58Z,15.53,2015-03-11
2015-03-11T02:39:59Z,15.56,2015-03-11
2015-03-11T03:00:00Z,15.64,2015-03-11
2015-03-11T03:20:01Z,15.74,2015-03-11
2015-03-11T03:40:02Z,15.76,2015-03-11
2015-03-11T04:00:03Z,15.76,2015-03-11
2015-03-11T04:20:04Z,15.77,2015-03-11
2015-03-11T04:39:56Z,15.76,2015-03-11
2015-03-11T04:59:57Z,15.75,2015-03-11
2015-03-11T05:19:58Z,15.74,2015-03-11
2015-03-11T05:39:59Z,15.72,2015-03-11
2015-03-11T06:00:00Z,15.7,2015-03-11
2015-03-11T06:20:01Z,15.69,2015-03-11
2015-03-11T06:40:02Z,15.68,2015-03-11
2015-03-11T07:00:03Z,15.68,2015-03-11
2015-03-11T07:20:04Z,15.67,2015-03-11
2015-03-11T07:39:56Z,15.67,2015-03-11
2015-03-11T07:59:57Z,15.67,2015-03-11
2015-03-11T08:19:58Z,15.67,2015-03-11
2015-03-11T08:39:59Z,15.67,2015-03-11
2015-03-11T09:00:00Z,15.68,2015-03-11
2015-03-11T09:20:01Z,15.68,2015-03-11
2015-03-11T09:40:02Z,15.67,2015-03-11
2015-03-11T10:00:03Z,15.67,2015-03-11
2015-03-11T10:20:04Z,15.67,2015-03-11
2015-03-11T10:39:56Z,15.66,2015-03-11
2015-03-11T10:59:57Z,15.65,2015-03-11
2015-03-11T11:19:58Z,15.63,2015-03-11
2015-03-11T11:39:59Z,15.6,2015-03-11
2015-03-11T12:00:00Z,15.58,2015-03-11
2015-03-11T12:20:01Z,15.57,2015-03-11
2015-03-11T12:40:02Z,15.54,2015-03-11
2015-03-11T13:00:03Z,15.49,2015-03-11
2015-03-11T13:20:04Z,15.46,2015-03-11
2015-03-11T13:39:56Z,15.44,2015-03-11
2015-03-11T13:59:57Z,15.44,2015-03-11
2015-03-11T14:19:58Z,15.44,2015-03-11
2015-03-11T14:39:59Z,15.45,2015-03-11
2015-03-11T15:00:00Z,15.46,2015-03-11
2015-03-11T15:20:01Z,15.48,2015-03-11
2015-03-11T15:40:02Z,15.5,2015-03-11
2015-03-11T16:00:03Z,15.52,2015-03-11
2015-03-11T16:20:04Z,15.54,2015-03-11
2015-03-11T16:39:56Z,15.57,2015-03-11
2015-03-11T16:59:57Z,15.59,2015-03-11
2015-03-11T17:19:58Z,15.6,2015-03-11
2015-03-11T17:39:59Z,15.58,2015-03-11
2015-03-11T18:00:00Z,15.56,2015-03-11
2015-03-11T18:20:01Z,15.55,2015-03-11
2015-03-11T18:40:02Z,15.53,2015-03-11
2015-03-11T19:00:03Z,15.52,2015-03-11
2015-03-11T19:20:04Z,15.52,2015-03-11
2015-03-11T19:39:56Z,15.51,2015-03-11
2015-03-11T19:59:57Z,15.51,2015-03-11
2015-03-11T20:19:58Z,15.52,2015-03-11
2015-03-11T20:39:59Z,15.53,2015-03-11
2015-03-11T21:00:00Z,15.53,2015-03-11
2015-03-11T21:20:01Z,15.55,2015-03-11
2015-03-11T21:40:02Z,15.58,2015-03-11
2015-03-11T22:00:03Z,15.61,2015-03-11
2015-03-11T22:20:04Z,15.61,2015-03-11
2015-03-11T22:39:56Z,15.61,2015-03-11
2015-03-11T22:59:57Z,15.61,2015-03-11
2015-03-11T23:19:58Z,15.61,2015-03-11
2015-03-11T23:39:59Z,15.61,2015-03-11
2015-03-12T00:00:00Z,15.61,2015-03-12
2015-03-12T00:20:01Z,15.61,2015-03-12
2015-03-12T00:40:02Z,15.62,2015-03-12
2015-03-12T01:00:03Z,15.63,2015-03-12
2015-03-12T01:20:04Z,15.63,2015-03-12
2015-03-12T01:39:56Z,15.63,2015-03-12
2015-03-12T01:59:57Z,15.63,2015-03-12
2015-03-12T02:19:58Z,15.63,2015-03-12
2015-03-12T02:39:59Z,15.63,2015-03-12
2015-03-12T03:00:00Z,15.62,2015-03-12
2015-03-12T03:20:01Z,15.61,2015-03-12
2015-03-12T03:40:02Z,15.6,2015-03-12
2015-03-12T04:00:03Z,15.59,2015-03-12
2015-03-12T04:20:04Z,15.6,2015-03-12
2015-03-12T04:39:56Z,15.61,2015-03-12
2015-03-12T04:59:57Z,15.62,2015-03-12
2015-03-12T05:19:58Z,15.62,2015-03-12
2015-03-12T05:39:59Z,15.65,2015-03-12
2015-03-12T06:00:00Z,15.71,2015-03-12
2015-03-12T06:20:01Z,15.72,2015-03-12
2015-03-12T06:40:02Z,15.68,2015-03-12
2015-03-12T07:00:03Z,15.64,2015-03-12
2015-03-12T07:20:04Z,15.62,2015-03-12
2015-03-12T07:39:56Z,15.59,2015-03-12
2015-03-12T07:59:57Z,15.59,2015-03-12
2015-03-12T08:19:58Z,15.59,2015-03-12
2015-03-12T08:39:59Z,15.54,2015-03-12
2015-03-12T09:00:00Z,15.44,2015-03-12
2015-03-12T09:20:01Z,15.37,2015-03-12
2015-03-12T09:40:02Z,15.33,2015-03-12
2015-03-12T10:00:03Z,15.31,2015-03-12
2015-03-12T10:20:04Z,15.3,2015-03-12
2015-03-12T10:39:56Z,15.29,2015-03-12
2015-03-12T10:59:57Z,15.29,2015-03-12
2015-03-12T11:19:58Z,15.28,2015-03-12
2015-03-12T11:39:59Z,15.27,2015-03-12
2015-03-12T12:00:00Z,15.26,2015-03-12
2015-03-12T12:20:01Z,15.27,2015-03-12
2015-03-12T12:40:02Z,15.29,2015-03-12
2015-03-12T13:00:03Z,15.29,2015-03-12
2015-03-12T13:20:04Z,15.27,2015-03-12
2015-03-12T13:39:56Z,15.27,2015-03-12
2015-03-12T13:59:57Z,15.27,2015-03-12
2015-03-12T14:19:58Z,15.27,2015-03-12
2015-03-12T14:39:59Z,15.27,2015-03-12
2015-03-12T15:00:00Z,15.29,2015-03-12
2015-03-12T15:20:01Z,15.3,2015-03-12
2015-03-12T15:40:02Z,15.32,2015-03-12
2015-03-12T16:00:03Z,15.34,2015-03-12
2015-03-12T16:20:04Z,15.36,2015-03-12
2015-03-12T16:39:56Z,15.37,2015-03-12
2015-03-12T16:59:57Z,15.39,2015-03-12
2015-03-12T17:19:58Z,15.41,2015-03-12
2015-03-12T17:39:59Z,15.43,2015-03-12
2015-03-12T18:00:00Z,15.45,2015-03-12
2015-03-12T18:20:01Z,15.48,2015-03-12
2015-03-12T18:40:02Z,15.51,2015-03-12
2015-03-12T19:00:03Z,15.51,2015-03-12
2015-03-12T19:20:04Z,15.51,2015-03-12
2015-03-12T19:39:56Z,15.51,2015-03-12
2015-03-12T19:59:57Z,15.52,2015-03-12
2015-03-12T20:19:58Z,15.53,2015-03-12
2015-03-12T20:39:59Z,15.54,2015-03-12
2015-03-12T21:00:00Z,15.53,2015-03-12
2015-03-12T21:20:01Z,15.51,2015-03-12
2015-03-12T21:40:02Z,15.5,2015-03-12
2015-03-12T22:00:03Z,15.5,2015-03-12
2015-03-12T22:20:04Z,15.49,2015-03-12
2015-03-12T22:39:56Z,15.49,2015-03-12
2015-03-12T22:59:57Z,15.49,2015-03-12
2015-03-12T23:19:58Z,15.5,2015-03-12
2015-03-12T23:39:59Z,15.5,2015-03-12
2015-03-13T00:00:00Z,15.51,2015-03-13
2015-03-13T00:20:01Z,15.51,2015-03-13
2015-03-13T00:40:02Z,15.52,2015-03-13
2015-03-13T01:00:03Z,15.52,2015-03-13
2015-03-13T01:20:04Z,15.52,2015-03-13
2015-03-13T01:39:56Z,15.53,2015-03-13
2015-03-13T01:59:57Z,15.53,2015-03-13
2015-03-13T02:19:58Z,15.54,2015-03-13
2015-03-13T02:39:59Z,15.54,2015-03-13
2015-03-13T03:00:00Z,15.54,2015-03-13
2015-03-13T03:20:01Z,15.56,2015-03-13
2015-03-13T03:40:02Z,15.57,2015-03-13
2015-03-13T04:00:03Z,15.58,2015-03-13
2015-03-13T04:20:04Z,15.59,2015-03-13
2015-03-13T04:39:56Z,15.59,2015-03-13
2015-03-13T04:59:57Z,15.57,2015-03-13
2015-03-13T05:19:58Z,15.56,2015-03-13
2015-03-13T05:39:59Z,15.56,2015-03-13
2015-03-13T06:00:00Z,15.56,2015-03-13
2015-03-13T06:20:01Z,15.56,2015-03-13
2015-03-13T06:40:02Z,15.56,2015-03-13
2015-03-13T07:00:03Z,15.56,2015-03-13
2015-03-13T07:20:04Z,15.56,2015-03-13
2015-03-13T07:39:56Z,15.56,2015-03-13
2015-03-13T07:59:57Z,15.56,2015-03-13
2015-03-13T08:19:58Z,15.55,2015-03-13
2015-03-13T08:39:59Z,15.54,2015-03-13
2015-03-13T09:00:00Z,15.53,2015-03-13
2015-03-13T09:20:01Z,15.53,2015-03-13
2015-03-13T09:40:02Z,15.52,2015-03-13
2015-03-13T10:00:03Z,15.51,2015-03-13
2015-03-13T10:20:04Z,15.51,2015-03-13
2015-03-13T10:39:56Z,15.51,2015-03-13
2015-03-13T10:59:57Z,15.51,2015-03-13
