Timestamp,Sensor 0,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,
2023-08-09 20:14:10.185479,17.964211250784402,17.88186223641658,17.939008177899527,22.959761972230098,24.29292878585557,24.406864965524182,24.2113588354841,
2023-08-09 20:14:16.681392,17.964211250784402,17.88186223641658,17.939008177899527,22.959761972230098,24.29292878585557,24.406864965524182,24.2113588354841,
2023-08-09 20:14:23.241983,17.964211250784402,17.88186223641658,17.939008177899527,22.959761972230098,24.29292878585557,24.406864965524182,24.2113588354841,
2023-08-09 20:14:29.739783,17.964211250784402,17.88186223641658,17.939008177899527,23.02250738776667,24.29292878585557,24.406864965524182,24.2113588354841,
2023-08-09 20:14:36.233943,17.964211250784402,17.88186223641658,17.939008177899527,23.02250738776667,24.29292878585557,24.406864965524182,24.2113588354841,
2023-08-09 20:14:42.761954,17.964211250784402,17.88186223641658,17.939008177899527,23.02250738776667,24.29292878585557,24.406864965524182,24.2113588354841,
2023-08-09 20:14:49.257930,17.964211250784402,17.88186223641658,17.939008177899527,23.02250738776667,24.29292878585557,24.406864965524182,24.2113588354841,
2023-08-09 20:14:55.753297,17.964211250784402,17.88186223641658,17.939008177899527,23.02250738776667,24.29292878585557,24.406864965524182,24.2113588354841,
2023-08-09 20:15:02.249318,17.964211250784402,17.88186223641658,17.939008177899527,23.02250738776667,24.29292878585557,24.406864965524182,24.2113588354841,
2023-08-09 20:15:08.745872,17.964211250784402,17.88186223641658,17.939008177899527,23.02250738776667,24.29292878585557,24.406864965524182,24.2113588354841,
2023-08-09 20:15:15.243852,17.964211250784402,17.88186223641658,17.939008177899527,22.959761972230098,24.29292878585557,24.470280336202123,24.2113588354841,
2023-08-09 20:15:21.737297,17.964211250784402,17.88186223641658,17.939008177899527,23.02250738776667,24.29292878585557,24.406864965524182,24.2113588354841,
2023-08-09 20:15:28.233926,17.964211250784402,17.88186223641658,17.939008177899527,23.02250738776667,24.29292878585557,24.406864965524182,24.2113588354841,
2023-08-09 20:15:34.749506,17.964211250784402,17.88186223641658,17.939008177899527,23.02250738776667,24.29292878585557,24.406864965524182,24.2113588354841,
2023-08-09 20:15:41.225335,17.964211250784402,17.819398128091724,17.939008177899527,23.02250738776667,24.29292878585557,24.406864965524182,24.2113588354841,
2023-08-09 20:15:47.754180,17.964211250784402,17.88186223641658,17.939008177899527,23.02250738776667,24.2296764088714,24.406864965524182,24.2113588354841,
2023-08-09 20:15:54.259797,17.964211250784402,17.88186223641658,17.939008177899527,23.02250738776667,24.29292878585557,24.406864965524182,24.2113588354841,
2023-08-09 20:16:00.747953,17.964211250784402,17.88186223641658,17.939008177899527,23.02250738776667,24.29292878585557,24.406864965524182,24.2113588354841,
2023-08-09 20:16:07.241943,17.964211250784402,17.88186223641658,17.939008177899527,23.02250738776667,24.29292878585557,24.406864965524182,24.2113588354841,
