date_time,temp,extreme,chill,t
2015-08-15T00:00:00Z,16.27,20.27,12.27,2015-08-15
2015-08-15T00:20:01Z,16.34,20.34,12.34,2015-08-15
2015-08-15T00:40:02Z,16.26,20.26,12.260000000000002,2015-08-15
2015-08-15T01:00:03Z,16.03,20.03,12.030000000000001,2015-08-15
2015-08-15T01:20:04Z,15.85,19.85,11.85,2015-08-15
2015-08-15T01:39:56Z,15.71,19.71,11.71,2015-08-15
2015-08-15T01:59:57Z,15.6,19.6,11.6,2015-08-15
2015-08-15T02:19:58Z,15.55,19.55,11.55,2015-08-15
2015-08-15T02:39:59Z,15.57,19.57,11.57,2015-08-15
2015-08-15T03:00:00Z,15.59,19.59,11.59,2015-08-15
2015-08-15T03:20:01Z,15.63,19.630000000000003,11.63,2015-08-15
2015-08-15T03:40:02Z,15.77,19.77,11.77,2015-08-15
2015-08-15T04:00:03Z,15.96,19.96,11.96,2015-08-15
2015-08-15T04:20:04Z,16.04,20.04,12.04,2015-08-15
2015-08-15T04:39:56Z,16.03,20.03,12.030000000000001,2015-08-15
2015-08-15T04:59:57Z,16.06,20.06,12.059999999999999,2015-08-15
2015-08-15T05:19:58Z,16.18,20.18,12.18,2015-08-15
2015-08-15T05:39:59Z,16.33,20.33,12.329999999999998,2015-08-15
2015-08-15T06:00:00Z,16.45,20.45,12.45,2015-08-15
2015-08-15T06:20:01Z,16.58,20.58,12.579999999999998,2015-08-15
2015-08-15T06:40:02Z,16.68,20.68,12.68,2015-08-15
2015-08-15T07:00:03Z,16.47,20.47,12.469999999999999,2015-08-15
2015-08-15T07:20:04Z,15.89,19.89,11.89,2015-08-15
2015-08-15T07:39:56Z,15.38,19.380000000000003,11.38,2015-08-15
2015-08-15T07:59:57Z,15.31,19.310000000000002,11.31,2015-08-15
2015-08-15T08:19:58Z,15.56,19.560000000000002,11.56,2015-08-15
2015-08-15T08:39:59Z,15.87,19.869999999999997,11.87,2015-08-15
2015-08-15T09:00:00Z,16.18,20.18,12.18,2015-08-15
2015-08-15T09:20:01Z,16.48,20.48,12.48,2015-08-15
2015-08-15T09:40:02Z,16.73,20.73,12.73,2015-08-15
2015-08-15T10:00:03Z,16.92,20.92,12.920000000000002,2015-08-15
2015-08-15T10:20:04Z,17.06,21.06,13.059999999999999,2015-08-15
2015-08-15T10:39:56Z,17.14,21.14,13.14,2015-08-15
2015-08-15T10:59:57Z,17.11,21.11,13.11,2015-08-15
2015-08-15T11:19:58Z,16.98,20.98,12.98,2015-08-15
2015-08-15T11:39:59Z,16.83,20.83,12.829999999999998,2015-08-15
2015-08-15T12:00:00Z,16.72,20.72,12.719999999999999,2015-08-15
2015-08-15T12:20:01Z,16.63,20.63,12.629999999999999,2015-08-15
2015-08-15T12:40:02Z,16.58,20.58,12.579999999999998,2015-08-15
2015-08-15T13:00:03Z,16.5,20.5,12.5,2015-08-15
2015-08-15T13:20:04Z,16.28,20.28,12.280000000000001,2015-08-15
2015-08-15T13:39:56Z,16,20,12,2015-08-15
2015-08-15T13:59:57Z,15.82,19.82,11.82,2015-08-15
2015-08-15T14:19:58Z,15.72,19.72,11.72,2015-08-15
2015-08-15T14:39:59Z,15.62,19.619999999999997,11.62,2015-08-15
2015-08-15T15:00:00Z,15.46,19.46,11.46,2015-08-15
2015-08-15T15:20:01Z,15.16,19.16,11.16,2015-08-15
2015-08-15T15:40:02Z,14.81,18.810000000000002,10.81,2015-08-15
2015-08-15T16:00:03Z,14.54,18.54,10.54,2015-08-15
2015-08-15T16:20:04Z,14.35,18.35,10.35,2015-08-15
2015-08-15T16:39:56Z,14.29,18.29,10.29,2015-08-15
2015-08-15T16:59:57Z,14.47,18.47,10.47,2015-08-15
2015-08-15T17:19:58Z,14.88,18.880000000000003,10.88,2015-08-15
2015-08-15T17:39:59Z,15.44,19.439999999999998,11.44,2015-08-15
2015-08-15T18:00:00Z,15.99,19.990000000000002,11.99,2015-08-15
2015-08-15T18:20:01Z,16.17,20.17,12.170000000000002,2015-08-15
2015-08-15T18:40:02Z,15.98,19.98,11.98,2015-08-15
2015-08-15T19:00:03Z,15.85,19.85,11.85,2015-08-15
2015-08-15T19:20:04Z,15.84,19.84,11.84,2015-08-15
2015-08-15T19:39:56Z,15.82,19.82,11.82,2015-08-15
2015-08-15T19:59:57Z,15.94,19.939999999999998,11.94,2015-08-15
2015-08-15T20:19:58Z,16.29,20.29,12.29,2015-08-15
2015-08-15T20:39:59Z,16.63,20.63,12.629999999999999,2015-08-15
2015-08-15T21:00:00Z,16.86,20.86,12.86,2015-08-15
2015-08-15T21:20:01Z,17.05,21.05,13.05,2015-08-15
2015-08-15T21:40:02Z,17.23,21.23,13.23,2015-08-15
2015-08-15T22:00:03Z,17.32,21.32,13.32,2015-08-15
2015-08-15T22:20:04Z,17.32,21.32,13.32,2015-08-15
2015-08-15T22:39:56Z,17.34,21.34,13.34,2015-08-15
2015-08-15T22:59:57Z,17.47,21.47,13.469999999999999,2015-08-15
2015-08-15T23:19:58Z,17.62,21.62,13.620000000000001,2015-08-15
2015-08-15T23:39:59Z,17.62,21.62,13.620000000000001,2015-08-15
2015-08-16T00:00:00Z,17.49,21.49,13.489999999999998,2015-08-16
2015-08-16T00:20:01Z,17.22,21.22,13.219999999999999,2015-08-16
2015-08-16T00:40:02Z,16.85,20.85,12.850000000000001,2015-08-16
2015-08-16T01:00:03Z,16.51,20.51,12.510000000000002,2015-08-16
2015-08-16T01:20:04Z,16.31,20.31,12.309999999999999,2015-08-16
2015-08-16T01:39:56Z,16.17,20.17,12.170000000000002,2015-08-16
2015-08-16T01:59:57Z,15.94,19.939999999999998,11.94,2015-08-16
2015-08-16T02:19:58Z,15.65,19.65,11.65,2015-08-16
2015-08-16T02:39:59Z,15.36,19.36,11.36,2015-08-16
2015-08-16T03:00:00Z,15.05,19.05,11.05,2015-08-16
2015-08-16T03:20:01Z,14.71,18.71,10.71,2015-08-16
2015-08-16T03:40:02Z,14.4,18.4,10.4,2015-08-16
2015-08-16T04:00:03Z,14.17,18.17,10.17,2015-08-16
2015-08-16T04:20:04Z,14.01,18.009999999999998,10.01,2015-08-16
2015-08-16T04:39:56Z,13.92,17.92,9.92,2015-08-16
2015-08-16T04:59:57Z,13.88,17.880000000000003,9.88,2015-08-16
2015-08-16T05:19:58Z,13.88,17.880000000000003,9.88,2015-08-16
2015-08-16T05:39:59Z,13.92,17.92,9.92,2015-08-16
2015-08-16T06:00:00Z,13.99,17.990000000000002,9.99,2015-08-16
2015-08-16T06:20:01Z,14.09,18.09,10.09,2015-08-16
2015-08-16T06:40:02Z,14.19,18.189999999999998,10.19,2015-08-16
2015-08-16T07:00:03Z,14.33,18.33,10.33,2015-08-16
2015-08-16T07:20:04Z,14.63,18.630000000000003,10.63,2015-08-16
2015-08-16T07:39:56Z,14.91,18.91,10.91,2015-08-16
2015-08-16T07:59:57Z,14.93,18.93,10.93,2015-08-16
2015-08-16T08:19:58Z,14.88,18.880000000000003,10.88,2015-08-16
2015-08-16T08:39:59Z,15.03,19.03,11.03,2015-08-16
2015-08-16T09:00:00Z,15.2,19.2,11.2,2015-08-16
2015-08-16T09:20:01Z,15.23,19.23,11.23,2015-08-16
2015-08-16T09:40:02Z,15.22,19.22,11.22,2015-08-16
2015-08-16T10:00:03Z,15.29,19.29,11.29,2015-08-16
2015-08-16T10:20:04Z,15.53,19.53,11.53,2015-08-16
2015-08-16T10:39:56Z,15.88,19.880000000000003,11.88,2015-08-16
2015-08-16T10:59:57Z,16.2,20.2,12.2,2015-08-16
2015-08-16T11:19:58Z,16.42,20.42,12.420000000000002,2015-08-16
2015-08-16T11:39:59Z,16.47,20.47,12.469999999999999,2015-08-16
2015-08-16T12:00:00Z,16.33,20.33,12.329999999999998,2015-08-16
2015-08-16T12:20:01Z,16.18,20.18,12.18,2015-08-16
2015-08-16T12:40:02Z,16.12,20.12,12.120000000000001,2015-08-16
2015-08-16T13:00:03Z,16.1,20.1,12.100000000000001,2015-08-16
2015-08-16T13:20:04Z,16.08,20.08,12.079999999999998,2015-08-16
2015-08-16T13:39:56Z,16.02,20.02,12.02,2015-08-16
2015-08-16T13:59:57Z,15.9,19.9,11.9,2015-08-16
2015-08-16T14:19:58Z,15.8,19.8,11.8,2015-08-16
2015-08-16T14:39:59Z,15.81,19.810000000000002,11.81,2015-08-16
2015-08-16T15:00:00Z,15.92,19.92,11.92,2015-08-16
2015-08-16T15:20:01Z,16.01,20.01,12.010000000000002,2015-08-16
2015-08-16T15:40:02Z,16.06,20.06,12.059999999999999,2015-08-16
2015-08-16T16:00:03Z,16.11,20.11,12.11,2015-08-16
2015-08-16T16:20:04Z,16.12,20.12,12.120000000000001,2015-08-16
2015-08-16T16:39:56Z,16.1,20.1,12.100000000000001,2015-08-16
2015-08-16T16:59:57Z,16.06,20.06,12.059999999999999,2015-08-16
2015-08-16T17:19:58Z,16.03,20.03,12.030000000000001,2015-08-16
2015-08-16T17:39:59Z,16.19,20.19,12.190000000000001,2015-08-16
2015-08-16T18:00:00Z,16.52,20.52,12.52,2015-08-16
2015-08-16T18:20:01Z,16.66,20.66,12.66,2015-08-16
2015-08-16T18:40:02Z,16.63,20.63,12.629999999999999,2015-08-16
2015-08-16T19:00:03Z,16.68,20.68,12.68,2015-08-16
2015-08-16T19:20:04Z,16.9,20.9,12.899999999999999,2015-08-16
2015-08-16T19:39:56Z,17.3,21.3,13.3,2015-08-16
2015-08-16T19:59:57Z,17.65,21.65,13.649999999999999,2015-08-16
2015-08-16T20:19:58Z,17.63,21.63,13.629999999999999,2015-08-16
2015-08-16T20:39:59Z,17.18,21.18,13.18,2015-08-16
2015-08-16T21:00:00Z,16.54,20.54,12.54,2015-08-16
2015-08-16T21:20:01Z,15.9,19.9,11.9,2015-08-16
2015-08-16T21:40:02Z,15.37,19.369999999999997,11.37,2015-08-16
2015-08-16T22:00:03Z,15.34,19.34,11.34,2015-08-16
2015-08-16T22:20:04Z,15.96,19.96,11.96,2015-08-16
2015-08-16T22:39:56Z,16.77,20.77,12.77,2015-08-16
2015-08-16T22:59:57Z,17.43,21.43,13.43,2015-08-16
2015-08-16T23:19:58Z,17.78,21.78,13.780000000000001,2015-08-16
2015-08-16T23:39:59Z,17.48,21.48,13.48,2015-08-16
2015-08-17T00:00:00Z,16.67,20.67,12.670000000000002,2015-08-17
2015-08-17T00:20:01Z,15.95,19.95,11.95,2015-08-17
2015-08-17T00:40:02Z,15.45,19.45,11.45,2015-08-17
2015-08-17T01:00:03Z,15.08,19.08,11.08,2015-08-17
2015-08-17T01:20:04Z,14.81,18.810000000000002,10.81,2015-08-17
2015-08-17T01:39:56Z,14.67,18.67,10.67,2015-08-17
2015-08-17T01:59:57Z,14.61,18.61,10.61,2015-08-17
2015-08-17T02:19:58Z,14.59,18.59,10.59,2015-08-17
2015-08-17T02:39:59Z,14.76,18.759999999999998,10.76,2015-08-17
2015-08-17T03:00:00Z,15.18,19.18,11.18,2015-08-17
2015-08-17T03:20:01Z,15.64,19.64,11.64,2015-08-17
2015-08-17T03:40:02Z,15.98,19.98,11.98,2015-08-17
2015-08-17T04:00:03Z,16.25,20.25,12.25,2015-08-17
2015-08-17T04:20:04Z,16.47,20.47,12.469999999999999,2015-08-17
2015-08-17T04:39:56Z,16.62,20.62,12.620000000000001,2015-08-17
2015-08-17T04:59:57Z,16.74,20.74,12.739999999999998,2015-08-17
2015-08-17T05:19:58Z,16.8,20.8,12.8,2015-08-17
2015-08-17T05:39:59Z,16.85,20.85,12.850000000000001,2015-08-17
2015-08-17T06:00:00Z,16.9,20.9,12.899999999999999,2015-08-17
2015-08-17T06:20:01Z,16.78,20.78,12.780000000000001,2015-08-17
2015-08-17T06:40:02Z,16.37,20.37,12.370000000000001,2015-08-17
2015-08-17T07:00:03Z,15.9,19.9,11.9,2015-08-17
2015-08-17T07:20:04Z,15.59,19.59,11.59,2015-08-17
2015-08-17T07:39:56Z,15.39,19.39,11.39,2015-08-17
2015-08-17T07:59:57Z,15.27,19.27,11.27,2015-08-17
2015-08-17T08:19:58Z,15.22,19.22,11.22,2015-08-17
2015-08-17T08:39:59Z,15.26,19.259999999999998,11.26,2015-08-17
2015-08-17T09:00:00Z,15.41,19.41,11.41,2015-08-17
2015-08-17T09:20:01Z,15.64,19.64,11.64,2015-08-17
2015-08-17T09:40:02Z,15.88,19.880000000000003,11.88,2015-08-17
2015-08-17T10:00:03Z,16.08,20.08,12.079999999999998,2015-08-17
2015-08-17T10:20:04Z,16.27,20.27,12.27,2015-08-17
2015-08-17T10:39:56Z,16.4,20.4,12.399999999999999,2015-08-17
2015-08-17T10:59:57Z,16.25,20.25,12.25,2015-08-17
2015-08-17T11:19:58Z,15.82,19.82,11.82,2015-08-17
2015-08-17T11:39:59Z,15.46,19.46,11.46,2015-08-17
2015-08-17T12:00:00Z,15.37,19.369999999999997,11.37,2015-08-17
2015-08-17T12:20:01Z,15.47,19.47,11.47,2015-08-17
2015-08-17T12:40:02Z,15.68,19.68,11.68,2015-08-17
2015-08-17T13:00:03Z,15.95,19.95,11.95,2015-08-17
2015-08-17T13:20:04Z,16.2,20.2,12.2,2015-08-17
2015-08-17T13:39:56Z,16.39,20.39,12.39,2015-08-17
2015-08-17T13:59:57Z,16.57,20.57,12.57,2015-08-17
2015-08-17T14:19:58Z,16.77,20.77,12.77,2015-08-17
2015-08-17T14:39:59Z,16.95,20.95,12.95,2015-08-17
2015-08-17T15:00:00Z,17.13,21.13,13.129999999999999,2015-08-17
2015-08-17T15:20:01Z,17.3,21.3,13.3,2015-08-17
2015-08-17T15:40:02Z,17.4,21.4,13.399999999999999,2015-08-17
2015-08-17T16:00:03Z,17.31,21.31,13.309999999999999,2015-08-17
2015-08-17T16:20:04Z,17.09,21.09,13.09,2015-08-17
2015-08-17T16:39:56Z,16.89,20.89,12.89,2015-08-17
2015-08-17T16:59:57Z,16.76,20.76,12.760000000000002,2015-08-17
2015-08-17T17:19:58Z,16.65,20.65,12.649999999999999,2015-08-17
2015-08-17T17:39:59Z,16.56,20.56,12.559999999999999,2015-08-17
2015-08-17T18:00:00Z,16.53,20.53,12.530000000000001,2015-08-17
2015-08-17T18:20:01Z,16.56,20.56,12.559999999999999,2015-08-17
2015-08-17T18:40:02Z,16.62,20.62,12.620000000000001,2015-08-17
2015-08-17T19:00:03Z,16.74,20.74,12.739999999999998,2015-08-17
2015-08-17T19:20:04Z,16.86,20.86,12.86,2015-08-17
2015-08-17T19:39:56Z,16.83,20.83,12.829999999999998,2015-08-17
2015-08-17T19:59:57Z,16.63,20.63,12.629999999999999,2015-08-17
2015-08-17T20:19:58Z,16.46,20.46,12.46,2015-08-17
2015-08-17T20:39:59Z,16.34,20.34,12.34,2015-08-17
2015-08-17T21:00:00Z,16.19,20.19,12.190000000000001,2015-08-17
2015-08-17T21:20:01Z,16,20,12,2015-08-17
2015-08-17T21:40:02Z,15.84,19.84,11.84,2015-08-17
2015-08-17T22:00:03Z,15.76,19.759999999999998,11.76,2015-08-17
2015-08-17T22:20:04Z,15.74,19.740000000000002,11.74,2015-08-17
2015-08-17T22:39:56Z,15.77,19.77,11.77,2015-08-17
2015-08-17T22:59:57Z,15.88,19.880000000000003,11.88,2015-08-17
2015-08-17T23:19:58Z,16.12,20.12,12.120000000000001,2015-08-17
2015-08-17T23:39:59Z,16.42,20.42,12.420000000000002,2015-08-17
2015-08-18T00:00:00Z,16.71,20.71,12.71,2015-08-18
2015-08-18T00:20:01Z,17.02,21.02,13.02,2015-08-18
2015-08-18T00:40:02Z,17.41,21.41,13.41,2015-08-18
2015-08-18T01:00:03Z,17.82,21.82,13.82,2015-08-18
2015-08-18T01:20:04Z,18.07,22.07,14.07,2015-08-18
2015-08-18T01:39:56Z,18.03,22.03,14.030000000000001,2015-08-18
2015-08-18T01:59:57Z,17.83,21.83,13.829999999999998,2015-08-18
2015-08-18T02:19:58Z,17.64,21.64,13.64,2015-08-18
2015-08-18T02:39:59Z,17.51,21.51,13.510000000000002,2015-08-18
2015-08-18T03:00:00Z,17.41,21.41,13.41,2015-08-18
2015-08-18T03:20:01Z,17.36,21.36,13.36,2015-08-18
2015-08-18T03:40:02Z,17.35,21.35,13.350000000000001,2015-08-18
2015-08-18T04:00:03Z,17.36,21.36,13.36,2015-08-18
2015-08-18T04:20:04Z,17.38,21.38,13.379999999999999,2015-08-18
2015-08-18T04:39:56Z,17.41,21.41,13.41,2015-08-18
2015-08-18T04:59:57Z,17.51,21.51,13.510000000000002,2015-08-18
2015-08-18T05:19:58Z,17.72,21.72,13.719999999999999,2015-08-18
2015-08-18T05:39:59Z,17.98,21.98,13.98,2015-08-18
2015-08-18T06:00:00Z,18.22,22.22,14.219999999999999,2015-08-18
2015-08-18T06:20:01Z,18.43,22.43,14.43,2015-08-18
2015-08-18T06:40:02Z,18.63,22.63,14.629999999999999,2015-08-18
2015-08-18T07:00:03Z,18.81,22.81,14.809999999999999,2015-08-18
2015-08-18T07:20:04Z,18.97,22.97,14.969999999999999,2015-08-18
2015-08-18T07:39:56Z,19.1,23.1,15.100000000000001,2015-08-18
2015-08-18T07:59:57Z,19.15,23.15,15.149999999999999,2015-08-18
2015-08-18T08:19:58Z,19.08,23.08,15.079999999999998,2015-08-18
2015-08-18T08:39:59Z,18.96,22.96,14.96,2015-08-18
2015-08-18T09:00:00Z,18.88,22.88,14.879999999999999,2015-08-18
2015-08-18T09:20:01Z,18.85,22.85,14.850000000000001,2015-08-18
2015-08-18T09:40:02Z,18.86,22.86,14.86,2015-08-18
2015-08-18T10:00:03Z,18.89,22.89,14.89,2015-08-18
2015-08-18T10:20:04Z,18.92,22.92,14.920000000000002,2015-08-18
2015-08-18T10:39:56Z,18.93,22.93,14.93,2015-08-18
2015-08-18T10:59:57Z,18.92,22.92,14.920000000000002,2015-08-18
2015-08-18T11:19:58Z,18.83,22.83,14.829999999999998,2015-08-18
2015-08-18T11:39:59Z,18.67,22.67,14.670000000000002,2015-08-18
2015-08-18T12:00:00Z,18.55,22.55,14.55,2015-08-18
2015-08-18T12:20:01Z,18.58,22.58,14.579999999999998,2015-08-18
2015-08-18T12:40:02Z,18.7,22.7,14.7,2015-08-18
2015-08-18T13:00:03Z,18.88,22.88,14.879999999999999,2015-08-18
2015-08-18T13:20:04Z,19.03,23.03,15.030000000000001,2015-08-18
2015-08-18T13:39:56Z,19.08,23.08,15.079999999999998,2015-08-18
2015-08-18T13:59:57Z,19.06,23.06,15.059999999999999,2015-08-18
2015-08-18T14:19:58Z,19.05,23.05,15.05,2015-08-18
2015-08-18T14:39:59Z,19.05,23.05,15.05,2015-08-18
2015-08-18T15:00:00Z,19.06,23.06,15.059999999999999,2015-08-18
2015-08-18T15:20:01Z,19.08,23.08,15.079999999999998,2015-08-18
2015-08-18T15:40:02Z,19.09,23.09,15.09,2015-08-18
2015-08-18T16:00:03Z,19.08,23.08,15.079999999999998,2015-08-18
2015-08-18T16:20:04Z,19.04,23.04,15.04,2015-08-18
2015-08-18T16:39:56Z,19,23,15,2015-08-18
2015-08-18T16:59:57Z,18.93,22.93,14.93,2015-08-18
2015-08-18T17:19:58Z,18.81,22.81,14.809999999999999,2015-08-18
2015-08-18T17:39:59Z,18.73,22.73,14.73,2015-08-18
2015-08-18T18:00:00Z,18.71,22.71,14.71,2015-08-18
2015-08-18T18:20:01Z,18.6,22.6,14.600000000000001,2015-08-18
2015-08-18T18:40:02Z,18.34,22.34,14.34,2015-08-18
2015-08-18T19:00:03Z,18.09,22.09,14.09,2015-08-18
2015-08-18T19:20:04Z,17.9,21.9,13.899999999999999,2015-08-18
2015-08-18T19:39:56Z,17.77,21.77,13.77,2015-08-18
2015-08-18T19:59:57Z,17.64,21.64,13.64,2015-08-18
2015-08-18T20:19:58Z,17.55,21.55,13.55,2015-08-18
2015-08-18T20:39:59Z,17.6,21.6,13.600000000000001,2015-08-18
2015-08-18T21:00:00Z,17.66,21.66,13.66,2015-08-18
2015-08-18T21:20:01Z,17.51,21.51,13.510000000000002,2015-08-18
2015-08-18T21:40:02Z,17.21,21.21,13.21,2015-08-18
2015-08-18T22:00:03Z,17.01,21.01,13.010000000000002,2015-08-18
2015-08-18T22:20:04Z,16.88,20.88,12.879999999999999,2015-08-18
2015-08-18T22:39:56Z,16.72,20.72,12.719999999999999,2015-08-18
2015-08-18T22:59:57Z,16.57,20.57,12.57,2015-08-18
2015-08-18T23:19:58Z,16.55,20.55,12.55,2015-08-18
2015-08-18T23:39:59Z,16.61,20.61,12.61,2015-08-18
2015-08-19T00:00:00Z,16.7,20.7,12.7,2015-08-19
2015-08-19T00:20:01Z,16.82,20.82,12.82,2015-08-19
2015-08-19T00:40:02Z,17,21,13,2015-08-19
2015-08-19T01:00:03Z,17.25,21.25,13.25,2015-08-19
2015-08-19T01:20:04Z,17.61,21.61,13.61,2015-08-19
2015-08-19T01:39:56Z,17.96,21.96,13.96,2015-08-19
2015-08-19T01:59:57Z,18.16,22.16,14.16,2015-08-19
2015-08-19T02:19:58Z,18.24,22.24,14.239999999999998,2015-08-19
2015-08-19T02:39:59Z,18.28,22.28,14.280000000000001,2015-08-19
2015-08-19T03:00:00Z,18.27,22.27,14.27,2015-08-19
2015-08-19T03:20:01Z,18.23,22.23,14.23,2015-08-19
2015-08-19T03:40:02Z,18.18,22.18,14.18,2015-08-19
2015-08-19T04:00:03Z,18.12,22.12,14.120000000000001,2015-08-19
2015-08-19T04:20:04Z,18.03,22.03,14.030000000000001,2015-08-19
2015-08-19T04:39:56Z,17.93,21.93,13.93,2015-08-19
2015-08-19T04:59:57Z,17.7,21.7,13.7,2015-08-19
2015-08-19T05:19:58Z,17.33,21.33,13.329999999999998,2015-08-19
2015-08-19T05:39:59Z,16.95,20.95,12.95,2015-08-19
2015-08-19T06:00:00Z,16.65,20.65,12.649999999999999,2015-08-19
2015-08-19T06:20:01Z,16.41,20.41,12.41,2015-08-19
2015-08-19T06:40:02Z,16.21,20.21,12.21,2015-08-19
2015-08-19T07:00:03Z,16.08,20.08,12.079999999999998,2015-08-19
2015-08-19T07:20:04Z,16.02,20.02,12.02,2015-08-19
2015-08-19T07:39:56Z,16.03,20.03,12.030000000000001,2015-08-19
2015-08-19T07:59:57Z,16.07,20.07,12.07,2015-08-19
2015-08-19T08:19:58Z,16.13,20.13,12.129999999999999,2015-08-19
2015-08-19T08:39:59Z,16.21,20.21,12.21,2015-08-19
2015-08-19T09:00:00Z,16.26,20.26,12.260000000000002,2015-08-19
2015-08-19T09:20:01Z,16.29,20.29,12.29,2015-08-19
2015-08-19T09:40:02Z,16.3,20.3,12.3,2015-08-19
2015-08-19T10:00:03Z,16.34,20.34,12.34,2015-08-19
2015-08-19T10:20:04Z,16.4,20.4,12.399999999999999,2015-08-19
2015-08-19T10:39:56Z,16.43,20.43,12.43,2015-08-19
2015-08-19T10:59:57Z,16.44,20.44,12.440000000000001,2015-08-19
2015-08-19T11:19:58Z,16.43,20.43,12.43,2015-08-19
2015-08-19T11:39:59Z,16.41,20.41,12.41,2015-08-19
2015-08-19T12:00:00Z,16.38,20.38,12.379999999999999,2015-08-19
2015-08-19T12:20:01Z,16.37,20.37,12.370000000000001,2015-08-19
2015-08-19T12:40:02Z,16.36,20.36,12.36,2015-08-19
2015-08-19T13:00:03Z,16.32,20.32,12.32,2015-08-19
2015-08-19T13:20:04Z,16.26,20.26,12.260000000000002,2015-08-19
2015-08-19T13:39:56Z,16.22,20.22,12.219999999999999,2015-08-19
2015-08-19T13:59:57Z,16.21,20.21,12.21,2015-08-19
2015-08-19T14:19:58Z,16.21,20.21,12.21,2015-08-19
2015-08-19T14:39:59Z,16.22,20.22,12.219999999999999,2015-08-19
2015-08-19T15:00:00Z,16.27,20.27,12.27,2015-08-19
2015-08-19T15:20:01Z,16.36,20.36,12.36,2015-08-19
2015-08-19T15:40:02Z,16.49,20.49,12.489999999999998,2015-08-19
2015-08-19T16:00:03Z,16.63,20.63,12.629999999999999,2015-08-19
2015-08-19T16:20:04Z,16.76,20.76,12.760000000000002,2015-08-19
2015-08-19T16:39:56Z,16.87,20.87,12.870000000000001,2015-08-19
2015-08-19T16:59:57Z,17.02,21.02,13.02,2015-08-19
2015-08-19T17:19:58Z,17.33,21.33,13.329999999999998,2015-08-19
2015-08-19T17:39:59Z,17.8,21.8,13.8,2015-08-19
2015-08-19T18:00:00Z,18.12,22.12,14.120000000000001,2015-08-19
2015-08-19T18:20:01Z,17.93,21.93,13.93,2015-08-19
2015-08-19T18:40:02Z,17.49,21.49,13.489999999999998,2015-08-19
2015-08-19T19:00:03Z,17.14,21.14,13.14,2015-08-19
2015-08-19T19:20:04Z,16.94,20.94,12.940000000000001,2015-08-19
2015-08-19T19:39:56Z,16.79,20.79,12.79,2015-08-19
2015-08-19T19:59:57Z,16.67,20.67,12.670000000000002,2015-08-19
2015-08-19T20:19:58Z,16.56,20.56,12.559999999999999,2015-08-19
2015-08-19T20:39:59Z,16.36,20.36,12.36,2015-08-19
2015-08-19T21:00:00Z,16.13,20.13,12.129999999999999,2015-08-19
2015-08-19T21:20:01Z,15.98,19.98,11.98,2015-08-19
2015-08-19T21:40:02Z,15.87,19.869999999999997,11.87,2015-08-19
2015-08-19T22:00:03Z,15.8,19.8,11.8,2015-08-19
2015-08-19T22:20:04Z,15.74,19.740000000000002,11.74,2015-08-19
2015-08-19T22:39:56Z,15.7,19.7,11.7,2015-08-19
2015-08-19T22:59:57Z,15.76,19.759999999999998,11.76,2015-08-19
2015-08-19T23:19:58Z,15.88,19.880000000000003,11.88,2015-08-19
2015-08-19T23:39:59Z,16.09,20.09,12.09,2015-08-19
2015-08-20T00:00:00Z,16.53,20.53,12.530000000000001,2015-08-20
2015-08-20T00:20:01Z,17,21,13,2015-08-20
2015-08-20T00:40:02Z,17.19,21.19,13.190000000000001,2015-08-20
2015-08-20T01:00:03Z,17.13,21.13,13.129999999999999,2015-08-20
2015-08-20T01:20:04Z,16.85,20.85,12.850000000000001,2015-08-20
2015-08-20T01:39:56Z,16.48,20.48,12.48,2015-08-20
2015-08-20T01:59:57Z,16.24,20.24,12.239999999999998,2015-08-20
2015-08-20T02:19:58Z,16.19,20.19,12.190000000000001,2015-08-20
2015-08-20T02:39:59Z,16.24,20.24,12.239999999999998,2015-08-20
2015-08-20T03:00:00Z,16.33,20.33,12.329999999999998,2015-08-20
2015-08-20T03:20:01Z,16.41,20.41,12.41,2015-08-20
2015-08-20T03:40:02Z,16.44,20.44,12.440000000000001,2015-08-20
2015-08-20T04:00:03Z,16.43,20.43,12.43,2015-08-20
2015-08-20T04:20:04Z,16.45,20.45,12.45,2015-08-20
2015-08-20T04:39:56Z,16.54,20.54,12.54,2015-08-20
2015-08-20T04:59:57Z,16.63,20.63,12.629999999999999,2015-08-20
2015-08-20T05:19:58Z,16.63,20.63,12.629999999999999,2015-08-20
2015-08-20T05:39:59Z,16.62,20.62,12.620000000000001,2015-08-20
2015-08-20T06:00:00Z,16.63,20.63,12.629999999999999,2015-08-20
2015-08-20T06:20:01Z,16.6,20.6,12.600000000000001,2015-08-20
2015-08-20T06:40:02Z,16.56,20.56,12.559999999999999,2015-08-20
2015-08-20T07:00:03Z,16.59,20.59,12.59,2015-08-20
2015-08-20T07:20:04Z,16.7,20.7,12.7,2015-08-20
2015-08-20T07:39:56Z,16.87,20.87,12.870000000000001,2015-08-20
2015-08-20T07:59:57Z,17.04,21.04,13.04,2015-08-20
2015-08-20T08:19:58Z,17.25,21.25,13.25,2015-08-20
2015-08-20T08:39:59Z,17.56,21.56,13.559999999999999,2015-08-20
2015-08-20T09:00:00Z,17.9,21.9,13.899999999999999,2015-08-20
2015-08-20T09:20:01Z,18.14,22.14,14.14,2015-08-20
2015-08-20T09:40:02Z,18.33,22.33,14.329999999999998,2015-08-20
