Timestamp,Chill set,Severe set,Extreme set,Chill heater,Severe heater,Extreme heater,28-00000eb5045f,28-00000eb3fd89,28-00000eb42add,28-00000eb51050,28-00000eb4cb62,28-00000eb50e10,28-00000eb501b0,28-00000eb496d2,28-00000eb3cf7d,28-00000eb52c32,28-00000ec23ab6,28-00000ec25534,28-00000eb4b7e0,28-00000ec24f93,28-00000eb4619b,28-00000eb3f54e,28-00000eb4a798,28-00000eb3e681,
2023-09-04 19:02:21.702747,15.35,19.35,23.35,off,off,off,15.976,15.977333333333334,15.996,16.207,16.439,15.639000000000001,15.722,15.702999999999998,15.808,15.767000000000001,16.291,15.851,15.955,15.977333333333334,16.313,15.07,15.511333333333333,15.347,
2023-09-04 19:03:21.702954,15.35,19.35,23.35,off,off,off,15.954666666666668,15.955999999999998,15.996,16.186,16.439,15.639000000000001,15.722,15.702999999999998,15.808,15.767000000000001,16.27033333333333,15.851,15.955,15.998666666666665,16.313,15.091,15.511333333333333,15.368,
2023-09-04 19:04:21.755772,15.35,19.35,23.35,off,off,off,15.933333333333335,15.955999999999998,15.996,16.165,16.439,15.639000000000001,15.722,15.723999999999998,15.808,15.767000000000001,16.291,15.851,15.955,15.998666666666665,16.313,15.07,15.554,15.368,
2023-09-04 19:05:21.793241,15.35,19.35,23.35,off,off,off,15.954666666666668,15.977333333333334,15.996,16.186,16.439,15.639000000000001,15.722,15.702999999999998,15.808,15.767000000000001,16.291,15.851,15.955,15.977333333333334,16.291666666666668,15.091,15.554,15.305,
2023-09-04 19:06:21.638783,15.35,19.35,23.35,off,off,off,15.933333333333335,15.955999999999998,15.996,16.165,16.439,15.639000000000001,15.722,15.702999999999998,15.808,15.767000000000001,16.27033333333333,15.851,15.955,15.977333333333334,16.27033333333333,15.091,15.532666666666666,15.347000000000001,
2023-09-04 19:07:21.601988,15.35,19.35,23.35,off,off,off,15.912,15.955999999999998,15.996,16.165,16.439,15.639000000000001,15.722,15.702999999999998,15.787333333333335,15.746333333333332,16.291,15.851,15.955,15.998666666666665,16.291666666666668,15.07,15.554,15.368,
2023-09-04 19:08:21.633634,15.35,19.35,23.35,off,off,off,15.912,15.955999999999998,15.996,16.165,16.439,15.639000000000001,15.722,15.702999999999998,15.808,15.767000000000001,16.27033333333333,15.851,15.955,15.977333333333334,16.27033333333333,15.112333333333332,15.554,15.368,
2023-09-04 19:09:21.734406,15.35,19.35,23.35,off,off,off,15.954666666666668,15.955999999999998,15.996,16.165,16.439,15.639000000000001,15.722,15.702999999999998,15.808,15.746333333333334,16.291,15.851,15.955,16.02,16.27033333333333,15.091,15.554,15.368,
2023-09-04 19:10:21.678797,15.35,19.35,23.35,off,off,off,15.976,15.955999999999998,15.996,16.165,16.417666666666666,15.639000000000001,15.722,15.702999999999998,15.808,15.767000000000001,16.291,15.851,15.955,15.977333333333334,16.27033333333333,15.112333333333332,15.532666666666666,15.368,
2023-09-04 19:11:21.793463,16.05,20.05,24.05,off,on,off,15.933333333333335,15.955999999999998,15.996,16.165,16.396333333333335,15.639000000000001,15.722,15.702999999999998,15.808,15.725666666666667,16.27033333333333,15.851,15.955,15.977333333333334,16.27033333333333,15.091,15.554,15.368,
2023-09-04 19:12:21.606135,16.05,20.05,24.05,off,off,15.912,15.955999999999998,15.996,16.165,16.417666666666666,15.639000000000001,15.722,15.702999999999998,15.808,15.746333333333332,16.27033333333333,15.851,15.955,15.977333333333334,16.27033333333333,15.091,15.554,15.368,
2023-09-04 19:13:21.607104,16.05,20.05,24.05,off,on,15.954666666666668,15.955999999999998,15.996,16.165,16.375,15.660333333333332,15.722,15.702999999999998,15.766666666666667,15.746333333333334,16.27033333333333,15.851,15.955,15.955999999999998,16.249,15.091,15.554,15.368,
2023-09-04 19:14:21.660919,16.05,20.05,24.05,off,15.933333333333335,15.955999999999998,15.996,16.165,16.439,15.639000000000001,15.722,15.702999999999998,15.808,15.746333333333334,16.249666666666666,15.851,15.955,15.955999999999998,16.249,15.280666666666667,15.554,15.368,
2023-09-04 19:15:21.759032,16.05,20.05,24.05,off,off,15.912,15.955999999999998,15.996,16.165,16.417666666666666,15.681666666666667,15.722,15.723999999999998,15.787333333333335,15.746333333333334,16.270333333333333,15.851,15.955,15.977333333333334,16.249,15.470333333333334,15.595333333333334,15.368,
2023-09-04 19:16:21.606164,16.05,20.05,24.05,off,on,15.933333333333335,15.955999999999998,15.996,16.165,16.375,15.681666666666667,15.722,15.745,15.808,15.767000000000001,16.249666666666666,15.851,15.955,15.977333333333334,16.249,15.575333333333333,15.658666666666667,15.368,
2023-09-04 19:17:21.593943,16.05,20.05,24.05,off,off,15.933333333333335,15.955999999999998,15.996,16.143666666666665,16.375,15.639000000000001,15.743333333333332,15.766,15.808,15.767000000000001,16.249666666666666,15.851,15.975999999999999,15.977333333333334,16.27033333333333,15.743333333333332,15.743,15.368,
2023-09-04 19:18:21.695464,16.05,20.05,24.05,off,off,15.933333333333335,15.955999999999998,15.996,16.165,16.396333333333335,15.702999999999998,15.764666666666665,15.766,15.808,15.767000000000001,16.270333333333333,15.851,15.975999999999999,16.02,16.249,15.827999999999998,15.807,15.389000000000001,
2023-09-04 19:19:21.670281,16.05,20.05,24.05,off,off,15.976,15.955999999999998,15.996,16.165,16.375,15.702999999999998,15.764666666666665,15.766,15.829,15.767000000000001,16.291,15.851,15.975999999999999,16.02,16.249,15.933,15.848333333333334,15.368,
2023-09-04 19:20:21.669678,16.05,20.05,24.05,off,off,15.954666666666668,15.955999999999998,15.996,16.165,16.375,15.702999999999998,15.786,15.787,15.829,15.788333333333332,16.27033333333333,15.851,15.997,16.02,16.313,16.017666666666667,15.869,15.389000000000001,
2023-09-04 19:21:21.663638,16.05,20.05,24.05,off,off,15.933333333333335,15.955999999999998,15.996,16.165,16.375,15.766,15.807,15.829,15.871,15.830999999999998,16.291,15.914,15.997,16.02,16.27033333333333,16.143666666666665,15.869,15.368,
2023-09-04 19:22:21.726280,16.05,20.05,24.05,off,off,15.933333333333335,15.955999999999998,15.996,16.143666666666665,16.375,15.766,15.807,15.829,15.892000000000001,15.830999999999998,16.291,15.914,16.018,16.02,16.27033333333333,16.227999999999998,15.869,15.431,
2023-09-04 19:23:21.635618,16.05,20.05,24.05,off,off,15.954666666666668,15.955999999999998,15.996,16.143666666666665,16.375,15.808,15.848999999999998,15.871,15.912999999999998,15.830999999999998,16.291,15.914,16.018,16.02,16.313,16.354,15.869,15.389000000000001,
2023-09-04 19:24:21.623878,16.05,20.05,24.05,off,off,15.976,15.955999999999998,15.996,16.143666666666665,16.375,15.829,15.848999999999998,15.892000000000001,15.912999999999998,15.830999999999998,16.291,15.914,16.018,16.02,16.313,16.459333333333333,15.869,15.409999999999998,
2023-09-04 19:25:21.631503,16.05,20.05,24.05,off,off,15.954666666666668,15.955999999999998,15.996,16.101,16.375,15.829,15.912,15.934,15.934,15.872333333333335,16.291,15.914,16.018,16.02,16.313,16.544,15.869,15.409999999999998,
2023-09-04 19:26:21.734157,16.05,20.05,24.05,off,off,15.954666666666668,15.955999999999998,15.996,16.165,16.375,15.892000000000001,15.912,15.955,15.975999999999999,15.893,16.291,15.914,16.018,16.040666666666667,16.313,16.627333333333336,15.869,15.389000000000001,
2023-09-04 19:27:21.670112,16.05,20.05,24.05,off,off,15.933333333333335,15.955999999999998,15.996,16.143666666666665,16.375,15.892000000000001,15.912,15.955,15.997,15.893,16.291,15.914,16.018,16.02,16.313,16.691000000000003,15.848333333333334,15.409999999999998,
2023-09-04 19:28:21.754035,16.05,20.05,24.05,off,off,15.954666666666668,15.955999999999998,15.996,16.122333333333334,16.375,15.934,15.954,16.018,15.997,15.955999999999998,16.291,15.914,16.018,16.02,16.313,16.775,15.848333333333334,15.409999999999998,
2023-09-04 19:29:21.754208,16.05,20.05,24.05,off,off,15.954666666666668,15.955999999999998,15.996,16.122333333333334,16.375,15.975999999999999,15.975,16.060000000000002,16.018,15.955999999999998,16.291,15.914,16.039,16.061333333333334,16.313,16.859,15.869,15.431,
2023-09-04 19:30:21.635689,16.05,20.05,24.05,off,off,15.933333333333335,15.955999999999998,15.996,16.143666666666665,16.375,16.018,16.039,16.060000000000002,16.06,15.998,16.291,15.914,16.060000000000002,16.082,16.313,16.880333333333336,15.848333333333334,15.431,
2023-09-04 19:31:21.593250,16.57,20.57,24.57,on,on,15.976,15.955999999999998,15.996,16.143666666666665,16.375,16.039,16.039,16.122999999999998,16.081,16.019,16.291,15.914,16.081,16.040666666666667,16.313,16.964333333333332,15.807,15.409999999999998,
2023-09-04 19:32:21.687340,16.57,20.57,24.57,15.976,15.955999999999998,15.996,16.122333333333334,16.375,16.081,16.080333333333332,16.144,16.123,16.061,16.291,15.935,16.081,16.082,16.313,16.985,15.848333333333334,15.431,
2023-09-04 19:33:21.571922,16.57,20.57,24.57,15.933333333333335,15.935333333333332,15.996,16.122333333333334,16.375,16.102,16.101,16.186666666666664,16.144000000000002,16.082,16.311999999999998,15.914,16.039,16.082,16.313,17.07,15.848333333333334,15.451999999999998,
2023-09-04 19:34:21.698408,16.57,20.57,24.57,15.976,15.955999999999998,15.996,16.101,16.375,16.144,16.101,16.228666666666665,16.165,16.082,16.312,15.935,16.081,16.082,16.313,17.112,15.890333333333333,15.578000000000001,
2023-09-04 19:35:21.738319,16.57,20.57,24.57,15.954666666666668,15.955999999999998,15.996,16.122333333333334,16.375,16.208,16.165,16.24933333333333,16.206999999999997,16.12333333333333,16.311999999999998,15.976999999999999,16.081,16.082,16.313,17.175,16.038666666666668,15.725,
