Timestamp,Chill set,Severe set,Extreme set,Chill heater,Severe heater,Extreme heater,28-00000eb5045f,28-00000eb3fd89,28-00000eb42add,28-00000eb51050,28-00000eb4cb62,28-00000eb50e10,28-00000eb501b0,28-00000eb496d2,28-00000eb3cf7d,28-00000eb52c32,28-00000ec23ab6,28-00000ec25534,28-00000eb4b7e0,28-00000ec24f93,28-00000eb4619b,28-00000eb3f54e,28-00000eb4a798,28-00000eb3e681,
2023-09-04 18:52:21.764304,15.35,19.35,23.35,off,off,off,15.976,16.02,16.06,16.228,16.502,15.681666666666667,15.786,15.745,15.850000000000001,15.788333333333332,16.291,15.893,16.018,16.02,16.313,15.028,15.49,15.347000000000001,
2023-09-04 18:53:21.668436,15.35,19.35,23.35,off,off,off,15.976,16.02,16.06,16.228,16.46,15.639000000000001,15.786,15.745,15.850000000000001,15.767000000000001,16.291,15.893,15.997,16.02,16.313,15.091,15.49,15.368,
2023-09-04 18:54:21.816316,15.35,19.35,23.35,off,off,off,15.976,16.02,16.06,16.228,16.46,15.681666666666667,15.764666666666665,15.745,15.808,15.767000000000001,16.291,15.851,15.975999999999999,16.02,16.313,15.07,15.49,15.305,
2023-09-04 18:55:21.659046,15.35,19.35,23.35,off,off,off,15.976,16.02,16.06,16.207,16.439,15.702999999999998,15.764666666666665,15.723999999999998,15.829,15.767000000000001,16.291,15.872,16.018,16.02,16.313,15.091,15.49,15.305,
2023-09-04 18:56:21.668469,15.35,19.35,23.35,off,off,off,15.954666666666668,16.02,16.038666666666668,16.228,16.46,15.660333333333332,15.743333333333332,15.745,15.808,15.767000000000001,16.291,15.872,15.975999999999999,16.02,16.313,15.049,15.49,15.326,
2023-09-04 18:57:21.751387,15.35,19.35,23.35,off,off,off,15.976,16.02,16.017333333333333,16.207,16.439,15.660333333333332,15.764666666666665,15.723999999999998,15.808,15.767000000000001,16.291,15.851,15.955,16.02,16.313,15.028,15.49,15.305,
2023-09-04 18:58:21.786935,15.35,19.35,23.35,off,off,off,15.976,15.998666666666665,16.017333333333333,16.207,16.439,15.660333333333332,15.722,15.723999999999998,15.808,15.767000000000001,16.291,15.872,15.955,16.02,16.313,15.028,15.49,15.347,
2023-09-04 18:59:21.636170,15.35,19.35,23.35,off,off,off,15.976,15.977333333333334,15.996,16.207,16.439,15.639000000000001,15.743333333333332,15.702999999999998,15.808,15.767000000000001,16.291,15.872,15.955,16.02,16.313,15.049,15.49,15.347000000000001,
2023-09-04 19:00:21.590686,15.35,19.35,23.35,off,off,off,15.976,15.977333333333334,16.017333333333333,16.207,16.439,15.639000000000001,15.743333333333332,15.702999999999998,15.808,15.767000000000001,16.291,15.851,15.955,15.998666666666665,16.313,15.028,15.49,15.305,
2023-09-04 19:01:21.648296,15.35,19.35,23.35,off,off,off,15.954666666666668,15.998666666666665,15.996,16.186,16.439,15.639000000000001,15.743333333333332,15.702999999999998,15.808,15.767000000000001,16.291,15.851,15.975999999999999,15.998666666666665,16.313,15.049,15.511333333333333,15.305,
