Timestamp,Temp set,Heater status,28-00000eb3cf7d,28-00000eb42add,28-00000eb5045f,28-00000eb3fd89,28-00000eb51050,28-00000eb3e681,28-00000eb4cb62,
2024-03-08 14:48:50.609236,15.2,off,15.155,15.158,15.195,15.556,15.554,13.765,13.633,
2024-03-08 14:49:50.577834,15.2,off,15.176,15.158,15.216,15.556,15.554,13.765,13.674,
2024-03-08 14:50:50.600123,15.23,on,15.155,15.179,15.195,15.556,15.554,13.787,13.695,
2024-03-08 14:51:50.576441,15.23,off,15.176,15.179,15.237,15.556,15.554,13.829,13.695,
2024-03-08 14:52:50.708607,15.23,on,15.155,15.179,15.237,15.556,15.596,13.829,13.758,
2024-03-08 14:53:50.604809,15.23,off,15.196,15.179,15.237,15.556,15.575,13.871,13.758,
2024-03-08 14:54:50.646886,15.23,off,15.196,15.179,15.237,15.556,15.575,13.892,13.8,
2024-03-08 14:55:50.648732,15.23,off,15.196,15.179,15.237,15.577,15.596,13.892,13.821,
2024-03-08 14:56:50.675732,15.23,off,15.196,15.179,15.237,15.556,15.616,13.934,13.821,
2024-03-08 14:57:50.638773,15.23,off,15.196,15.179,15.237,15.556,15.616,13.934,13.8,
2024-03-08 14:58:50.672314,15.23,off,15.217,15.179,15.237,15.577,15.616,13.871,13.716,
2024-03-08 14:59:50.772862,15.23,off,15.217,15.221,15.237,15.598,15.616,13.724,13.59,
2024-03-08 15:00:50.672254,15.23,off,15.196,15.2,15.237,15.598,15.616,13.639,13.486,
2024-03-08 15:01:50.729018,15.23,off,15.217,15.179,15.237,15.62,15.616,13.492,13.36,
2024-03-08 15:02:50.599613,15.23,off,15.217,15.2,15.237,15.62,15.616,13.408,13.276,
2024-03-08 15:03:50.640293,15.23,off,15.217,15.2,15.237,15.598,15.616,13.429,13.318,
2024-03-08 15:04:50.700592,15.23,off,15.217,15.179,15.237,15.598,15.616,13.492,13.381,
2024-03-08 15:05:50.643249,15.23,off,15.217,15.242,15.258,15.62,15.616,13.513,13.402,
2024-03-08 15:06:50.578643,15.23,off,15.217,15.221,15.237,15.62,15.616,13.513,13.444,
2024-03-08 15:07:50.771105,15.23,off,15.217,15.242,15.237,15.62,15.616,13.555,13.465,
2024-03-08 15:08:50.684814,15.23,off,15.217,15.221,15.28,15.62,15.616,13.577,13.486,
2024-03-08 15:09:50.578109,15.23,off,15.217,15.242,15.28,15.62,15.616,13.618,13.507,
2024-03-08 15:10:50.644174,15.23,off,15.217,15.2,15.301,15.62,15.616,13.639,13.528,
2024-03-08 15:11:50.599572,15.25,off,15.217,15.242,15.28,15.62,15.616,13.639,13.548,
2024-03-08 15:12:50.627685,15.25,off,15.26,15.242,15.301,15.62,15.616,13.66,13.569,
2024-03-08 15:13:50.639241,15.25,off,15.238,15.242,15.258,15.62,15.616,13.703,13.59,
2024-03-08 15:14:50.643466,15.25,off,15.238,15.242,15.301,15.62,15.616,13.703,13.633,
2024-03-08 15:15:50.643669,15.25,off,15.217,15.242,15.301,15.62,15.616,13.745,13.633,
2024-03-08 15:16:50.706665,15.25,off,15.26,15.242,15.301,15.62,15.616,13.765,13.674,
2024-03-08 15:17:50.546589,15.25,off,15.281,15.242,15.301,15.62,15.616,13.787,13.695,
2024-03-08 15:18:50.674833,15.25,off,15.238,15.242,15.301,15.62,15.616,13.829,13.695,
2024-03-08 15:19:50.676153,15.25,off,15.238,15.242,15.301,15.62,15.638,13.829,13.716,
2024-03-08 15:20:50.673970,15.25,off,15.281,15.242,15.301,15.62,15.616,13.871,13.737,
2024-03-08 15:21:50.669350,15.25,off,15.281,15.242,15.301,15.62,15.616,13.892,13.758,
2024-03-08 15:22:50.700148,15.25,off,15.281,15.242,15.301,15.62,15.638,13.892,13.779,
2024-03-08 15:23:50.758141,15.25,off,15.281,15.263,15.301,15.64,15.616,13.892,13.821,
2024-03-08 15:24:50.702404,15.25,off,15.281,15.242,15.301,15.62,15.659,13.955,13.821,
2024-03-08 15:25:50.530851,15.25,off,15.281,15.263,15.301,15.64,15.659,13.913,13.779,
2024-03-08 15:26:50.599200,15.25,off,15.281,15.305,15.322,15.64,15.659,13.808,13.674,
2024-03-08 15:27:50.610755,15.25,off,15.281,15.284,15.301,15.64,15.659,13.682,13.548,
2024-03-08 15:28:50.584383,15.25,off,15.281,15.242,15.301,15.62,15.68,13.576,13.423,
2024-03-08 15:29:50.643408,15.25,off,15.281,15.242,15.301,15.64,15.68,13.45,13.297,
2024-03-08 15:30:50.724266,15.25,off,15.26,15.242,15.301,15.62,15.68,13.387,13.256,
2024-03-08 15:31:50.609288,15.26,off,15.281,15.284,15.301,15.661,15.68,13.408,13.318,
2024-03-08 15:32:50.631306,15.26,off,15.281,15.242,15.301,15.64,15.68,13.429,13.36,
2024-03-08 15:33:50.576435,15.26,off,15.281,15.263,15.301,15.661,15.68,13.471,13.381,
2024-03-08 15:34:50.681660,15.26,off,15.281,15.242,15.301,15.682,15.68,13.513,13.381,
2024-03-08 15:35:50.667199,15.26,off,15.281,15.305,15.301,15.682,15.68,13.534,13.444,
