Timestamp,Temp set,Heater status,28-00000eb3cf7d,28-00000eb42add,28-00000eb5045f,28-00000eb3fd89,28-00000eb51050,28-00000eb3e681,28-00000eb4cb62,
2024-03-07 14:30:50.728947,15.15,on,15.722,15.683,15.743,19.147,19.157,9.851,9.758,
2024-03-07 14:31:50.669746,15.15,on,15.722,15.704,15.764,19.125,19.157,9.788,9.674,
2024-03-07 14:32:50.578889,15.15,on,15.744,15.746,15.807,19.167,19.178,9.745,9.633,
2024-03-07 14:33:50.730359,15.15,on,15.786,15.788,15.828,19.335,19.305,9.703,9.57,
2024-03-07 14:34:50.701833,15.15,on,15.828,15.83,15.869,19.524,19.473,9.662,9.528,
2024-03-07 14:35:50.576358,15.15,on,15.849,15.871,15.912,19.713,19.663,9.598,9.465,
2024-03-07 14:36:50.606433,15.15,on,15.912,15.893,15.933,19.944,19.895,9.535,9.423,
2024-03-07 14:37:50.671665,15.15,on,15.954,15.935,15.975,20.133,20.106,9.493,9.361,
2024-03-07 14:38:50.738530,15.15,on,15.975,15.977,15.996,20.343,20.316,9.451,9.297,
2024-03-07 14:39:50.540346,15.15,on,15.996,15.997,16.038,20.595,20.548,9.388,9.277,
2024-03-07 14:40:50.738959,15.15,on,16.06,16.019,16.08,20.847,20.738,9.324,9.235,
2024-03-07 14:41:50.576172,15.15,on,16.101,16.061,16.122,21.036,20.991,9.283,9.172,
2024-03-07 14:42:50.640391,15.15,on,16.144,16.123,16.165,21.288,21.244,9.219,9.13,
2024-03-07 14:43:50.663790,15.15,on,16.186,16.166,16.228,21.498,21.434,9.219,9.088,
2024-03-07 14:44:50.673380,15.15,on,16.249,16.229,16.27,21.729,21.687,9.156,9.046,
