Timestamp,Temp set,Heater status,28-00000eb3cf7d,28-00000eb42add,28-00000eb5045f,28-00000eb3fd89,28-00000eb51050,28-00000eb3e681,28-00000eb4cb62,
2024-03-07 21:59:20.735321,15.04,off,15.028,15.053,15.069,18.265,18.336,11.113,10.973,
2024-03-07 22:00:20.596152,15.04,off,15.028,15.011,15.069,18.265,18.293,11.051,10.889,
2024-03-07 22:01:20.602536,15.04,on,14.986,14.99,15.048,18.265,18.272,10.966,10.826,
2024-03-07 22:02:20.680355,15.04,on,14.965,14.99,15.048,18.265,18.272,10.84,10.722,
2024-03-07 22:03:20.656166,15.04,on,15.028,14.99,15.048,18.244,18.272,10.777,10.638,
2024-03-07 22:04:20.628899,15.04,off,15.028,15.053,15.069,18.201,18.251,10.693,10.554,
2024-03-07 22:05:20.627629,15.04,off,15.028,15.032,15.09,18.201,18.209,10.629,10.492,
2024-03-07 22:06:20.723673,15.04,on,14.965,14.969,15.027,18.139,18.209,10.546,10.428,
2024-03-07 22:07:20.658037,15.04,on,14.902,14.927,14.984,18.139,18.145,10.482,10.366,
2024-03-07 22:08:20.627092,15.04,on,14.965,14.927,14.984,18.139,18.145,10.44,10.303,
2024-03-07 22:09:20.594584,15.04,on,14.965,14.99,15.027,18.096,18.145,10.335,10.219,
2024-03-07 22:10:20.538632,15.04,on,14.986,14.99,15.048,18.075,18.104,10.272,10.135,
2024-03-07 22:11:20.658429,15.06,on,15.007,15.032,15.048,18.034,18.062,10.188,10.093,
2024-03-07 22:12:20.658489,15.06,on,15.028,15.053,15.048,17.992,18.019,10.103,10.01,
2024-03-07 22:13:20.658175,15.06,off,15.049,15.053,15.111,17.949,17.998,10.061,9.926,
2024-03-07 22:14:20.626214,15.06,off,15.049,15.053,15.09,17.908,17.956,10.04,9.863,
2024-03-07 22:15:20.717051,15.06,on,15.028,14.99,15.048,17.887,17.914,9.956,9.8,
2024-03-07 22:16:20.688255,15.06,on,15.028,14.99,15.048,17.887,17.893,9.851,9.758,
2024-03-07 22:17:20.594720,15.06,on,15.028,15.053,15.048,17.845,17.893,9.809,9.674,
2024-03-07 22:18:20.623386,15.06,off,15.07,15.053,15.09,17.823,17.872,9.724,9.612,
2024-03-07 22:19:20.661209,15.06,on,15.028,15.032,15.09,17.782,17.83,9.682,9.549,
2024-03-07 22:20:20.531465,15.06,on,15.007,14.99,15.048,17.782,17.809,9.619,9.507,
2024-03-07 22:21:20.620459,15.06,on,15.028,14.99,15.048,17.761,17.787,9.577,9.444,
2024-03-07 22:22:20.716784,15.06,on,15.028,15.032,15.069,17.74,17.766,9.493,9.402,
2024-03-07 22:23:20.626419,15.06,off,15.049,15.053,15.111,17.697,17.724,9.451,9.319,
2024-03-07 22:24:20.562355,15.06,off,15.028,15.053,15.09,17.656,17.703,9.409,9.277,
2024-03-07 22:25:20.754252,15.06,on,15.007,14.99,15.048,17.635,17.661,9.345,9.214,
2024-03-07 22:26:20.690813,15.06,on,15.007,14.99,15.048,17.635,17.64,9.283,9.172,
2024-03-07 22:27:20.562032,15.06,on,15.028,15.011,15.048,17.614,17.64,9.219,9.109,
2024-03-07 22:28:20.658341,15.06,on,15.049,15.032,15.048,17.593,17.619,9.177,9.046,
2024-03-07 22:29:21.297078,15.06,off,15.049,15.053,15.09,17.571,17.577,9.114,8.984,
2024-03-07 22:30:20.562638,15.06,off,15.07,15.053,15.111,17.551,17.577,9.051,8.942,
2024-03-07 22:31:20.658517,15.08,on,15.049,15.032,15.09,17.509,17.513,9.03,8.9,
2024-03-07 22:32:20.626501,15.08,on,14.986,14.99,15.048,17.509,17.513,8.966,8.858,
2024-03-07 22:33:20.592415,15.08,on,15.007,15.011,15.048,17.509,17.513,8.925,8.795,
2024-03-07 22:34:20.528464,15.08,on,15.028,15.011,15.069,17.446,17.492,8.861,8.753,
2024-03-07 22:35:20.563912,15.08,on,15.049,15.053,15.069,17.446,17.451,8.798,8.669,
2024-03-07 22:36:20.748891,15.08,off,15.091,15.053,15.111,17.404,17.451,8.735,8.628,
2024-03-07 22:37:20.591729,15.08,off,15.091,15.074,15.111,17.383,17.408,8.693,8.607,
2024-03-07 22:38:20.621340,15.08,on,15.049,15.032,15.111,17.383,17.387,8.672,8.544,
2024-03-07 22:39:20.657322,15.08,on,15.028,14.99,15.048,17.341,17.366,8.672,8.586,
2024-03-07 22:40:20.592880,15.08,on,15.007,14.99,15.048,17.32,17.366,8.735,8.669,
2024-03-07 22:41:20.556440,15.08,on,15.028,15.032,15.048,17.32,17.324,8.798,8.733,
2024-03-07 22:42:20.656200,15.08,on,15.028,15.053,15.09,17.257,17.324,8.861,8.774,
2024-03-07 22:43:20.658141,15.08,on,15.049,15.053,15.111,17.257,17.282,8.904,8.858,
2024-03-07 22:44:20.594299,15.08,off,15.07,15.053,15.111,17.236,17.26,8.966,8.9,
2024-03-07 22:45:20.530053,15.08,off,15.091,15.095,15.111,17.194,17.198,9.009,8.921,
2024-03-07 22:46:20.713690,15.08,off,15.091,15.053,15.132,17.194,17.198,9.093,9.025,
2024-03-07 22:47:20.594003,15.08,on,14.986,14.969,15.027,17.194,17.198,9.156,9.067,
2024-03-07 22:48:20.530404,15.08,on,14.923,14.927,14.984,17.173,17.198,9.198,9.13,
2024-03-07 22:49:20.620562,15.08,on,14.923,14.927,14.963,17.152,17.198,9.283,9.193,
2024-03-07 22:50:20.648296,15.08,on,14.965,14.927,14.984,17.131,17.155,9.324,9.235,
2024-03-07 22:51:20.627227,15.11,on,14.965,14.948,14.984,17.131,17.134,9.388,9.277,
2024-03-07 22:52:20.594162,15.11,on,14.965,14.99,15.027,17.068,17.113,9.409,9.34,
2024-03-07 22:53:20.560317,15.11,on,15.007,15.011,15.048,17.068,17.092,9.472,9.361,
2024-03-07 22:54:20.687918,15.11,on,15.007,14.99,15.048,17.047,17.071,9.535,9.423,
2024-03-07 22:55:20.592387,15.11,on,15.028,15.011,15.048,17.005,17.007,9.535,9.465,
2024-03-07 22:56:20.658149,15.11,on,15.028,15.053,15.111,16.942,17.007,9.598,9.486,
2024-03-07 22:57:20.658147,15.11,on,15.049,15.053,15.111,16.942,16.966,9.64,9.549,
2024-03-07 22:58:20.658381,15.11,on,15.07,15.074,15.111,16.921,16.945,9.662,9.591,
2024-03-07 22:59:20.658127,15.11,on,15.091,15.095,15.111,16.879,16.945,9.724,9.612,
2024-03-07 23:00:20.623559,15.11,off,15.091,15.116,15.153,16.858,16.881,9.767,9.674,
2024-03-07 23:01:20.690173,15.11,off,15.091,15.095,15.153,16.816,16.881,9.851,9.717,
2024-03-07 23:02:20.561137,15.11,on,15.028,15.032,15.111,16.816,16.839,9.851,9.758,
2024-03-07 23:03:20.754037,15.11,on,15.028,15.053,15.111,16.816,16.818,9.914,9.8,
2024-03-07 23:04:20.626257,15.11,on,15.049,15.053,15.09,16.816,16.797,9.935,9.842,
2024-03-07 23:05:20.626412,15.11,on,15.091,15.053,15.111,16.795,16.818,9.977,9.863,
2024-03-07 23:06:20.720468,15.11,on,15.091,15.095,15.111,16.753,16.776,9.998,9.926,
2024-03-07 23:07:20.640595,15.11,off,15.091,15.116,15.132,16.753,16.755,10.04,9.947,
2024-03-07 23:08:20.655654,15.11,off,15.091,15.116,15.153,16.69,16.755,10.082,9.989,
2024-03-07 23:09:20.615891,15.11,off,15.091,15.095,15.132,16.69,16.713,10.146,10.051,
2024-03-07 23:10:20.594135,15.11,on,15.028,15.053,15.09,16.69,16.692,10.167,10.072,
2024-03-07 23:11:20.657858,15.12,on,15.049,15.053,15.09,16.69,16.692,10.209,10.115,
2024-03-07 23:12:20.632721,15.12,on,15.049,15.053,15.111,16.69,16.692,10.251,10.156,
2024-03-07 23:13:20.657655,15.12,on,15.091,15.053,15.111,16.69,16.692,10.272,10.177,
2024-03-07 23:14:20.689439,15.12,on,15.091,15.053,15.111,16.669,16.692,10.314,10.219,
2024-03-07 23:15:20.498132,15.12,on,15.091,15.074,15.111,16.627,16.649,10.356,10.261,
2024-03-07 23:16:20.530279,15.12,on,15.091,15.116,15.111,16.627,16.628,10.398,10.303,
2024-03-07 23:17:20.682789,15.12,off,15.112,15.116,15.174,16.585,16.628,10.419,10.324,
2024-03-07 23:18:20.656622,15.12,off,15.112,15.095,15.153,16.564,16.607,10.482,10.366,
2024-03-07 23:19:20.625993,15.12,on,15.028,15.053,15.111,16.564,16.565,10.524,10.428,
2024-03-07 23:20:20.752778,15.12,on,15.049,15.053,15.111,16.564,16.565,10.546,10.449,
2024-03-07 23:21:20.753868,15.12,on,15.07,15.053,15.111,16.522,16.565,10.566,10.492,
2024-03-07 23:22:20.681066,15.12,on,15.091,15.074,15.111,16.522,16.565,10.608,10.533,
2024-03-07 23:23:20.593619,15.12,on,15.091,15.116,15.111,16.501,16.523,10.651,10.554,
2024-03-07 23:24:20.655683,15.12,on,15.091,15.095,15.132,16.501,16.502,10.672,10.596,
2024-03-07 23:25:20.758525,15.12,off,15.112,15.116,15.174,16.48,16.502,10.735,10.617,
2024-03-07 23:26:20.625777,15.12,off,15.091,15.116,15.153,16.438,16.46,10.777,10.659,
2024-03-07 23:27:20.684521,15.12,on,15.07,15.053,15.111,16.438,16.439,10.798,10.722,
2024-03-07 23:28:20.562256,15.12,on,15.07,15.053,15.111,16.438,16.439,10.861,10.743,
2024-03-07 23:29:20.598141,15.12,on,15.07,15.053,15.111,16.438,16.439,10.861,10.764,
2024-03-07 23:30:20.651123,15.12,on,15.091,15.053,15.111,16.438,16.439,10.903,10.805,
2024-03-07 23:31:20.658134,15.12,on,15.091,15.074,15.111,16.396,16.439,10.945,10.847,
2024-03-07 23:32:20.594030,15.12,on,15.091,15.116,15.111,16.375,16.375,10.987,10.868,
2024-03-07 23:33:20.594565,15.12,off,15.091,15.116,15.153,16.375,16.375,10.987,10.931,
2024-03-07 23:34:20.620789,15.12,off,15.133,15.116,15.174,16.333,16.375,11.051,10.931,
2024-03-07 23:35:20.593778,15.12,off,15.091,15.095,15.174,16.312,16.354,11.113,10.994,
2024-03-07 23:36:20.624147,15.12,on,15.07,15.053,15.111,16.312,16.333,11.113,11.036,
2024-03-07 23:37:20.721205,15.12,on,15.091,15.053,15.111,16.312,16.312,11.135,11.056,
2024-03-07 23:38:20.670889,15.12,on,15.091,15.053,15.111,16.312,16.354,11.135,10.973,
2024-03-07 23:39:20.721767,15.12,on,15.091,15.053,15.111,16.312,16.333,11.03,10.889,
2024-03-07 23:40:20.689758,15.12,on,15.091,15.116,15.111,16.312,16.312,10.945,10.784,
2024-03-07 23:41:20.561887,15.12,off,15.091,15.116,15.153,16.312,16.312,10.84,10.722,
2024-03-07 23:42:20.593953,15.12,off,15.091,15.116,15.174,16.27,16.312,10.777,10.617,
2024-03-07 23:43:20.620657,15.12,on,15.091,15.095,15.132,16.249,16.249,10.693,10.533,
2024-03-07 23:44:20.687386,15.12,on,15.07,15.053,15.111,16.249,16.249,10.587,10.47,
2024-03-07 23:45:20.495680,15.12,on,15.049,15.053,15.111,16.249,16.27,10.503,10.387,
2024-03-07 23:46:20.556424,15.12,on,15.07,15.053,15.111,16.249,16.249,10.44,10.282,
2024-03-07 23:47:20.683822,15.12,on,15.07,15.074,15.111,16.228,16.249,10.356,10.219,
2024-03-07 23:48:20.594164,15.12,on,15.091,15.074,15.111,16.186,16.249,10.272,10.135,
2024-03-07 23:49:20.474463,15.12,on,15.091,15.095,15.111,16.186,16.207,10.188,10.093,
2024-03-07 23:50:20.689528,15.12,off,15.091,15.116,15.174,16.186,16.186,10.124,9.989,
2024-03-07 23:51:20.626157,15.14,on,15.091,15.074,15.153,16.144,16.186,10.082,9.926,
2024-03-07 23:52:20.593399,15.14,on,15.028,15.053,15.111,16.144,16.165,9.998,9.863,
2024-03-07 23:53:20.559383,15.14,on,15.028,15.053,15.111,16.123,16.186,9.935,9.8,
2024-03-07 23:54:20.780484,15.14,on,15.07,15.053,15.111,16.123,16.143,9.851,9.738,
2024-03-07 23:55:20.656780,15.14,on,15.07,15.053,15.111,16.123,16.122,9.767,9.654,
2024-03-07 23:56:20.595690,15.14,on,15.091,15.074,15.111,16.081,16.122,9.703,9.591,
2024-03-07 23:57:20.683382,15.14,on,15.091,15.095,15.111,16.06,16.122,9.619,9.507,
2024-03-07 23:58:20.594015,15.14,on,15.091,15.116,15.111,16.06,16.06,9.577,9.444,
2024-03-07 23:59:20.562104,15.14,on,15.112,15.095,15.111,16.06,16.06,9.514,9.402,
2024-03-08 00:00:20.714618,15.14,on,15.112,15.116,15.174,16.039,16.06,9.451,9.34,
2024-03-08 00:01:20.530308,15.14,on,15.091,15.116,15.174,15.997,16.06,9.367,9.256,
2024-03-08 00:02:20.594565,15.14,off,15.112,15.137,15.174,15.997,16.017,9.324,9.193,
2024-03-08 00:03:20.561240,15.14,off,15.155,15.116,15.174,15.997,15.996,9.262,9.151,
2024-03-08 00:04:20.684086,15.14,on,15.112,15.095,15.174,15.997,15.996,9.219,9.088,
2024-03-08 00:05:20.626244,15.14,on,15.028,15.053,15.09,16.039,16.08,9.177,9.046,
2024-03-08 00:06:20.530569,15.14,on,15.049,15.053,15.111,16.249,16.228,9.093,8.984,
2024-03-08 00:07:20.624997,15.14,on,15.07,15.053,15.111,16.354,16.375,9.03,8.921,
2024-03-08 00:08:20.658793,15.14,on,15.091,15.074,15.111,16.396,16.439,8.966,8.879,
2024-03-08 00:09:20.603446,15.14,on,15.091,15.095,15.111,16.438,16.439,8.904,8.795,
2024-03-08 00:10:20.814440,15.14,on,15.091,15.116,15.153,16.438,16.439,8.84,8.733,
2024-03-08 00:11:20.530012,15.16,on,15.112,15.116,15.174,16.438,16.439,8.798,8.669,
2024-03-08 00:12:20.721966,15.16,on,15.091,15.116,15.174,16.417,16.439,8.735,8.628,
2024-03-08 00:13:20.592679,15.16,on,15.133,15.116,15.174,16.375,16.418,8.693,8.586,
2024-03-08 00:14:20.657007,15.16,on,15.155,15.116,15.174,16.375,16.418,8.651,8.523,
2024-03-08 00:15:20.658136,15.16,off,15.155,15.179,15.195,16.375,16.375,8.651,8.565,
2024-03-08 00:16:20.658692,15.16,on,15.155,15.116,15.174,16.312,16.375,8.756,8.648,
2024-03-08 00:17:20.625398,15.16,on,15.07,15.074,15.111,16.312,16.375,8.778,8.711,
2024-03-08 00:18:20.656129,15.16,on,15.091,15.053,15.111,16.333,16.333,8.84,8.753,
2024-03-08 00:19:20.594201,15.16,on,15.091,15.095,15.132,16.312,16.312,8.883,8.795,
2024-03-08 00:20:20.686369,15.16,on,15.091,15.116,15.111,16.291,16.312,8.904,8.858,
2024-03-08 00:21:20.624238,15.16,on,15.091,15.116,15.132,16.249,16.312,8.966,8.879,
2024-03-08 00:22:20.593372,15.16,on,15.091,15.116,15.174,16.249,16.249,9.03,8.942,
2024-03-08 00:23:20.585049,15.16,on,15.112,15.116,15.174,16.249,16.186,9.072,8.984,
2024-03-08 00:24:20.683696,15.16,off,15.155,15.137,15.174,16.207,16.207,9.114,9.005,
2024-03-08 00:25:20.559652,15.16,on,15.155,15.116,15.174,16.207,16.228,9.156,9.046,
2024-03-08 00:26:20.625792,15.16,off,15.155,15.137,15.174,16.186,16.207,9.198,9.109,
2024-03-08 00:27:20.649711,15.16,on,15.155,15.116,15.174,16.186,16.186,9.24,9.172,
2024-03-08 00:28:20.785117,15.16,on,15.155,15.116,15.174,16.186,16.186,9.262,9.193,
2024-03-08 00:29:20.498858,15.16,off,15.155,15.137,15.174,16.186,16.186,9.324,9.235,
